"";"Município";"Código";"ICAO"
"500";"SAUDADES";4217303;"SBNM"
"501";"SCHROEDER";4217402;"SBJV"
"502";"SCHROEDER";4217402;"SBNF"
"503";"SEARA";4217501;"SBCH"
"504";"SEARA";4217501;"SBPF"
"505";"SERRA ALTA";4217550;"SBFI"
"506";"SERRA ALTA";4217550;"SBCH"
"507";"SIDERÓPOLIS";4217600;"SBCN"
"508";"SIDERÓPOLIS";4217600;"SBTR"
"509";"SOMBRIO";4217709;"SBCN"
"510";"SOMBRIO";4217709;"SBTR"
"511";"SUL BRASIL";4217758;"SBFI"
"512";"SUL BRASIL";4217758;"SBCH"
"513";"TAIÓ";4217808;"SBNF"
"514";"TAIÓ";4217808;"SBLJ"
"515";"TANGARÁ";4217907;"SBCH"
"516";"TANGARÁ";4217907;"SBLJ"
"517";"TIGRINHOS";4217956;"SBFI"
"518";"TIGRINHOS";4217956;"SBCH"
"519";"TIJUCAS";4218004;"SBFL"
"520";"TIJUCAS";4218004;"SBNF"
"521";"TIMBÉ DO SUL";4218103;"SBCN"
"522";"TIMBÉ DO SUL";4218103;"SBTR"
"523";"TIMBÓ";4218202;"SBJV"
"524";"TIMBÓ";4218202;"SBLJ"
"525";"TIMBÓ GRANDE";4218251;"SBLJ"
"526";"TRÊS BARRAS";4218301;"SBCT"
"527";"TRÊS BARRAS";4218301;"SBGS"
"528";"TREVISO";4218350;"SBCN"
"529";"TREVISO";4218350;"SBTR"
"530";"TREZE DE MAIO";4218400;"SBCN"
"531";"TREZE DE MAIO";4218400;"SBTR"
"532";"TREZE TÍLIAS";4218509;"SBCH"
"533";"TREZE TÍLIAS";4218509;"SBLJ"
"534";"TROMBUDO CENTRAL";4218608;"SBNF"
"535";"TROMBUDO CENTRAL";4218608;"SBLJ"
"536";"TUBARÃO";4218707;"SBFL"
"537";"TUBARÃO";4218707;"SBCN"
"538";"TUNÁPOLIS";4218756;"SBFI"
"539";"TUNÁPOLIS";4218756;"SBCH"
"540";"TURVO";4218806;"SBCN"
"541";"TURVO";4218806;"SBTR"
"542";"UNIÃO DO OESTE";4218855;"SBCH"
"543";"UNIÃO DO OESTE";4218855;"SBPF"
"544";"URUBICI";4218905;"SBCN"
"545";"URUBICI";4218905;"SBLJ"
