"";"Município";"Código";"ICAO"
"188";"JOÃO PESSOA";2507507;"SBJP"
"189";"JUAREZ TÁVORA";2507606;"SBKG"
"190";"JUAREZ TÁVORA";2507606;"SBJP"
"191";"JUAZEIRINHO";2507705;"SBKG"
"192";"JUAZEIRINHO";2507705;"SBNT"
"193";"JUNCO DO SERIDÓ";2507804;"SBKG"
"194";"JUNCO DO SERIDÓ";2507804;"SBNT"
"195";"JURIPIRANGA";2507903;"SBKG"
"196";"JURIPIRANGA";2507903;"SBJP"
"197";"JURU";2508000;"SBKG"
"198";"JURU";2508000;"SBJU"
"199";"LAGOA";2508109;"SBKG"
"200";"LAGOA";2508109;"SBJU"
"201";"LAGOA DE DENTRO";2508208;"SBKG"
"202";"LAGOA DE DENTRO";2508208;"SBNT"
"203";"LAGOA SECA";2508307;"SBKG"
"204";"LAGOA SECA";2508307;"SBJP"
"205";"LASTRO";2508406;"SBKG"
"206";"LASTRO";2508406;"SBJU"
"207";"LIVRAMENTO";2508505;"SBKG"
"208";"LIVRAMENTO";2508505;"SBJP"
"209";"LOGRADOURO";2508554;"SBKG"
"210";"LOGRADOURO";2508554;"SBNT"
"211";"LUCENA";2508604;"SBKG"
"212";"LUCENA";2508604;"SBNT"
"213";"MÃE D'ÁGUA";2508703;"SBKG"
"214";"MÃE D'ÁGUA";2508703;"SBJU"
"215";"MALTA";2508802;"SBKG"
"216";"MALTA";2508802;"SBJU"
"217";"MAMANGUAPE";2508901;"SBKG"
"218";"MAMANGUAPE";2508901;"SBNT"
"219";"MANAÍRA";2509008;"SBKG"
"220";"MANAÍRA";2509008;"SBJU"
"221";"MARCAÇÃO";2509057;"SBKG"
"222";"MARCAÇÃO";2509057;"SBNT"
"223";"MARI";2509107;"SBKG"
"224";"MARI";2509107;"SBJP"
"225";"MARIZÓPOLIS";2509156;"SBKG"
"226";"MARIZÓPOLIS";2509156;"SBJU"
"227";"MASSARANDUBA";2509206;"SBKG"
"228";"MASSARANDUBA";2509206;"SBJP"
"229";"MATARACA";2509305;"SBKG"
"230";"MATARACA";2509305;"SBNT"
"231";"MATINHAS";2509339;"SBKG"
"232";"MATINHAS";2509339;"SBJP"
"233";"MATO GROSSO";2509370;"SBKG"
"234";"MATO GROSSO";2509370;"SBJU"
"235";"MATURÉIA";2509396;"SBKG"
"236";"MATURÉIA";2509396;"SBJU"
"237";"MOGEIRO";2509404;"SBKG"
"238";"MOGEIRO";2509404;"SBJP"
"239";"MONTADAS";2509503;"SBKG"
"240";"MONTADAS";2509503;"SBNT"
"241";"MONTE HOREBE";2509602;"SBJU"
"242";"MONTE HOREBE";2509602;"SBMS"
"243";"MONTEIRO";2509701;"SBMO"
"244";"MONTEIRO";2509701;"SBKG"
"245";"MULUNGU";2509800;"SBKG"
"246";"MULUNGU";2509800;"SBNT"
"247";"NATUBA";2509909;"SBKG"
"248";"NATUBA";2509909;"SBJP"
"249";"NAZAREZINHO";2510006;"SBJU"
"250";"NAZAREZINHO";2510006;"SBMS"
"251";"NOVA FLORESTA";2510105;"SBKG"
"252";"NOVA FLORESTA";2510105;"SBNT"
"253";"NOVA OLINDA";2510204;"SBKG"
"254";"NOVA OLINDA";2510204;"SBJU"
"255";"NOVA PALMEIRA";2510303;"SBKG"
"256";"NOVA PALMEIRA";2510303;"SBNT"
"257";"OLHO D'ÁGUA";2510402;"SBKG"
"258";"OLHO D'ÁGUA";2510402;"SBJU"
"259";"OLIVEDOS";2510501;"SBKG"
"260";"OLIVEDOS";2510501;"SBNT"
"261";"OURO VELHO";2510600;"SBKG"
"262";"OURO VELHO";2510600;"SBUF"
"263";"PARARI";2510659;"SBKG"
"264";"PARARI";2510659;"SBJP"
"265";"PASSAGEM";2510709;"SBKG"
"266";"PASSAGEM";2510709;"SBMS"
"267";"PATOS";2510808;"SBKG"
"268";"PATOS";2510808;"SBJU"
"269";"PAULISTA";2510907;"SBKG"
"270";"PAULISTA";2510907;"SBJU"
"271";"PEDRA BRANCA";2511004;"SBKG"
"272";"PEDRA BRANCA";2511004;"SBJU"
"273";"PEDRA LAVRADA";2511103;"SBKG"
"274";"PEDRA LAVRADA";2511103;"SBNT"
"275";"PEDRAS DE FOGO";2511202;"SBKG"
"276";"PEDRAS DE FOGO";2511202;"SBJP"
"277";"PEDRO RÉGIS";2512721;"SBKG"
"278";"PEDRO RÉGIS";2512721;"SBNT"
"279";"PIANCÓ";2511301;"SBKG"
"280";"PIANCÓ";2511301;"SBJU"
"281";"PICUÍ";2511400;"SBKG"
"282";"PICUÍ";2511400;"SBNT"
"283";"PILAR";2511509;"SBKG"
"284";"PILAR";2511509;"SBJP"
"285";"PILÕES";2511608;"SBKG"
"286";"PILÕES";2511608;"SBNT"
"287";"PILÕEZINHOS";2511707;"SBKG"
"288";"PILÕEZINHOS";2511707;"SBNT"
"289";"PIRPIRITUBA";2511806;"SBKG"
"290";"PIRPIRITUBA";2511806;"SBNT"
"291";"PITIMBU";2511905;"SBRF"
"292";"PITIMBU";2511905;"SBJP"
"293";"POCINHOS";2512002;"SBKG"
"294";"POCINHOS";2512002;"SBNT"
"295";"POÇO DANTAS";2512036;"SBFZ"
"296";"POÇO DANTAS";2512036;"SBJU"
"297";"POÇO DE JOSÉ DE MOURA";2512077;"SBKG"
"298";"POÇO DE JOSÉ DE MOURA";2512077;"SBJU"
"299";"POMBAL";2512101;"SBKG"
"300";"POMBAL";2512101;"SBJU"
"301";"PRATA";2512200;"SBKG"
"302";"PRATA";2512200;"SBJU"
"303";"PRINCESA ISABEL";2512309;"SBKG"
"304";"PRINCESA ISABEL";2512309;"SBJU"
"305";"PUXINANÃ";2512408;"SBKG"
"306";"PUXINANÃ";2512408;"SBNT"
"307";"QUEIMADAS";2512507;"SBKG"
"308";"QUEIMADAS";2512507;"SBJP"
"309";"QUIXABÁ";2512606;"SBKG"
"310";"QUIXABÁ";2512606;"SBJU"
"311";"REMÍGIO";2512705;"SBKG"
"312";"REMÍGIO";2512705;"SBNT"
"313";"RIACHÃO";2512747;"SBKG"
"314";"RIACHÃO";2512747;"SBNT"
