"";"Município";"Código";"ICAO"
"127";"RIBAS DO RIO PARDO";5007109;"SBCG"
"128";"RIO BRILHANTE";5007208;"SBPP"
"129";"RIO BRILHANTE";5007208;"SBCG"
"130";"RIO NEGRO";5007307;"SBCR"
"131";"RIO NEGRO";5007307;"SBPP"
"132";"RIO VERDE DE MATO GROSSO";5007406;"SBCR"
"133";"RIO VERDE DE MATO GROSSO";5007406;"SBCY"
"134";"ROCHEDO";5007505;"SBCR"
"135";"ROCHEDO";5007505;"SBPP"
"136";"SANTA RITA DO PARDO";5007554;"SBDN"
"137";"SANTA RITA DO PARDO";5007554;"SBCG"
"138";"SÃO GABRIEL DO OESTE";5007695;"SBCR"
"139";"SÃO GABRIEL DO OESTE";5007695;"SBCG"
"140";"SELVÍRIA";5007802;"SBDN"
"141";"SELVÍRIA";5007802;"SBAU"
"142";"SETE QUEDAS";5007703;"SBPP"
"143";"SETE QUEDAS";5007703;"SBCA"
"144";"SIDROLÂNDIA";5007901;"SBPP"
"145";"SIDROLÂNDIA";5007901;"SBCG"
"146";"SONORA";5007935;"SBCY"
"147";"SONORA";5007935;"SBBW"
"148";"TACURU";5007950;"SBPP"
"149";"TACURU";5007950;"SBCA"
"150";"TAQUARUSSU";5007976;"SBMG"
"151";"TAQUARUSSU";5007976;"SBDN"
"152";"TERENOS";5008008;"SBCR"
"153";"TERENOS";5008008;"SBPP"
"154";"TRÊS LAGOAS";5008305;"SBDN"
"155";"TRÊS LAGOAS";5008305;"SBAU"
"156";"VICENTINA";5008404;"SBPP"
"157";"VICENTINA";5008404;"SBCG"
