BRASÍLIA,5300108,BRASILIA (AEROPORTO),SBBR,83378,15.36
BRASÍLIA,5300108,GAMA,SBGA,83375,37.84
BRASÍLIA,5300108,ANAPOLIS (AEROPORTO),SBAN,83419,133.5
