"";"Município";"Código";"ICAO"
"153";"GOVERNADOR ARCHER";2104503;"SBSL"
"154";"GOVERNADOR ARCHER";2104503;"SBTE"
"155";"GOVERNADOR EDISON LOBÃO";2104552;"SBMA"
"156";"GOVERNADOR EDISON LOBÃO";2104552;"SBIZ"
"157";"GOVERNADOR EUGÊNIO BARROS";2104602;"SBSL"
"158";"GOVERNADOR EUGÊNIO BARROS";2104602;"SBTE"
"159";"GOVERNADOR LUIZ ROCHA";2104628;"SBSL"
"160";"GOVERNADOR LUIZ ROCHA";2104628;"SBTE"
"161";"GOVERNADOR NEWTON BELLO";2104651;"SBSL"
"162";"GOVERNADOR NEWTON BELLO";2104651;"SBIZ"
"163";"GOVERNADOR NUNES FREIRE";2104677;"SBSL"
"164";"GOVERNADOR NUNES FREIRE";2104677;"SBBE"
"165";"GRAÇA ARANHA";2104701;"SBSL"
"166";"GRAÇA ARANHA";2104701;"SBTE"
"167";"GRAJAÚ";2104800;"SBIZ"
"168";"GRAJAÚ";2104800;"SBCI"
"169";"GUIMARÃES";2104909;"SBSL"
"170";"GUIMARÃES";2104909;"SBPB"
"171";"HUMBERTO DE CAMPOS";2105005;"SBSL"
"172";"HUMBERTO DE CAMPOS";2105005;"SBPB"
"173";"ICATU";2105104;"SBSL"
"174";"ICATU";2105104;"SBPB"
"175";"IGARAPÉ DO MEIO";2105153;"SBSL"
"176";"IGARAPÉ DO MEIO";2105153;"SBTE"
"177";"IGARAPÉ GRANDE";2105203;"SBSL"
"178";"IGARAPÉ GRANDE";2105203;"SBTE"
"179";"IMPERATRIZ";2105302;"SBMA"
"180";"IMPERATRIZ";2105302;"SBIZ"
"181";"ITAIPAVA DO GRAJAÚ";2105351;"SBTE"
"182";"ITAIPAVA DO GRAJAÚ";2105351;"SBIZ"
"183";"ITAPECURU MIRIM";2105401;"SBSL"
"184";"ITAPECURU MIRIM";2105401;"SBTE"
"185";"ITINGA DO MARANHÃO";2105427;"SBMA"
"186";"ITINGA DO MARANHÃO";2105427;"SBIZ"
"187";"JATOBÁ";2105450;"SBTE"
"188";"JATOBÁ";2105450;"SBIZ"
"189";"JENIPAPO DOS VIEIRAS";2105476;"SBTE"
"190";"JENIPAPO DOS VIEIRAS";2105476;"SBIZ"
"191";"JOÃO LISBOA";2105500;"SBMA"
"192";"JOÃO LISBOA";2105500;"SBIZ"
"193";"JOSELÂNDIA";2105609;"SBSL"
"194";"JOSELÂNDIA";2105609;"SBTE"
"195";"JUNCO DO MARANHÃO";2105658;"SBSL"
"196";"JUNCO DO MARANHÃO";2105658;"SBBE"
"197";"LAGO DA PEDRA";2105708;"SBSL"
"198";"LAGO DA PEDRA";2105708;"SBTE"
"199";"LAGO DO JUNCO";2105807;"SBSL"
"200";"LAGO DO JUNCO";2105807;"SBTE"
"201";"LAGO DOS RODRIGUES";2105948;"SBSL"
"202";"LAGO DOS RODRIGUES";2105948;"SBTE"
"203";"LAGO VERDE";2105906;"SBSL"
"204";"LAGO VERDE";2105906;"SBTE"
"205";"LAGOA DO MATO";2105922;"SBSL"
"206";"LAGOA DO MATO";2105922;"SBTE"
"207";"LAGOA GRANDE DO MARANHÃO";2105963;"SBSL"
"208";"LAGOA GRANDE DO MARANHÃO";2105963;"SBTE"
"209";"LAJEADO NOVO";2105989;"SBMA"
"210";"LAJEADO NOVO";2105989;"SBIZ"
"211";"LIMA CAMPOS";2106003;"SBSL"
"212";"LIMA CAMPOS";2106003;"SBTE"
"213";"LORETO";2106102;"SBIZ"
"214";"LORETO";2106102;"SBCI"
"215";"LUÍS DOMINGUES";2106201;"SBSL"
"216";"LUÍS DOMINGUES";2106201;"SBBE"
"217";"MAGALHÃES DE ALMEIDA";2106300;"SBSL"
"218";"MAGALHÃES DE ALMEIDA";2106300;"SBTE"
