"";"Município";"Código";"ICAO"
"170";"OURÉM";1505403;"SBBE"
"171";"OURILÂNDIA DO NORTE";1505437;"SBMA"
"172";"OURILÂNDIA DO NORTE";1505437;"SBCJ"
"173";"PACAJÁ";1505486;"SBMA"
"174";"PACAJÁ";1505486;"SBHT"
"175";"PALESTINA DO PARÁ";1505494;"SBMA"
"176";"PALESTINA DO PARÁ";1505494;"SBIZ"
"177";"PARAGOMINAS";1505502;"SBBE"
"178";"PARAGOMINAS";1505502;"SBIZ"
"179";"PARAUAPEBAS";1505536;"SBMA"
"180";"PARAUAPEBAS";1505536;"SBCJ"
"181";"PAU D'ARCO";1505551;"SBMA"
"182";"PAU D'ARCO";1505551;"SBCJ"
"183";"PEIXE-BOI";1505601;"SBSL"
"184";"PEIXE-BOI";1505601;"SBBE"
"185";"PIÇARRA";1505635;"SBMA"
"186";"PIÇARRA";1505635;"SBCJ"
"187";"PLACAS";1505650;"SBTS"
"188";"PLACAS";1505650;"SBSN"
"189";"PONTA DE PEDRAS";1505700;"SBMQ"
"190";"PONTA DE PEDRAS";1505700;"SBBE"
"191";"PORTEL";1505809;"SBHT"
"192";"PORTEL";1505809;"SBTU"
"193";"PORTO DE MOZ";1505908;"SBHT"
"194";"PORTO DE MOZ";1505908;"SBMD"
"195";"PRAINHA";1506005;"SBSN"
"196";"PRAINHA";1506005;"SBMD"
"197";"PRIMAVERA";1506104;"SBSL"
"198";"PRIMAVERA";1506104;"SBBE"
"199";"QUATIPURU";1506112;"SBSL"
"200";"QUATIPURU";1506112;"SBBE"
"201";"REDENÇÃO";1506138;"SBCJ"
"202";"REDENÇÃO";1506138;"SBCI"
"203";"RIO MARIA";1506161;"SBMA"
"204";"RIO MARIA";1506161;"SBCJ"
"205";"RONDON DO PARÁ";1506187;"SBMA"
"206";"RONDON DO PARÁ";1506187;"SBIZ"
"207";"RURÓPOLIS";1506195;"SBTS"
"208";"RURÓPOLIS";1506195;"SBSN"
"209";"SALINÓPOLIS";1506203;"SBSL"
"210";"SALINÓPOLIS";1506203;"SBBE"
"211";"SALVATERRA";1506302;"SBMQ"
"212";"SALVATERRA";1506302;"SBBE"
"213";"SANTA BÁRBARA DO PARÁ";1506351;"SBMQ"
"214";"SANTA BÁRBARA DO PARÁ";1506351;"SBBE"
"215";"SANTA CRUZ DO ARARI";1506401;"SBMQ"
"216";"SANTA CRUZ DO ARARI";1506401;"SBBE"
"217";"SANTA ISABEL DO PARÁ";1506500;"SBMQ"
"218";"SANTA ISABEL DO PARÁ";1506500;"SBBE"
"219";"SANTA LUZIA DO PARÁ";1506559;"SBSL"
"220";"SANTA LUZIA DO PARÁ";1506559;"SBBE"
"221";"SANTA MARIA DAS BARREIRAS";1506583;"SBPJ"
"222";"SANTA MARIA DAS BARREIRAS";1506583;"SBCJ"
"223";"SANTA MARIA DO PARÁ";1506609;"SBBE"
"224";"SANTA MARIA DO PARÁ";1506609;"SBTU"
"225";"SANTANA DO ARAGUAIA";1506708;"SBPJ"
"226";"SANTANA DO ARAGUAIA";1506708;"SBAA"
"227";"SANTARÉM";1506807;"SBTS"
"228";"SANTARÉM";1506807;"SBSN"
"229";"SANTARÉM NOVO";1506906;"SBSL"
"230";"SANTARÉM NOVO";1506906;"SBBE"
"231";"SANTO ANTÔNIO DO TAUÁ";1507003;"SBMQ"
"232";"SANTO ANTÔNIO DO TAUÁ";1507003;"SBBE"
"233";"SÃO CAETANO DE ODIVELAS";1507102;"SBMQ"
"234";"SÃO CAETANO DE ODIVELAS";1507102;"SBBE"
"235";"SÃO DOMINGOS DO ARAGUAIA";1507151;"SBMA"
"236";"SÃO DOMINGOS DO ARAGUAIA";1507151;"SBIZ"
"237";"SÃO DOMINGOS DO CAPIM";1507201;"SBBE"
"238";"SÃO DOMINGOS DO CAPIM";1507201;"SBTU"
"239";"SÃO FÉLIX DO XINGU";1507300;"SBCJ"
"240";"SÃO FÉLIX DO XINGU";1507300;"SBCC"
"241";"SÃO FRANCISCO DO PARÁ";1507409;"SBBE"
"242";"SÃO FRANCISCO DO PARÁ";1507409;"SBTU"
"243";"SÃO GERALDO DO ARAGUAIA";1507458;"SBMA"
"244";"SÃO GERALDO DO ARAGUAIA";1507458;"SBIZ"
"245";"SÃO JOÃO DA PONTA";1507466;"SBMQ"
"246";"SÃO JOÃO DA PONTA";1507466;"SBBE"
"247";"SÃO JOÃO DE PIRABAS";1507474;"SBSL"
"248";"SÃO JOÃO DE PIRABAS";1507474;"SBBE"
"249";"SÃO JOÃO DO ARAGUAIA";1507508;"SBMA"
"250";"SÃO JOÃO DO ARAGUAIA";1507508;"SBIZ"
"251";"SÃO MIGUEL DO GUAMÁ";1507607;"SBBE"
"252";"SÃO MIGUEL DO GUAMÁ";1507607;"SBTU"
"253";"SÃO SEBASTIÃO DA BOA VISTA";1507706;"SBMQ"
"254";"SÃO SEBASTIÃO DA BOA VISTA";1507706;"SBBE"
"255";"SAPUCAIA";1507755;"SBMA"
"256";"SAPUCAIA";1507755;"SBCJ"
"257";"SENADOR JOSÉ PORFÍRIO";1507805;"SBHT"
"258";"SENADOR JOSÉ PORFÍRIO";1507805;"SBTU"
"259";"SOURE";1507904;"SBMQ"
"260";"SOURE";1507904;"SBBE"
"261";"TAILÂNDIA";1507953;"SBMA"
"262";"TAILÂNDIA";1507953;"SBBE"
"263";"TERRA ALTA";1507961;"SBMQ"
"264";"TERRA ALTA";1507961;"SBBE"
"265";"TERRA SANTA";1507979;"SBTS"
"266";"TERRA SANTA";1507979;"SBTB"
"267";"TOMÉ-AÇU";1508001;"SBMA"
"268";"TOMÉ-AÇU";1508001;"SBBE"
"269";"TRACUATEUA";1508035;"SBSL"
"270";"TRACUATEUA";1508035;"SBBE"
"271";"TRAIRÃO";1508050;"SBEK"
"272";"TRAIRÃO";1508050;"SBIH"
"273";"TUCUMÃ";1508084;"SBMA"
"274";"TUCUMÃ";1508084;"SBCJ"
"275";"TUCURUÍ";1508100;"SBMA"
"276";"TUCURUÍ";1508100;"SBCJ"
"277";"ULIANÓPOLIS";1508126;"SBMA"
"278";"ULIANÓPOLIS";1508126;"SBIZ"
"279";"URUARÁ";1508159;"SBSN"
"280";"URUARÁ";1508159;"SBHT"
"281";"VIGIA";1508209;"SBMQ"
"282";"VIGIA";1508209;"SBBE"
"283";"VISEU";1508308;"SBSL"
"284";"VISEU";1508308;"SBBE"
"285";"VITÓRIA DO XINGU";1508357;"SBHT"
"286";"VITÓRIA DO XINGU";1508357;"SBTU"
"287";"XINGUARA";1508407;"SBMA"
"288";"XINGUARA";1508407;"SBCJ"
