"","estacao_id","latitude","longitude","nome","data_dia","temp_min","umid_max"
"6903","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-08-07,20,64
"6904","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-08-08,20,73
"6905","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-08-09,21,73
"6906","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-08-10,21,73
"6907","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-08-11,19,78
"6908","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-08-12,19,78
"6909","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-08-13,19,83
"6910","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-08-14,19,88
"6911","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-08-15,20,88
"6912","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-08-16,21,83
"6913","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-08-17,20,78
"6914","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-08-18,20,78
"6915","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-08-19,19,83
"6916","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-08-20,17,83
"6917","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-08-21,18,94
"6918","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-08-22,18,83
"6919","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-08-23,20,83
"6920","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-08-24,18,88
"6921","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-08-25,20,88
"6922","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-08-26,19,83
"6923","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-08-27,21,78
"6924","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-08-28,22,78
"6925","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-08-29,22,78
"6926","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-08-30,21,78
"6927","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-08-31,21,73
"6928","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-09-01,19,78
"6929","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-09-02,20,78
"6930","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-09-03,20,73
"6931","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-09-04,20,100
"6932","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-09-05,19,78
"6933","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-09-06,18,77
"6934","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-09-07,18,77
"6935","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-09-08,19,78
"6936","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-09-09,21,74
"6937","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-09-10,21,78
"6938","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-09-11,22,78
"6939","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-09-12,21,78
"6940","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-09-13,21,83
"6941","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-09-14,20,83
"6942","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-09-15,20,78
"6943","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-09-16,20,73
"6944","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-09-17,20,78
"6945","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-09-18,21,73
"6946","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-09-19,21,73
"6947","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-09-20,18,83
"6948","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-09-21,22,69
"6949","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-09-22,22,73
"6950","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-09-23,22,73
"6951","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-09-24,22,73
"6952","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-09-25,20,68
"6953","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-09-26,22,69
"6954","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-09-27,20,73
"6955","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-09-28,22,88
"6956","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-09-29,21,78
"6957","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-09-30,20,78
"6958","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-10-01,20,73
"6959","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-10-02,21,78
"6960","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-10-03,22,73
"6961","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-10-04,21,78
"6962","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-10-05,21,73
"6963","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-10-06,20,78
"6964","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-10-07,21,73
"6965","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-10-08,21,73
"6966","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-10-09,21,68
"6967","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-10-10,21,73
"6968","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-10-11,23,69
"6969","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-10-12,23,73
"6970","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-10-13,23,73
"6971","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-10-14,21,69
"6972","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-10-15,21,73
"6973","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-10-16,23,69
"6974","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-10-17,23,69
"6975","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-10-18,22,73
"6976","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-10-19,23,69
"6977","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-10-20,23,65
"6978","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-10-21,23,69
"6979","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-10-22,23,65
"6980","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-10-23,23,73
"6981","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-10-24,23,73
"6982","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-10-25,23,69
"6983","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-10-26,22,69
"6984","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-10-27,23,73
"6985","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-10-28,22,73
"6986","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-10-29,22,73
"6987","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-10-30,21,64
"6988","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-10-31,21,61
"6989","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-11-01,23,73
"6990","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-11-02,24,89
"6991","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-11-03,24,78
"6992","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-11-04,25,69
"6993","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-11-05,23,89
"6994","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-11-06,26,66
"6995","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-11-07,23,94
"6996","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-11-08,23,89
"6997","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-11-09,23,65
"6998","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-11-10,24,69
"6999","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-11-11,22,78
"7000","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-11-12,23,73
"7001","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-11-13,23,69
"7002","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-11-14,23,69
"7003","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-11-15,27,65
"7004","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-11-16,25,74
"7005","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-11-17,26,69
"7006","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-11-18,25,69
"7007","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-11-19,24,65
"7008","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-11-20,24,61
"7009","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-11-21,24,69
"7010","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-11-22,25,65
"7011","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-11-23,25,65
"7012","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-11-24,23,73
"7013","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-11-25,25,69
"7014","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-11-26,24,89
"7015","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-11-27,24,74
"7016","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-11-28,24,65
"7017","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-11-29,26,61
"7018","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-11-30,26,57
"7019","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-12-01,24,65
"7020","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-12-02,23,65
"7021","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-12-03,25,65
"7022","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-12-04,25,65
"7023","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-12-05,25,65
"7024","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-12-06,24,57
"7025","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-12-07,23,53
"7026","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-12-08,24,57
"7027","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-12-09,24,69
"7028","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-12-10,23,94
"7029","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-12-11,25,74
"7030","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-12-12,26,78
"7031","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-12-13,24,89
"7032","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-12-14,24,69
"7033","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-12-15,24,65
"7034","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-12-16,24,65
"7035","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-12-17,24,57
"7036","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-12-18,22,69
"7037","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-12-19,21,61
"7038","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-12-20,25,65
"7039","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-12-21,24,69
"7040","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-12-22,23,65
"7041","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-12-23,25,61
"7042","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-12-24,24,69
"7043","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-12-25,24,65
"7044","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-12-26,25,57
"7045","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-12-27,25,57
"7046","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-12-28,25,58
"7047","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-12-29,24,65
"7048","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-12-30,23,65
"7049","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2012-12-31,24,69
"7050","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-01-01,24,69
"7051","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-01-02,25,69
"7052","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-01-03,25,65
"7053","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-01-04,24,69
"7054","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-01-05,25,65
"7055","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-01-06,25,61
"7056","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-01-07,24,73
"7057","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-01-08,24,69
"7058","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-01-09,24,61
"7059","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-01-10,25,65
"7060","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-01-11,24,61
"7061","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-01-12,25,69
"7062","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-01-13,24,65
"7063","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-01-14,25,69
"7064","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-01-15,24,65
"7065","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-01-16,24,83
"7066","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-01-17,23,94
"7067","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-01-18,23,100
"7068","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-01-19,21,94
"7069","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-01-20,22,94
"7070","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-01-21,24,94
"7071","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-01-22,23,94
"7072","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-01-23,24,94
"7073","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-01-24,24,89
"7074","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-01-25,24,89
"7075","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-01-26,25,89
"7076","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-01-27,25,83
"7077","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-01-28,23,94
"7078","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-01-29,25,69
"7079","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-01-30,24,69
"7080","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-01-31,25,58
"7081","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-02-01,24,53
"7082","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-02-02,24,69
"7083","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-02-03,24,69
"7084","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-02-04,24,69
"7085","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-02-05,25,65
"7086","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-02-06,24,65
"7087","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-02-07,24,69
"7088","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-02-08,24,73
"7089","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-02-09,25,65
"7090","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-02-10,23,65
"7091","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-02-11,23,69
"7092","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-02-12,23,73
"7093","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-02-13,23,73
"7094","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-02-14,25,69
"7095","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-02-15,23,69
"7096","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-02-16,24,69
"7097","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-02-17,25,69
"7098","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-02-18,25,57
"7099","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-02-19,23,69
"7100","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-02-20,23,73
"7101","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-02-21,25,65
"7102","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-02-22,24,65
"7103","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-02-23,25,65
"7104","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-02-24,25,65
"7105","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-02-25,25,65
"7106","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-02-26,26,65
"7107","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-02-27,25,61
"7108","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-02-28,26,61
"7109","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-03-01,24,69
"7110","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-03-02,24,69
"7111","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-03-03,24,69
"7112","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-03-04,23,65
"7113","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-03-05,25,78
"7114","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-03-06,24,73
"7115","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-03-07,25,69
"7116","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-03-08,24,61
"7117","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-03-09,24,69
"7118","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-03-10,25,69
"7119","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-03-11,25,78
"7120","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-03-12,25,65
"7121","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-03-13,26,54
"7122","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-03-14,26,69
"7123","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-03-15,25,65
"7124","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-03-16,24,65
"7125","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-03-17,25,69
"7126","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-03-18,24,78
"7127","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-03-19,26,65
"7128","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-03-20,26,61
"7129","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-03-21,22,94
"7130","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-03-22,24,84
"7131","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-03-23,25,78
"7132","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-03-24,26,70
"7133","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-03-25,25,74
"7134","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-03-26,25,78
"7135","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-03-27,25,65
"7136","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-03-28,25,65
"7137","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-03-29,23,100
"7138","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-03-30,24,65
"7139","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-03-31,24,69
"7140","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-04-01,24,69
"7141","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-04-02,27,65
"7142","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-04-03,25,65
"7143","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-04-04,24,69
"7144","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-04-05,25,69
"7145","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-04-06,23,73
"7146","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-04-07,24,78
"7147","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-04-08,23,88
"7148","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-04-09,26,65
"7149","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-04-10,25,65
"7150","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-04-11,25,65
"7151","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-04-12,26,65
"7152","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-04-13,24,61
"7153","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-04-14,24,61
"7154","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-04-15,24,65
"7155","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-04-16,27,62
"7156","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-04-17,22,100
"7157","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-04-18,24,89
"7158","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-04-19,24,83
"7159","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-04-20,24,83
"7160","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-04-21,24,73
"7161","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-04-22,22,83
"7162","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-04-23,23,78
"7163","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-04-24,21,78
"7164","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-04-25,23,83
"7165","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-04-26,23,94
"7166","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-04-27,22,94
"7167","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-04-28,23,78
"7168","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-04-29,23,69
"7169","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-04-30,23,83
"7170","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-05-01,24,78
"7171","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-05-02,23,83
"7172","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-05-03,23,83
"7173","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-05-04,22,83
"7174","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-05-05,22,83
"7175","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-05-06,23,73
"7176","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-05-07,23,69
"7177","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-05-08,23,73
"7178","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-05-09,25,74
"7179","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-05-10,22,89
"7180","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-05-11,22,88
"7181","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-05-12,23,83
"7182","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-05-13,21,94
"7183","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-05-14,20,88
"7184","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-05-15,21,88
"7185","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-05-16,23,78
"7186","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-05-17,23,88
"7187","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-05-18,23,83
"7188","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-05-19,22,78
"7189","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-05-20,23,83
"7190","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-05-21,22,83
"7191","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-05-22,21,88
"7192","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-05-23,20,88
"7193","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-05-24,20,88
"7194","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-05-25,24,78
"7195","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-05-26,24,83
"7196","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-05-27,23,78
"7197","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-05-28,22,88
"7198","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-05-29,22,88
"7199","SBPL",-9.37,-40.57,"PETROLINA (AEROPORTO)",2013-05-30,21,83
