"APS","SE","estacao","data","temp.min"
"AP1",201001,"santosdumont",2010-01-06,25.4285714285714
"AP1",201002,"santosdumont",2010-01-13,25.2857142857143
"AP1",201003,"santosdumont",2010-01-20,24.2857142857143
"AP1",201004,"santosdumont",2010-01-27,24.1666666666667
"AP1",201005,"santosdumont",2010-02-03,25.4285714285714
"AP1",201006,"santosdumont",2010-02-10,25.7142857142857
"AP1",201007,"santosdumont",2010-02-17,24.4285714285714
"AP1",201008,"santosdumont",2010-02-24,24.5714285714286
"AP1",201009,"santosdumont",2010-03-03,22.1428571428571
"AP1",201010,"santosdumont",2010-03-10,24.8571428571429
"AP1",201011,"santosdumont",2010-03-17,23.8571428571429
"AP1",201012,"santosdumont",2010-03-24,25.8571428571429
"AP1",201013,"santosdumont",2010-03-31,24.1428571428571
"AP1",201014,"santosdumont",2010-04-07,21.2857142857143
"AP1",201015,"santosdumont",2010-04-14,21.7142857142857
"AP1",201016,"santosdumont",2010-04-21,24.4285714285714
"AP1",201017,"santosdumont",2010-04-28,22.5714285714286
"AP1",201018,"santosdumont",2010-05-05,22.8571428571429
"AP1",201019,"santosdumont",2010-05-12,20.7142857142857
"AP1",201020,"santosdumont",2010-05-19,21.2857142857143
"AP1",201021,"santosdumont",2010-05-26,21.2857142857143
"AP1",201022,"santosdumont",2010-06-02,19.7142857142857
"AP1",201023,"santosdumont",2010-06-09,18.4285714285714
"AP1",201024,"santosdumont",2010-06-16,17.8571428571429
"AP1",201025,"santosdumont",2010-06-23,19.2857142857143
"AP1",201026,"santosdumont",2010-06-30,19.7142857142857
"AP1",201027,"santosdumont",2010-07-07,20.1428571428571
"AP1",201028,"santosdumont",2010-07-14,21
"AP1",201029,"santosdumont",2010-07-21,20.7142857142857
"AP1",201030,"santosdumont",2010-07-28,20.5
"AP1",201031,"santosdumont",2010-08-04,20
"AP1",201032,"santosdumont",2010-08-11,19.4285714285714
"AP1",201033,"santosdumont",2010-08-18,17.2857142857143
"AP1",201034,"santosdumont",2010-08-25,20
"AP1",201035,"santosdumont",2010-09-01,21.4285714285714
"AP1",201036,"santosdumont",2010-09-08,19.7142857142857
"AP1",201037,"santosdumont",2010-09-15,20.5714285714286
"AP1",201038,"santosdumont",2010-09-22,20.2857142857143
"AP1",201039,"santosdumont",2010-09-29,21.5
"AP1",201040,"santosdumont",2010-10-06,20.5714285714286
"AP1",201041,"santosdumont",2010-10-13,19.1428571428571
"AP1",201042,"santosdumont",2010-10-20,20.5714285714286
"AP1",201043,"santosdumont",2010-10-27,21.1428571428571
"AP1",201044,"santosdumont",2010-11-03,22
"AP1",201045,"santosdumont",2010-11-10,21
"AP1",201046,"santosdumont",2010-11-17,21.1666666666667
"AP1",201047,"santosdumont",2010-11-24,23
"AP1",201048,"santosdumont",2010-12-01,25
"AP1",201049,"santosdumont",2010-12-08,24.4285714285714
"AP1",201050,"santosdumont",2010-12-15,24.5714285714286
"AP1",201051,"santosdumont",2010-12-22,25
"AP1",201052,"santosdumont",2010-12-29,23.8571428571429
"AP1",201101,"santosdumont",2011-01-05,24.7142857142857
"AP1",201102,"santosdumont",2011-01-12,24.8571428571429
"AP1",201103,"santosdumont",2011-01-19,25.7142857142857
"AP1",201104,"santosdumont",2011-01-26,24.8571428571429
"AP1",201105,"santosdumont",2011-02-02,24
"AP1",201106,"santosdumont",2011-02-09,24.7142857142857
"AP1",201107,"santosdumont",2011-02-16,24.1428571428571
"AP1",201108,"santosdumont",2011-02-23,24
"AP1",201109,"santosdumont",2011-03-02,23
"AP1",201110,"santosdumont",2011-03-09,23
"AP1",201111,"santosdumont",2011-03-16,23.4285714285714
"AP1",201112,"santosdumont",2011-03-23,22.5
"AP1",201113,"santosdumont",2011-03-30,23.5714285714286
"AP1",201114,"santosdumont",2011-04-06,23.2857142857143
"AP1",201115,"santosdumont",2011-04-13,24.4285714285714
"AP1",201116,"santosdumont",2011-04-20,23.5714285714286
"AP1",201117,"santosdumont",2011-04-27,22.1428571428571
"AP1",201118,"santosdumont",2011-05-04,22.2857142857143
"AP1",201119,"santosdumont",2011-05-11,21.1428571428571
"AP1",201120,"santosdumont",2011-05-18,19
"AP1",201121,"santosdumont",2011-05-25,19
"AP1",201122,"santosdumont",2011-06-01,18.8571428571429
"AP1",201123,"santosdumont",2011-06-08,17.8571428571429
"AP1",201124,"santosdumont",2011-06-15,18.5714285714286
"AP1",201125,"santosdumont",2011-06-22,19.7142857142857
"AP1",201126,"santosdumont",2011-06-29,18.8571428571429
"AP1",201127,"santosdumont",2011-07-06,16.5714285714286
"AP1",201128,"santosdumont",2011-07-13,17.4285714285714
"AP1",201129,"santosdumont",2011-07-20,20.5714285714286
"AP1",201130,"santosdumont",2011-07-27,19.1428571428571
"AP1",201131,"santosdumont",2011-08-03,18.8571428571429
"AP1",201132,"santosdumont",2011-08-10,19.5714285714286
"AP1",201133,"santosdumont",2011-08-17,19.8333333333333
"AP1",201134,"santosdumont",2011-08-24,19.1428571428571
"AP1",201135,"santosdumont",2011-08-31,19.1428571428571
"AP1",201136,"santosdumont",2011-09-07,19.5
"AP1",201137,"santosdumont",2011-09-14,19.4285714285714
"AP1",201138,"santosdumont",2011-09-21,19.5714285714286
"AP1",201139,"santosdumont",2011-09-28,19
"AP1",201140,"santosdumont",2011-10-05,20.6666666666667
"AP1",201141,"santosdumont",2011-10-12,21.1428571428571
"AP1",201142,"santosdumont",2011-10-19,18.8571428571429
"AP1",201143,"santosdumont",2011-10-26,19.6666666666667
"AP1",201144,"santosdumont",2011-11-02,18.1428571428571
"AP1",201145,"santosdumont",2011-11-09,20.1666666666667
"AP1",201146,"santosdumont",2011-11-16,20.7142857142857
"AP1",201147,"santosdumont",2011-11-23,20.7142857142857
"AP1",201148,"santosdumont",2011-11-30,20.8571428571429
"AP1",201149,"santosdumont",2011-12-07,21.4285714285714
"AP1",201150,"santosdumont",2011-12-14,22
"AP1",201151,"santosdumont",2011-12-21,23.4285714285714
"AP1",201152,"santosdumont",2011-12-28,22
"AP1",201201,"santosdumont",2012-01-04,22
"AP1",201202,"santosdumont",2012-01-11,22.7142857142857
"AP1",201203,"santosdumont",2012-01-18,23.1428571428571
"AP1",201204,"santosdumont",2012-01-25,22
"AP1",201205,"santosdumont",2012-02-01,22
"AP1",201206,"santosdumont",2012-02-08,22.8571428571429
"AP1",201207,"santosdumont",2012-02-15,23
"AP1",201208,"santosdumont",2012-02-22,23
"AP1",201209,"santosdumont",2012-02-29,23.8571428571429
"AP1",201210,"santosdumont",2012-03-07,22.8571428571429
"AP1",201211,"santosdumont",2012-03-14,23
"AP1",201212,"santosdumont",2012-03-21,23
"AP1",201213,"santosdumont",2012-03-28,22.7142857142857
"AP1",201214,"santosdumont",2012-04-04,23.4285714285714
"AP1",201215,"santosdumont",2012-04-11,23.3333333333333
"AP1",201216,"santosdumont",2012-04-18,22.2857142857143
"AP1",201217,"santosdumont",2012-04-25,22.5
"AP1",201218,"santosdumont",2012-05-02,20
"AP1",201219,"santosdumont",2012-05-09,20.7142857142857
"AP1",201220,"santosdumont",2012-05-16,18.8571428571429
"AP1",201221,"santosdumont",2012-05-23,19.7142857142857
"AP1",201222,"santosdumont",2012-05-30,21.7142857142857
"AP1",201223,"santosdumont",2012-06-06,21.1428571428571
"AP1",201224,"santosdumont",2012-06-13,20.1428571428571
"AP1",201225,"santosdumont",2012-06-20,21.4285714285714
"AP1",201226,"santosdumont",2012-06-27,19.7142857142857
"AP1",201227,"santosdumont",2012-07-04,20.8333333333333
"AP1",201228,"santosdumont",2012-07-11,18.3333333333333
"AP1",201229,"santosdumont",2012-07-18,18
"AP1",201230,"santosdumont",2012-07-25,20.4285714285714
"AP1",201231,"santosdumont",2012-08-01,20.5714285714286
"AP1",201232,"santosdumont",2012-08-08,18.8571428571429
"AP1",201233,"santosdumont",2012-08-15,20.1666666666667
"AP1",201234,"santosdumont",2012-08-22,18.8333333333333
"AP1",201235,"santosdumont",2012-08-29,18.5714285714286
"AP1",201236,"santosdumont",2012-09-05,18.7142857142857
"AP1",201237,"santosdumont",2012-09-12,20.7142857142857
"AP1",201238,"santosdumont",2012-09-19,21.1666666666667
"AP1",201239,"santosdumont",2012-09-26,17
"AP1",201240,"santosdumont",2012-10-03,19.7142857142857
"AP1",201241,"santosdumont",2012-10-10,21.3333333333333
"AP1",201242,"santosdumont",2012-10-17,20.2857142857143
"AP1",201243,"santosdumont",2012-10-24,22.1666666666667
"AP1",201244,"santosdumont",2012-10-31,22.5714285714286
"AP1",201245,"santosdumont",2012-11-07,21.8
"AP1",201246,"santosdumont",2012-11-14,20.2
"AP1",201247,"santosdumont",2012-11-21,20.8571428571429
"AP1",201248,"santosdumont",2012-11-28,21.6666666666667
"AP1",201249,"santosdumont",2012-12-05,24
"AP1",201250,"santosdumont",2012-12-12,23.4285714285714
"AP1",201251,"santosdumont",2012-12-19,24.2857142857143
"AP1",201252,"santosdumont",2012-12-26,24.5
"AP1",201301,"santosdumont",2013-01-02,24.2857142857143
"AP1",201302,"santosdumont",2013-01-09,24.1428571428571
"AP1",201303,"santosdumont",2013-01-16,23
"AP1",201304,"santosdumont",2013-01-23,23
"AP1",201305,"santosdumont",2013-01-30,23.4285714285714
"AP1",201306,"santosdumont",2013-02-06,23
"AP1",201307,"santosdumont",2013-02-13,24.2857142857143
"AP1",201308,"santosdumont",2013-02-20,25.4
"AP1",201309,"santosdumont",2013-02-27,23.1666666666667
"AP1",201310,"santosdumont",2013-03-06,25
"AP1",201311,"santosdumont",2013-03-13,24.25
"AP1",201312,"santosdumont",2013-03-20,23.2
"AP1",201313,"santosdumont",2013-03-27,22.6666666666667
"AP1",201314,"santosdumont",2013-04-03,23.5
"AP1",201315,"santosdumont",2013-04-10,23.2857142857143
"AP1",201316,"santosdumont",2013-04-17,20.7142857142857
"AP1",201317,"santosdumont",2013-04-24,19.8571428571429
"AP1",201318,"santosdumont",2013-05-01,21.5714285714286
"AP1",201319,"santosdumont",2013-05-08,18.8571428571429
"AP1",201320,"santosdumont",2013-05-15,20.7142857142857
"AP1",201321,"santosdumont",2013-05-22,20.1666666666667
"AP1",201322,"santosdumont",2013-05-29,20
"AP1",201323,"santosdumont",2013-06-05,20.4285714285714
"AP1",201324,"santosdumont",2013-06-12,20.6666666666667
"AP1",201325,"santosdumont",2013-06-19,21
"AP1",201326,"santosdumont",2013-06-26,20.8571428571429
"AP1",201327,"santosdumont",2013-07-03,19.3333333333333
"AP1",201328,"santosdumont",2013-07-10,18.1428571428571
"AP1",201329,"santosdumont",2013-07-17,20.5
"AP1",201330,"santosdumont",2013-07-24,18.6666666666667
"AP1",201331,"santosdumont",2013-07-31,17.1428571428571
"AP1",201332,"santosdumont",2013-08-07,20.5714285714286
"AP1",201333,"santosdumont",2013-08-14,18.2857142857143
"AP1",201334,"santosdumont",2013-08-21,20.4285714285714
"AP1",201335,"santosdumont",2013-08-28,18.7142857142857
"AP1",201336,"santosdumont",2013-09-04,20
"AP1",201337,"santosdumont",2013-09-11,20.7142857142857
"AP1",201338,"santosdumont",2013-09-18,22.5714285714286
"AP1",201339,"santosdumont",2013-09-25,19.6666666666667
"AP1",201340,"santosdumont",2013-10-02,21.5714285714286
"AP1",201341,"santosdumont",2013-10-09,19.5
"AP1",201342,"santosdumont",2013-10-16,21.3333333333333
"AP1",201343,"santosdumont",2013-10-23,22.5
"AP1",201344,"santosdumont",2013-10-30,21
"AP1",201345,"santosdumont",2013-11-06,20.3333333333333
"AP1",201346,"santosdumont",2013-11-13,22.7142857142857
"AP1",201347,"santosdumont",2013-11-20,21.1666666666667
"AP1",201348,"santosdumont",2013-11-27,22.8571428571429
"AP1",201349,"santosdumont",2013-12-04,22.2857142857143
"AP1",201350,"santosdumont",2013-12-11,22.7142857142857
"AP1",201351,"santosdumont",2013-12-18,22.1428571428571
"AP1",201352,"santosdumont",2013-12-25,23.8571428571429
"AP1",201401,"santosdumont",2014-01-01,25.5
"AP1",201402,"santosdumont",2014-01-08,24.7142857142857
"AP1",201403,"santosdumont",2014-01-15,23.6666666666667
"AP1",201404,"santosdumont",2014-01-22,25
"AP1",201405,"santosdumont",2014-01-29,25.1666666666667
"AP1",201406,"santosdumont",2014-02-05,24.7142857142857
"AP1",201407,"santosdumont",2014-02-12,23.8571428571429
"AP1",201408,"santosdumont",2014-02-19,22.7142857142857
"AP1",201409,"santosdumont",2014-02-26,23.8571428571429
"AP1",201410,"santosdumont",2014-03-05,23.5
"AP1",201411,"santosdumont",2014-03-12,24
"AP1",201412,"santosdumont",2014-03-19,23.8333333333333
"AP1",201413,"santosdumont",2014-03-26,22.7142857142857
"AP1",201414,"santosdumont",2014-04-02,23.6666666666667
"AP1",201415,"santosdumont",2014-04-09,23.1666666666667
"AP1",201416,"santosdumont",2014-04-16,21.8571428571429
"AP1",201417,"santosdumont",2014-04-23,22.4285714285714
"AP1",201418,"santosdumont",2014-04-30,19.6666666666667
"AP1",201419,"santosdumont",2014-05-07,22.1428571428571
"AP1",201420,"santosdumont",2014-05-14,19.5714285714286
"AP1",201421,"santosdumont",2014-05-21,21.8333333333333
"AP1",201422,"santosdumont",2014-05-28,20.1428571428571
"AP1",201423,"santosdumont",2014-06-04,20.7142857142857
"AP1",201424,"santosdumont",2014-06-11,21.7142857142857
"AP1",201425,"santosdumont",2014-06-18,20
"AP1",201426,"santosdumont",2014-06-25,19.1428571428571
"AP1",201427,"santosdumont",2014-07-02,20.4285714285714
"AP1",201428,"santosdumont",2014-07-09,19.8571428571429
"AP1",201429,"santosdumont",2014-07-16,19.1428571428571
"AP1",201430,"santosdumont",2014-07-23,19.2857142857143
"AP1",201431,"santosdumont",2014-07-30,18.4285714285714
"AP1",201432,"santosdumont",2014-08-06,18.5714285714286
"AP1",201433,"santosdumont",2014-08-13,18.7142857142857
"AP1",201434,"santosdumont",2014-08-20,19.7142857142857
"AP1",201435,"santosdumont",2014-08-27,20
"AP1",201436,"santosdumont",2014-09-03,19.5714285714286
"AP1",201437,"santosdumont",2014-09-10,20
"AP1",201438,"santosdumont",2014-09-17,20.6
"AP1",201439,"santosdumont",2014-09-24,20.5
"AP1",201440,"santosdumont",2014-10-01,20.3333333333333
"AP1",201441,"santosdumont",2014-10-08,19.4285714285714
"AP1",201442,"santosdumont",2014-10-15,20.4285714285714
"AP1",201443,"santosdumont",2014-10-19,22
"AP2.1",201001,"santosdumont",2010-01-06,25.4285714285714
"AP2.1",201002,"santosdumont",2010-01-13,25.2857142857143
"AP2.1",201003,"santosdumont",2010-01-20,24.2857142857143
"AP2.1",201004,"santosdumont",2010-01-27,24.1666666666667
"AP2.1",201005,"santosdumont",2010-02-03,25.4285714285714
"AP2.1",201006,"santosdumont",2010-02-10,25.7142857142857
"AP2.1",201007,"santosdumont",2010-02-17,24.4285714285714
"AP2.1",201008,"santosdumont",2010-02-24,24.5714285714286
"AP2.1",201009,"santosdumont",2010-03-03,22.1428571428571
"AP2.1",201010,"santosdumont",2010-03-10,24.8571428571429
"AP2.1",201011,"santosdumont",2010-03-17,23.8571428571429
"AP2.1",201012,"santosdumont",2010-03-24,25.8571428571429
"AP2.1",201013,"santosdumont",2010-03-31,24.1428571428571
"AP2.1",201014,"santosdumont",2010-04-07,21.2857142857143
"AP2.1",201015,"santosdumont",2010-04-14,21.7142857142857
"AP2.1",201016,"santosdumont",2010-04-21,24.4285714285714
"AP2.1",201017,"santosdumont",2010-04-28,22.5714285714286
"AP2.1",201018,"santosdumont",2010-05-05,22.8571428571429
"AP2.1",201019,"santosdumont",2010-05-12,20.7142857142857
"AP2.1",201020,"santosdumont",2010-05-19,21.2857142857143
"AP2.1",201021,"santosdumont",2010-05-26,21.2857142857143
"AP2.1",201022,"santosdumont",2010-06-02,19.7142857142857
"AP2.1",201023,"santosdumont",2010-06-09,18.4285714285714
"AP2.1",201024,"santosdumont",2010-06-16,17.8571428571429
"AP2.1",201025,"santosdumont",2010-06-23,19.2857142857143
"AP2.1",201026,"santosdumont",2010-06-30,19.7142857142857
"AP2.1",201027,"santosdumont",2010-07-07,20.1428571428571
"AP2.1",201028,"santosdumont",2010-07-14,21
"AP2.1",201029,"santosdumont",2010-07-21,20.7142857142857
"AP2.1",201030,"santosdumont",2010-07-28,20.5
"AP2.1",201031,"santosdumont",2010-08-04,20
"AP2.1",201032,"santosdumont",2010-08-11,19.4285714285714
"AP2.1",201033,"santosdumont",2010-08-18,17.2857142857143
"AP2.1",201034,"santosdumont",2010-08-25,20
"AP2.1",201035,"santosdumont",2010-09-01,21.4285714285714
"AP2.1",201036,"santosdumont",2010-09-08,19.7142857142857
"AP2.1",201037,"santosdumont",2010-09-15,20.5714285714286
"AP2.1",201038,"santosdumont",2010-09-22,20.2857142857143
"AP2.1",201039,"santosdumont",2010-09-29,21.5
"AP2.1",201040,"santosdumont",2010-10-06,20.5714285714286
"AP2.1",201041,"santosdumont",2010-10-13,19.1428571428571
"AP2.1",201042,"santosdumont",2010-10-20,20.5714285714286
"AP2.1",201043,"santosdumont",2010-10-27,21.1428571428571
"AP2.1",201044,"santosdumont",2010-11-03,22
"AP2.1",201045,"santosdumont",2010-11-10,21
"AP2.1",201046,"santosdumont",2010-11-17,21.1666666666667
"AP2.1",201047,"santosdumont",2010-11-24,23
"AP2.1",201048,"santosdumont",2010-12-01,25
"AP2.1",201049,"santosdumont",2010-12-08,24.4285714285714
"AP2.1",201050,"santosdumont",2010-12-15,24.5714285714286
"AP2.1",201051,"santosdumont",2010-12-22,25
"AP2.1",201052,"santosdumont",2010-12-29,23.8571428571429
"AP2.1",201101,"santosdumont",2011-01-05,24.7142857142857
"AP2.1",201102,"santosdumont",2011-01-12,24.8571428571429
"AP2.1",201103,"santosdumont",2011-01-19,25.7142857142857
"AP2.1",201104,"santosdumont",2011-01-26,24.8571428571429
"AP2.1",201105,"santosdumont",2011-02-02,24
"AP2.1",201106,"santosdumont",2011-02-09,24.7142857142857
"AP2.1",201107,"santosdumont",2011-02-16,24.1428571428571
"AP2.1",201108,"santosdumont",2011-02-23,24
"AP2.1",201109,"santosdumont",2011-03-02,23
"AP2.1",201110,"santosdumont",2011-03-09,23
"AP2.1",201111,"santosdumont",2011-03-16,23.4285714285714
"AP2.1",201112,"santosdumont",2011-03-23,22.5
"AP2.1",201113,"santosdumont",2011-03-30,23.5714285714286
"AP2.1",201114,"santosdumont",2011-04-06,23.2857142857143
"AP2.1",201115,"santosdumont",2011-04-13,24.4285714285714
"AP2.1",201116,"santosdumont",2011-04-20,23.5714285714286
"AP2.1",201117,"santosdumont",2011-04-27,22.1428571428571
"AP2.1",201118,"santosdumont",2011-05-04,22.2857142857143
"AP2.1",201119,"santosdumont",2011-05-11,21.1428571428571
"AP2.1",201120,"santosdumont",2011-05-18,19
"AP2.1",201121,"santosdumont",2011-05-25,19
"AP2.1",201122,"santosdumont",2011-06-01,18.8571428571429
"AP2.1",201123,"santosdumont",2011-06-08,17.8571428571429
"AP2.1",201124,"santosdumont",2011-06-15,18.5714285714286
"AP2.1",201125,"santosdumont",2011-06-22,19.7142857142857
"AP2.1",201126,"santosdumont",2011-06-29,18.8571428571429
"AP2.1",201127,"santosdumont",2011-07-06,16.5714285714286
"AP2.1",201128,"santosdumont",2011-07-13,17.4285714285714
"AP2.1",201129,"santosdumont",2011-07-20,20.5714285714286
"AP2.1",201130,"santosdumont",2011-07-27,19.1428571428571
"AP2.1",201131,"santosdumont",2011-08-03,18.8571428571429
"AP2.1",201132,"santosdumont",2011-08-10,19.5714285714286
"AP2.1",201133,"santosdumont",2011-08-17,19.8333333333333
"AP2.1",201134,"santosdumont",2011-08-24,19.1428571428571
"AP2.1",201135,"santosdumont",2011-08-31,19.1428571428571
"AP2.1",201136,"santosdumont",2011-09-07,19.5
"AP2.1",201137,"santosdumont",2011-09-14,19.4285714285714
"AP2.1",201138,"santosdumont",2011-09-21,19.5714285714286
"AP2.1",201139,"santosdumont",2011-09-28,19
"AP2.1",201140,"santosdumont",2011-10-05,20.6666666666667
"AP2.1",201141,"santosdumont",2011-10-12,21.1428571428571
"AP2.1",201142,"santosdumont",2011-10-19,18.8571428571429
"AP2.1",201143,"santosdumont",2011-10-26,19.6666666666667
"AP2.1",201144,"santosdumont",2011-11-02,18.1428571428571
"AP2.1",201145,"santosdumont",2011-11-09,20.1666666666667
"AP2.1",201146,"santosdumont",2011-11-16,20.7142857142857
"AP2.1",201147,"santosdumont",2011-11-23,20.7142857142857
"AP2.1",201148,"santosdumont",2011-11-30,20.8571428571429
"AP2.1",201149,"santosdumont",2011-12-07,21.4285714285714
"AP2.1",201150,"santosdumont",2011-12-14,22
"AP2.1",201151,"santosdumont",2011-12-21,23.4285714285714
"AP2.1",201152,"santosdumont",2011-12-28,22
"AP2.1",201201,"santosdumont",2012-01-04,22
"AP2.1",201202,"santosdumont",2012-01-11,22.7142857142857
"AP2.1",201203,"santosdumont",2012-01-18,23.1428571428571
"AP2.1",201204,"santosdumont",2012-01-25,22
"AP2.1",201205,"santosdumont",2012-02-01,22
"AP2.1",201206,"santosdumont",2012-02-08,22.8571428571429
"AP2.1",201207,"santosdumont",2012-02-15,23
"AP2.1",201208,"santosdumont",2012-02-22,23
"AP2.1",201209,"santosdumont",2012-02-29,23.8571428571429
"AP2.1",201210,"santosdumont",2012-03-07,22.8571428571429
"AP2.1",201211,"santosdumont",2012-03-14,23
"AP2.1",201212,"santosdumont",2012-03-21,23
"AP2.1",201213,"santosdumont",2012-03-28,22.7142857142857
"AP2.1",201214,"santosdumont",2012-04-04,23.4285714285714
"AP2.1",201215,"santosdumont",2012-04-11,23.3333333333333
"AP2.1",201216,"santosdumont",2012-04-18,22.2857142857143
"AP2.1",201217,"santosdumont",2012-04-25,22.5
"AP2.1",201218,"santosdumont",2012-05-02,20
"AP2.1",201219,"santosdumont",2012-05-09,20.7142857142857
"AP2.1",201220,"santosdumont",2012-05-16,18.8571428571429
"AP2.1",201221,"santosdumont",2012-05-23,19.7142857142857
"AP2.1",201222,"santosdumont",2012-05-30,21.7142857142857
"AP2.1",201223,"santosdumont",2012-06-06,21.1428571428571
"AP2.1",201224,"santosdumont",2012-06-13,20.1428571428571
"AP2.1",201225,"santosdumont",2012-06-20,21.4285714285714
"AP2.1",201226,"santosdumont",2012-06-27,19.7142857142857
"AP2.1",201227,"santosdumont",2012-07-04,20.8333333333333
"AP2.1",201228,"santosdumont",2012-07-11,18.3333333333333
"AP2.1",201229,"santosdumont",2012-07-18,18
"AP2.1",201230,"santosdumont",2012-07-25,20.4285714285714
"AP2.1",201231,"santosdumont",2012-08-01,20.5714285714286
"AP2.1",201232,"santosdumont",2012-08-08,18.8571428571429
"AP2.1",201233,"santosdumont",2012-08-15,20.1666666666667
"AP2.1",201234,"santosdumont",2012-08-22,18.8333333333333
"AP2.1",201235,"santosdumont",2012-08-29,18.5714285714286
"AP2.1",201236,"santosdumont",2012-09-05,18.7142857142857
"AP2.1",201237,"santosdumont",2012-09-12,20.7142857142857
"AP2.1",201238,"santosdumont",2012-09-19,21.1666666666667
"AP2.1",201239,"santosdumont",2012-09-26,17
"AP2.1",201240,"santosdumont",2012-10-03,19.7142857142857
"AP2.1",201241,"santosdumont",2012-10-10,21.3333333333333
"AP2.1",201242,"santosdumont",2012-10-17,20.2857142857143
"AP2.1",201243,"santosdumont",2012-10-24,22.1666666666667
"AP2.1",201244,"santosdumont",2012-10-31,22.5714285714286
"AP2.1",201245,"santosdumont",2012-11-07,21.8
"AP2.1",201246,"santosdumont",2012-11-14,20.2
"AP2.1",201247,"santosdumont",2012-11-21,20.8571428571429
"AP2.1",201248,"santosdumont",2012-11-28,21.6666666666667
"AP2.1",201249,"santosdumont",2012-12-05,24
"AP2.1",201250,"santosdumont",2012-12-12,23.4285714285714
"AP2.1",201251,"santosdumont",2012-12-19,24.2857142857143
"AP2.1",201252,"santosdumont",2012-12-26,24.5
"AP2.1",201301,"santosdumont",2013-01-02,24.2857142857143
"AP2.1",201302,"santosdumont",2013-01-09,24.1428571428571
"AP2.1",201303,"santosdumont",2013-01-16,23
"AP2.1",201304,"santosdumont",2013-01-23,23
"AP2.1",201305,"santosdumont",2013-01-30,23.4285714285714
"AP2.1",201306,"santosdumont",2013-02-06,23
"AP2.1",201307,"santosdumont",2013-02-13,24.2857142857143
"AP2.1",201308,"santosdumont",2013-02-20,25.4
"AP2.1",201309,"santosdumont",2013-02-27,23.1666666666667
"AP2.1",201310,"santosdumont",2013-03-06,25
"AP2.1",201311,"santosdumont",2013-03-13,24.25
"AP2.1",201312,"santosdumont",2013-03-20,23.2
"AP2.1",201313,"santosdumont",2013-03-27,22.6666666666667
"AP2.1",201314,"santosdumont",2013-04-03,23.5
"AP2.1",201315,"santosdumont",2013-04-10,23.2857142857143
"AP2.1",201316,"santosdumont",2013-04-17,20.7142857142857
"AP2.1",201317,"santosdumont",2013-04-24,19.8571428571429
"AP2.1",201318,"santosdumont",2013-05-01,21.5714285714286
"AP2.1",201319,"santosdumont",2013-05-08,18.8571428571429
"AP2.1",201320,"santosdumont",2013-05-15,20.7142857142857
"AP2.1",201321,"santosdumont",2013-05-22,20.1666666666667
"AP2.1",201322,"santosdumont",2013-05-29,20
"AP2.1",201323,"santosdumont",2013-06-05,20.4285714285714
"AP2.1",201324,"santosdumont",2013-06-12,20.6666666666667
"AP2.1",201325,"santosdumont",2013-06-19,21
"AP2.1",201326,"santosdumont",2013-06-26,20.8571428571429
"AP2.1",201327,"santosdumont",2013-07-03,19.3333333333333
"AP2.1",201328,"santosdumont",2013-07-10,18.1428571428571
"AP2.1",201329,"santosdumont",2013-07-17,20.5
"AP2.1",201330,"santosdumont",2013-07-24,18.6666666666667
"AP2.1",201331,"santosdumont",2013-07-31,17.1428571428571
"AP2.1",201332,"santosdumont",2013-08-07,20.5714285714286
"AP2.1",201333,"santosdumont",2013-08-14,18.2857142857143
"AP2.1",201334,"santosdumont",2013-08-21,20.4285714285714
"AP2.1",201335,"santosdumont",2013-08-28,18.7142857142857
"AP2.1",201336,"santosdumont",2013-09-04,20
"AP2.1",201337,"santosdumont",2013-09-11,20.7142857142857
"AP2.1",201338,"santosdumont",2013-09-18,22.5714285714286
"AP2.1",201339,"santosdumont",2013-09-25,19.6666666666667
"AP2.1",201340,"santosdumont",2013-10-02,21.5714285714286
"AP2.1",201341,"santosdumont",2013-10-09,19.5
"AP2.1",201342,"santosdumont",2013-10-16,21.3333333333333
"AP2.1",201343,"santosdumont",2013-10-23,22.5
"AP2.1",201344,"santosdumont",2013-10-30,21
"AP2.1",201345,"santosdumont",2013-11-06,20.3333333333333
"AP2.1",201346,"santosdumont",2013-11-13,22.7142857142857
"AP2.1",201347,"santosdumont",2013-11-20,21.1666666666667
"AP2.1",201348,"santosdumont",2013-11-27,22.8571428571429
"AP2.1",201349,"santosdumont",2013-12-04,22.2857142857143
"AP2.1",201350,"santosdumont",2013-12-11,22.7142857142857
"AP2.1",201351,"santosdumont",2013-12-18,22.1428571428571
"AP2.1",201352,"santosdumont",2013-12-25,23.8571428571429
"AP2.1",201401,"santosdumont",2014-01-01,25.5
"AP2.1",201402,"santosdumont",2014-01-08,24.7142857142857
"AP2.1",201403,"santosdumont",2014-01-15,23.6666666666667
"AP2.1",201404,"santosdumont",2014-01-22,25
"AP2.1",201405,"santosdumont",2014-01-29,25.1666666666667
"AP2.1",201406,"santosdumont",2014-02-05,24.7142857142857
"AP2.1",201407,"santosdumont",2014-02-12,23.8571428571429
"AP2.1",201408,"santosdumont",2014-02-19,22.7142857142857
"AP2.1",201409,"santosdumont",2014-02-26,23.8571428571429
"AP2.1",201410,"santosdumont",2014-03-05,23.5
"AP2.1",201411,"santosdumont",2014-03-12,24
"AP2.1",201412,"santosdumont",2014-03-19,23.8333333333333
"AP2.1",201413,"santosdumont",2014-03-26,22.7142857142857
