"APS","SE","estacao","data","temp.min"
"AP5.2",201139,"afonsos",2011-09-28,15.1428571428571
"AP5.2",201140,"afonsos",2011-10-05,18.4285714285714
"AP5.2",201141,"afonsos",2011-10-12,20.1666666666667
"AP5.2",201142,"afonsos",2011-10-19,16.1428571428571
"AP5.2",201143,"afonsos",2011-10-26,18.6666666666667
"AP5.2",201144,"afonsos",2011-11-02,16.2
"AP5.2",201145,"afonsos",2011-11-09,18.7142857142857
"AP5.2",201146,"afonsos",2011-11-16,18.8571428571429
"AP5.2",201147,"afonsos",2011-11-23,19.8333333333333
"AP5.2",201148,"afonsos",2011-11-30,19.4285714285714
"AP5.2",201149,"afonsos",2011-12-07,21.2857142857143
"AP5.2",201150,"afonsos",2011-12-14,20.1666666666667
"AP5.2",201151,"afonsos",2011-12-21,20.5714285714286
"AP5.2",201152,"afonsos",2011-12-28,21
"AP5.2",201201,"afonsos",2012-01-04,19.6666666666667
"AP5.2",201202,"afonsos",2012-01-11,21.1666666666667
"AP5.2",201203,"afonsos",2012-01-18,22
"AP5.2",201204,"afonsos",2012-01-25,21
"AP5.2",201205,"afonsos",2012-02-01,20
"AP5.2",201206,"afonsos",2012-02-08,21.2857142857143
"AP5.2",201207,"afonsos",2012-02-15,20.75
"AP5.2",201208,"afonsos",2012-02-22,22.3333333333333
"AP5.2",201209,"afonsos",2012-02-29,21.6666666666667
"AP5.2",201210,"afonsos",2012-03-07,22.1666666666667
"AP5.2",201211,"afonsos",2012-03-14,21.5714285714286
"AP5.2",201212,"afonsos",2012-03-21,20.5714285714286
"AP5.2",201213,"afonsos",2012-03-28,20.8571428571429
"AP5.2",201214,"afonsos",2012-04-04,20.7142857142857
"AP5.2",201215,"afonsos",2012-04-11,21.1428571428571
"AP5.2",201216,"afonsos",2012-04-18,19.4285714285714
"AP5.2",201217,"afonsos",2012-04-25,19.7142857142857
"AP5.2",201218,"afonsos",2012-05-02,17.3333333333333
"AP5.2",201219,"afonsos",2012-05-09,16.5714285714286
"AP5.2",201220,"afonsos",2012-05-16,16.4285714285714
"AP5.2",201221,"afonsos",2012-05-23,15.7142857142857
"AP5.2",201222,"afonsos",2012-05-30,18
"AP5.2",201223,"afonsos",2012-06-06,18.8333333333333
"AP5.2",201224,"afonsos",2012-06-13,17.5714285714286
"AP5.2",201225,"afonsos",2012-06-20,18.6666666666667
"AP5.2",201226,"afonsos",2012-06-27,15.4285714285714
"AP5.2",201227,"afonsos",2012-07-04,15.4
"AP5.2",201228,"afonsos",2012-07-11,14.1666666666667
"AP5.2",201229,"afonsos",2012-07-18,15
"AP5.2",201230,"afonsos",2012-07-25,15.2857142857143
"AP5.2",201231,"afonsos",2012-08-01,16.4285714285714
"AP5.2",201232,"afonsos",2012-08-08,13.6666666666667
"AP5.2",201233,"afonsos",2012-08-15,16.1666666666667
"AP5.2",201234,"afonsos",2012-08-22,16
"AP5.2",201235,"afonsos",2012-08-29,15.1428571428571
"AP5.2",201236,"afonsos",2012-09-05,15.5714285714286
"AP5.2",201237,"afonsos",2012-09-12,18.5714285714286
"AP5.2",201238,"afonsos",2012-09-19,19.2857142857143
"AP5.2",201239,"afonsos",2012-09-26,14.5714285714286
"AP5.2",201240,"afonsos",2012-10-03,17.1428571428571
"AP5.2",201241,"afonsos",2012-10-10,19.5714285714286
"AP5.2",201242,"afonsos",2012-10-17,17.1428571428571
"AP5.2",201243,"afonsos",2012-10-24,20.8333333333333
"AP5.2",201244,"afonsos",2012-10-31,21.4285714285714
"AP5.2",201245,"afonsos",2012-11-07,21.2
"AP5.2",201246,"afonsos",2012-11-14,19
"AP5.2",201247,"afonsos",2012-11-21,19.2857142857143
"AP5.2",201248,"afonsos",2012-11-28,20.8333333333333
"AP5.2",201249,"afonsos",2012-12-05,22.2857142857143
"AP5.2",201250,"afonsos",2012-12-09,24.5
"AP5.2",201302,"afonsos",2013-01-10,20.5
"AP5.2",201303,"afonsos",2013-01-16,20.8571428571429
"AP5.2",201304,"afonsos",2013-01-23,20.5714285714286
"AP5.2",201305,"afonsos",2013-01-30,20.6666666666667
"AP5.2",201306,"afonsos",2013-02-06,20.8333333333333
"AP5.2",201307,"afonsos",2013-02-13,23.1428571428571
"AP5.2",201308,"afonsos",2013-02-20,23.5714285714286
"AP5.2",201309,"afonsos",2013-02-27,21.1428571428571
"AP5.2",201310,"afonsos",2013-03-06,21.7142857142857
"AP5.2",201311,"afonsos",2013-03-13,22
"AP5.2",201312,"afonsos",2013-03-20,20.8
"AP5.2",201313,"afonsos",2013-03-27,20.8571428571429
"AP5.2",201314,"afonsos",2013-04-03,20.4285714285714
"AP5.2",201315,"afonsos",2013-04-10,21.3333333333333
"AP5.2",201316,"afonsos",2013-04-17,16.8571428571429
"AP5.2",201317,"afonsos",2013-04-24,15.8571428571429
"AP5.2",201318,"afonsos",2013-05-01,17.2857142857143
"AP5.2",201319,"afonsos",2013-05-08,14.5714285714286
"AP5.2",201320,"afonsos",2013-05-15,16.6666666666667
"AP5.2",201321,"afonsos",2013-05-22,17.1666666666667
"AP5.2",201322,"afonsos",2013-05-29,17
"AP5.2",201323,"afonsos",2013-06-05,16.5714285714286
"AP5.2",201324,"afonsos",2013-06-12,16.7142857142857
"AP5.2",201325,"afonsos",2013-06-19,16.8571428571429
"AP5.2",201326,"afonsos",2013-06-26,17.5714285714286
"AP5.2",201327,"afonsos",2013-07-03,15.2
"AP5.2",201328,"afonsos",2013-07-10,12.8571428571429
"AP5.2",201329,"afonsos",2013-07-17,16.6666666666667
"AP5.2",201330,"afonsos",2013-07-24,14.5714285714286
"AP5.2",201331,"afonsos",2013-07-31,11.4285714285714
"AP5.2",201332,"afonsos",2013-08-07,15.1428571428571
"AP5.2",201333,"afonsos",2013-08-14,14.8571428571429
"AP5.2",201334,"afonsos",2013-08-21,15.7142857142857
"AP5.2",201335,"afonsos",2013-08-28,14.4285714285714
"AP5.2",201336,"afonsos",2013-09-04,16.2857142857143
"AP5.2",201337,"afonsos",2013-09-11,16.1666666666667
"AP5.2",201338,"afonsos",2013-09-18,19.4285714285714
"AP5.2",201339,"afonsos",2013-09-25,16.5714285714286
"AP5.2",201340,"afonsos",2013-10-02,19.7142857142857
"AP5.2",201341,"afonsos",2013-10-09,15.8571428571429
"AP5.2",201342,"afonsos",2013-10-16,19.5714285714286
"AP5.2",201343,"afonsos",2013-10-23,20.8571428571429
"AP5.2",201344,"afonsos",2013-10-30,19
"AP5.2",201345,"afonsos",2013-11-06,18.1428571428571
"AP5.2",201346,"afonsos",2013-11-13,20.5714285714286
"AP5.2",201347,"afonsos",2013-11-20,19.8571428571429
"AP5.2",201348,"afonsos",2013-11-27,20.6666666666667
"AP5.2",201349,"afonsos",2013-12-04,20.7142857142857
"AP5.2",201350,"afonsos",2013-12-11,21
"AP5.2",201351,"afonsos",2013-12-18,20
"AP5.2",201352,"afonsos",2013-12-25,21.1428571428571
"AP5.2",201401,"afonsos",2014-01-01,23.2857142857143
"AP5.2",201402,"afonsos",2014-01-08,23.1428571428571
"AP5.2",201403,"afonsos",2014-01-15,22.2857142857143
"AP5.2",201404,"afonsos",2014-01-22,22.4285714285714
"AP5.2",201405,"afonsos",2014-01-29,22.8571428571429
"AP5.2",201406,"afonsos",2014-02-05,25.3333333333333
"AP5.2",201407,"afonsos",2014-02-12,22.4285714285714
"AP5.2",201408,"afonsos",2014-02-19,20.2857142857143
"AP5.2",201409,"afonsos",2014-02-26,22.1428571428571
"AP5.2",201410,"afonsos",2014-03-05,22
"AP5.2",201411,"afonsos",2014-03-12,22.4285714285714
"AP5.2",201412,"afonsos",2014-03-19,22
"AP5.2",201413,"afonsos",2014-03-26,19.7142857142857
"AP5.2",201414,"afonsos",2014-04-02,21.2857142857143
"AP5.2",201415,"afonsos",2014-04-09,19.7142857142857
"AP5.2",201416,"afonsos",2014-04-16,19.5714285714286
"AP5.2",201417,"afonsos",2014-04-23,18.7142857142857
"AP5.2",201418,"afonsos",2014-04-30,13.7142857142857
"AP5.2",201419,"afonsos",2014-05-07,17.2857142857143
"AP5.2",201420,"afonsos",2014-05-14,13.5714285714286
"AP5.2",201421,"afonsos",2014-05-21,17.4285714285714
"AP5.2",201422,"afonsos",2014-05-28,16.5714285714286
"AP5.2",201423,"afonsos",2014-06-04,15.1666666666667
"AP5.2",201424,"afonsos",2014-06-11,17.8571428571429
"AP5.2",201425,"afonsos",2014-06-18,16.2857142857143
"AP5.2",201426,"afonsos",2014-06-25,13.2857142857143
"AP5.2",201427,"afonsos",2014-07-02,16.8571428571429
"AP5.2",201428,"afonsos",2014-07-09,16.8571428571429
"AP5.2",201429,"afonsos",2014-07-16,14.7142857142857
"AP5.2",201430,"afonsos",2014-07-23,14.4285714285714
"AP5.2",201431,"afonsos",2014-07-30,13.8571428571429
"AP5.2",201432,"afonsos",2014-08-06,12.8571428571429
"AP5.2",201433,"afonsos",2014-08-13,14.2857142857143
"AP5.2",201434,"afonsos",2014-08-20,15.6666666666667
"AP5.2",201435,"afonsos",2014-08-27,15.2857142857143
"AP5.2",201436,"afonsos",2014-09-03,16.8571428571429
"AP5.2",201437,"afonsos",2014-09-10,15.8
"AP5.2",201438,"afonsos",2014-09-17,18.5714285714286
"AP5.2",201439,"afonsos",2014-09-24,17.4285714285714
"AP5.2",201440,"afonsos",2014-10-01,19.5714285714286
"AP5.2",201441,"afonsos",2014-10-08,16.4285714285714
"AP5.2",201442,"afonsos",2014-10-15,19.8571428571429
"AP5.2",201443,"afonsos",2014-10-19,20
"AP5.3",201001,"afonsos",2010-01-06,24.2857142857143
"AP5.3",201002,"afonsos",2010-01-13,24.1666666666667
"AP5.3",201003,"afonsos",2010-01-20,24.5
"AP5.3",201004,"afonsos",2010-01-27,23.6
"AP5.3",201005,"afonsos",2010-02-03,24.8571428571429
"AP5.3",201006,"afonsos",2010-02-10,24.2857142857143
"AP5.3",201007,"afonsos",2010-02-17,24.2857142857143
"AP5.3",201008,"afonsos",2010-02-24,24
"AP5.3",201009,"afonsos",2010-03-03,22.2
"AP5.3",201010,"afonsos",2010-03-10,23
"AP5.3",201011,"afonsos",2010-03-17,22.4285714285714
"AP5.3",201012,"afonsos",2010-03-24,22.8571428571429
"AP5.3",201013,"afonsos",2010-03-31,22.7142857142857
"AP5.3",201014,"afonsos",2010-04-07,20.1428571428571
"AP5.3",201015,"afonsos",2010-04-14,19.1428571428571
"AP5.3",201016,"afonsos",2010-04-21,21.6666666666667
"AP5.3",201017,"afonsos",2010-04-28,21
"AP5.3",201018,"afonsos",2010-05-05,20.4
"AP5.3",201019,"afonsos",2010-05-12,17.4285714285714
"AP5.3",201020,"afonsos",2010-05-19,18.4285714285714
"AP5.3",201021,"afonsos",2010-05-26,17.1428571428571
"AP5.3",201022,"afonsos",2010-06-02,17.5714285714286
"AP5.3",201023,"afonsos",2010-06-09,14.5
"AP5.3",201024,"afonsos",2010-06-16,13.5714285714286
"AP5.3",201025,"afonsos",2010-06-23,15.1428571428571
"AP5.3",201026,"afonsos",2010-06-30,14.7142857142857
"AP5.3",201027,"afonsos",2010-07-07,15.2857142857143
"AP5.3",201028,"afonsos",2010-07-14,18.3333333333333
"AP5.3",201029,"afonsos",2010-07-20,16.6
"AP5.3",201030,"afonsos",2010-07-28,17.8333333333333
"AP5.3",201031,"afonsos",2010-08-04,17
"AP5.3",201032,"afonsos",2010-08-11,15.7142857142857
"AP5.3",201033,"afonsos",2010-08-18,14.1428571428571
"AP5.3",201034,"afonsos",2010-08-25,15.5714285714286
"AP5.3",201035,"afonsos",2010-09-01,17.8571428571429
"AP5.3",201036,"afonsos",2010-09-08,17.8571428571429
"AP5.3",201037,"afonsos",2010-09-15,17.7142857142857
"AP5.3",201038,"afonsos",2010-09-22,17.8571428571429
"AP5.3",201039,"afonsos",2010-09-29,20.4
"AP5.3",201040,"afonsos",2010-10-06,18.2857142857143
"AP5.3",201041,"afonsos",2010-10-13,16.4285714285714
"AP5.3",201042,"afonsos",2010-10-20,17.4285714285714
"AP5.3",201043,"afonsos",2010-10-27,18.8333333333333
"AP5.3",201044,"afonsos",2010-11-03,20.2857142857143
"AP5.3",201045,"afonsos",2010-11-10,20.2857142857143
"AP5.3",201046,"afonsos",2010-11-17,18.1428571428571
"AP5.3",201047,"afonsos",2010-11-24,19.7142857142857
"AP5.3",201048,"afonsos",2010-12-01,20.3333333333333
"AP5.3",201049,"afonsos",2010-12-08,21
"AP5.3",201050,"afonsos",2010-12-15,21.8571428571429
"AP5.3",201051,"afonsos",2010-12-22,21.5
"AP5.3",201052,"afonsos",2010-12-29,20.4285714285714
"AP5.3",201101,"afonsos",2011-01-05,21.5714285714286
"AP5.3",201102,"afonsos",2011-01-12,21.7142857142857
"AP5.3",201103,"afonsos",2011-01-19,21.5714285714286
"AP5.3",201104,"afonsos",2011-01-26,22.1428571428571
"AP5.3",201105,"afonsos",2011-02-02,21.1666666666667
"AP5.3",201106,"afonsos",2011-02-09,22.1666666666667
"AP5.3",201107,"afonsos",2011-02-16,21.4285714285714
"AP5.3",201108,"afonsos",2011-02-23,21.8571428571429
"AP5.3",201109,"afonsos",2011-03-02,21.8333333333333
"AP5.3",201110,"afonsos",2011-03-09,21.8571428571429
"AP5.3",201111,"afonsos",2011-03-16,20.8333333333333
"AP5.3",201112,"afonsos",2011-03-23,20
"AP5.3",201113,"afonsos",2011-03-30,20.4285714285714
"AP5.3",201114,"afonsos",2011-04-06,19.1666666666667
"AP5.3",201115,"afonsos",2011-04-13,20.2857142857143
"AP5.3",201116,"afonsos",2011-04-20,19.3333333333333
"AP5.3",201117,"afonsos",2011-04-27,18.5714285714286
"AP5.3",201118,"afonsos",2011-05-04,18.1428571428571
"AP5.3",201119,"afonsos",2011-05-11,16.5714285714286
"AP5.3",201120,"afonsos",2011-05-18,14.5714285714286
"AP5.3",201121,"afonsos",2011-05-25,14
"AP5.3",201122,"afonsos",2011-06-01,14.1428571428571
"AP5.3",201123,"afonsos",2011-06-08,11.8571428571429
"AP5.3",201124,"afonsos",2011-06-15,12.2857142857143
"AP5.3",201125,"afonsos",2011-06-22,14.1428571428571
"AP5.3",201126,"afonsos",2011-06-29,13
"AP5.3",201127,"afonsos",2011-07-05,13.8
"AP5.3",201128,"afonsos",2011-07-13,13.6666666666667
"AP5.3",201129,"afonsos",2011-07-20,14.1428571428571
"AP5.3",201130,"afonsos",2011-07-27,13.1666666666667
"AP5.3",201131,"afonsos",2011-08-03,15
"AP5.3",201132,"afonsos",2011-08-10,16.2857142857143
"AP5.3",201133,"afonsos",2011-08-17,15
"AP5.3",201134,"afonsos",2011-08-24,16.6
"AP5.3",201135,"afonsos",2011-08-31,14.7142857142857
"AP5.3",201136,"afonsos",2011-09-07,15.1428571428571
"AP5.3",201137,"afonsos",2011-09-14,16.8571428571429
"AP5.3",201138,"afonsos",2011-09-21,16.8571428571429
"AP5.3",201139,"afonsos",2011-09-28,15.1428571428571
"AP5.3",201140,"afonsos",2011-10-05,18.4285714285714
"AP5.3",201141,"afonsos",2011-10-12,20.1666666666667
"AP5.3",201142,"afonsos",2011-10-19,16.1428571428571
"AP5.3",201143,"afonsos",2011-10-26,18.6666666666667
"AP5.3",201144,"afonsos",2011-11-02,16.2
"AP5.3",201145,"afonsos",2011-11-09,18.7142857142857
"AP5.3",201146,"afonsos",2011-11-16,18.8571428571429
"AP5.3",201147,"afonsos",2011-11-23,19.8333333333333
"AP5.3",201148,"afonsos",2011-11-30,19.4285714285714
"AP5.3",201149,"afonsos",2011-12-07,21.2857142857143
"AP5.3",201150,"afonsos",2011-12-14,20.1666666666667
"AP5.3",201151,"afonsos",2011-12-21,20.5714285714286
"AP5.3",201152,"afonsos",2011-12-28,21
"AP5.3",201201,"afonsos",2012-01-04,19.6666666666667
"AP5.3",201202,"afonsos",2012-01-11,21.1666666666667
"AP5.3",201203,"afonsos",2012-01-18,22
"AP5.3",201204,"afonsos",2012-01-25,21
"AP5.3",201205,"afonsos",2012-02-01,20
"AP5.3",201206,"afonsos",2012-02-08,21.2857142857143
"AP5.3",201207,"afonsos",2012-02-15,20.75
"AP5.3",201208,"afonsos",2012-02-22,22.3333333333333
"AP5.3",201209,"afonsos",2012-02-29,21.6666666666667
"AP5.3",201210,"afonsos",2012-03-07,22.1666666666667
"AP5.3",201211,"afonsos",2012-03-14,21.5714285714286
"AP5.3",201212,"afonsos",2012-03-21,20.5714285714286
"AP5.3",201213,"afonsos",2012-03-28,20.8571428571429
"AP5.3",201214,"afonsos",2012-04-04,20.7142857142857
"AP5.3",201215,"afonsos",2012-04-11,21.1428571428571
"AP5.3",201216,"afonsos",2012-04-18,19.4285714285714
"AP5.3",201217,"afonsos",2012-04-25,19.7142857142857
"AP5.3",201218,"afonsos",2012-05-02,17.3333333333333
"AP5.3",201219,"afonsos",2012-05-09,16.5714285714286
"AP5.3",201220,"afonsos",2012-05-16,16.4285714285714
"AP5.3",201221,"afonsos",2012-05-23,15.7142857142857
"AP5.3",201222,"afonsos",2012-05-30,18
"AP5.3",201223,"afonsos",2012-06-06,18.8333333333333
"AP5.3",201224,"afonsos",2012-06-13,17.5714285714286
"AP5.3",201225,"afonsos",2012-06-20,18.6666666666667
"AP5.3",201226,"afonsos",2012-06-27,15.4285714285714
"AP5.3",201227,"afonsos",2012-07-04,15.4
"AP5.3",201228,"afonsos",2012-07-11,14.1666666666667
"AP5.3",201229,"afonsos",2012-07-18,15
"AP5.3",201230,"afonsos",2012-07-25,15.2857142857143
"AP5.3",201231,"afonsos",2012-08-01,16.4285714285714
"AP5.3",201232,"afonsos",2012-08-08,13.6666666666667
"AP5.3",201233,"afonsos",2012-08-15,16.1666666666667
"AP5.3",201234,"afonsos",2012-08-22,16
"AP5.3",201235,"afonsos",2012-08-29,15.1428571428571
"AP5.3",201236,"afonsos",2012-09-05,15.5714285714286
"AP5.3",201237,"afonsos",2012-09-12,18.5714285714286
"AP5.3",201238,"afonsos",2012-09-19,19.2857142857143
"AP5.3",201239,"afonsos",2012-09-26,14.5714285714286
"AP5.3",201240,"afonsos",2012-10-03,17.1428571428571
"AP5.3",201241,"afonsos",2012-10-10,19.5714285714286
"AP5.3",201242,"afonsos",2012-10-17,17.1428571428571
"AP5.3",201243,"afonsos",2012-10-24,20.8333333333333
"AP5.3",201244,"afonsos",2012-10-31,21.4285714285714
"AP5.3",201245,"afonsos",2012-11-07,21.2
"AP5.3",201246,"afonsos",2012-11-14,19
"AP5.3",201247,"afonsos",2012-11-21,19.2857142857143
"AP5.3",201248,"afonsos",2012-11-28,20.8333333333333
"AP5.3",201249,"afonsos",2012-12-05,22.2857142857143
"AP5.3",201250,"afonsos",2012-12-09,24.5
"AP5.3",201302,"afonsos",2013-01-10,20.5
"AP5.3",201303,"afonsos",2013-01-16,20.8571428571429
"AP5.3",201304,"afonsos",2013-01-23,20.5714285714286
"AP5.3",201305,"afonsos",2013-01-30,20.6666666666667
"AP5.3",201306,"afonsos",2013-02-06,20.8333333333333
"AP5.3",201307,"afonsos",2013-02-13,23.1428571428571
"AP5.3",201308,"afonsos",2013-02-20,23.5714285714286
"AP5.3",201309,"afonsos",2013-02-27,21.1428571428571
"AP5.3",201310,"afonsos",2013-03-06,21.7142857142857
"AP5.3",201311,"afonsos",2013-03-13,22
"AP5.3",201312,"afonsos",2013-03-20,20.8
"AP5.3",201313,"afonsos",2013-03-27,20.8571428571429
"AP5.3",201314,"afonsos",2013-04-03,20.4285714285714
"AP5.3",201315,"afonsos",2013-04-10,21.3333333333333
"AP5.3",201316,"afonsos",2013-04-17,16.8571428571429
"AP5.3",201317,"afonsos",2013-04-24,15.8571428571429
"AP5.3",201318,"afonsos",2013-05-01,17.2857142857143
"AP5.3",201319,"afonsos",2013-05-08,14.5714285714286
"AP5.3",201320,"afonsos",2013-05-15,16.6666666666667
"AP5.3",201321,"afonsos",2013-05-22,17.1666666666667
"AP5.3",201322,"afonsos",2013-05-29,17
"AP5.3",201323,"afonsos",2013-06-05,16.5714285714286
"AP5.3",201324,"afonsos",2013-06-12,16.7142857142857
"AP5.3",201325,"afonsos",2013-06-19,16.8571428571429
"AP5.3",201326,"afonsos",2013-06-26,17.5714285714286
"AP5.3",201327,"afonsos",2013-07-03,15.2
"AP5.3",201328,"afonsos",2013-07-10,12.8571428571429
"AP5.3",201329,"afonsos",2013-07-17,16.6666666666667
"AP5.3",201330,"afonsos",2013-07-24,14.5714285714286
"AP5.3",201331,"afonsos",2013-07-31,11.4285714285714
"AP5.3",201332,"afonsos",2013-08-07,15.1428571428571
"AP5.3",201333,"afonsos",2013-08-14,14.8571428571429
"AP5.3",201334,"afonsos",2013-08-21,15.7142857142857
"AP5.3",201335,"afonsos",2013-08-28,14.4285714285714
"AP5.3",201336,"afonsos",2013-09-04,16.2857142857143
"AP5.3",201337,"afonsos",2013-09-11,16.1666666666667
"AP5.3",201338,"afonsos",2013-09-18,19.4285714285714
"AP5.3",201339,"afonsos",2013-09-25,16.5714285714286
"AP5.3",201340,"afonsos",2013-10-02,19.7142857142857
"AP5.3",201341,"afonsos",2013-10-09,15.8571428571429
"AP5.3",201342,"afonsos",2013-10-16,19.5714285714286
"AP5.3",201343,"afonsos",2013-10-23,20.8571428571429
"AP5.3",201344,"afonsos",2013-10-30,19
"AP5.3",201345,"afonsos",2013-11-06,18.1428571428571
"AP5.3",201346,"afonsos",2013-11-13,20.5714285714286
"AP5.3",201347,"afonsos",2013-11-20,19.8571428571429
"AP5.3",201348,"afonsos",2013-11-27,20.6666666666667
"AP5.3",201349,"afonsos",2013-12-04,20.7142857142857
"AP5.3",201350,"afonsos",2013-12-11,21
"AP5.3",201351,"afonsos",2013-12-18,20
"AP5.3",201352,"afonsos",2013-12-25,21.1428571428571
"AP5.3",201401,"afonsos",2014-01-01,23.2857142857143
"AP5.3",201402,"afonsos",2014-01-08,23.1428571428571
"AP5.3",201403,"afonsos",2014-01-15,22.2857142857143
"AP5.3",201404,"afonsos",2014-01-22,22.4285714285714
"AP5.3",201405,"afonsos",2014-01-29,22.8571428571429
"AP5.3",201406,"afonsos",2014-02-05,25.3333333333333
"AP5.3",201407,"afonsos",2014-02-12,22.4285714285714
"AP5.3",201408,"afonsos",2014-02-19,20.2857142857143
"AP5.3",201409,"afonsos",2014-02-26,22.1428571428571
"AP5.3",201410,"afonsos",2014-03-05,22
"AP5.3",201411,"afonsos",2014-03-12,22.4285714285714
"AP5.3",201412,"afonsos",2014-03-19,22
"AP5.3",201413,"afonsos",2014-03-26,19.7142857142857
"AP5.3",201414,"afonsos",2014-04-02,21.2857142857143
"AP5.3",201415,"afonsos",2014-04-09,19.7142857142857
"AP5.3",201416,"afonsos",2014-04-16,19.5714285714286
"AP5.3",201417,"afonsos",2014-04-23,18.7142857142857
"AP5.3",201418,"afonsos",2014-04-30,13.7142857142857
"AP5.3",201419,"afonsos",2014-05-07,17.2857142857143
"AP5.3",201420,"afonsos",2014-05-14,13.5714285714286
"AP5.3",201421,"afonsos",2014-05-21,17.4285714285714
"AP5.3",201422,"afonsos",2014-05-28,16.5714285714286
"AP5.3",201423,"afonsos",2014-06-04,15.1666666666667
"AP5.3",201424,"afonsos",2014-06-11,17.8571428571429
"AP5.3",201425,"afonsos",2014-06-18,16.2857142857143
"AP5.3",201426,"afonsos",2014-06-25,13.2857142857143
"AP5.3",201427,"afonsos",2014-07-02,16.8571428571429
"AP5.3",201428,"afonsos",2014-07-09,16.8571428571429
"AP5.3",201429,"afonsos",2014-07-16,14.7142857142857
"AP5.3",201430,"afonsos",2014-07-23,14.4285714285714
"AP5.3",201431,"afonsos",2014-07-30,13.8571428571429
"AP5.3",201432,"afonsos",2014-08-06,12.8571428571429
"AP5.3",201433,"afonsos",2014-08-13,14.2857142857143
"AP5.3",201434,"afonsos",2014-08-20,15.6666666666667
"AP5.3",201435,"afonsos",2014-08-27,15.2857142857143
"AP5.3",201436,"afonsos",2014-09-03,16.8571428571429
"AP5.3",201437,"afonsos",2014-09-10,15.8
"AP5.3",201438,"afonsos",2014-09-17,18.5714285714286
"AP5.3",201439,"afonsos",2014-09-24,17.4285714285714
"AP5.3",201440,"afonsos",2014-10-01,19.5714285714286
"AP5.3",201441,"afonsos",2014-10-08,16.4285714285714
"AP5.3",201442,"afonsos",2014-10-15,19.8571428571429
"AP5.3",201443,"afonsos",2014-10-19,20
