"SE","casos","tweets","temp.sd","temp.min","temp.max","umid.mean","umid.sd","umid.min","umid.max","estacao.1"
201132,120,57,3.11,18.4285714285714,27.8571428571429,74.2057142857143,13.2171428571429,48.8571428571429,90,NA
201133,124,75,3.60428571428571,19.1428571428571,30.4285714285714,65.48,15.7028571428571,38.4285714285714,85.4285714285714,NA
201134,92,43,1.84285714285714,18.4285714285714,24.4285714285714,77.4014285714286,8.32285714285714,61,89,NA
201135,82,91,3.39285714285714,17.8571428571429,28,62.78,16.3328571428571,35.2857142857143,83.7142857142857,NA
201136,108,58,3.64857142857143,17,28.5714285714286,68.6171428571429,14.3414285714286,42.7142857142857,87.4285714285714,NA
201137,98,59,1.81714285714286,18.7142857142857,23.8571428571429,73.41,8.73142857142857,58.1428571428571,86,NA
201138,162,42,3.17,18,27.7142857142857,66.4142857142857,12.8628571428571,43.8571428571429,85.1428571428571,NA
201139,175,54,3.31142857142857,18.2857142857143,28,67.18,13.9857142857143,43.2857142857143,85.8571428571429,NA
201140,173,68,2.29714285714286,20.2857142857143,27.2857142857143,71.0914285714286,10.2357142857143,54.7142857142857,86,NA
201141,194,61,2.86857142857143,21.8571428571429,30.7142857142857,73.5442857142857,12.3214285714286,50.5714285714286,90.2857142857143,NA
201142,179,88,1.61,18,23,77.6985714285714,9.50571428571429,62.4285714285714,90.7142857142857,NA
201143,232,101,3.33,20.7142857142857,30.5714285714286,66.07,12.9842857142857,45.7142857142857,84.4285714285714,NA
201144,218,81,2.14,17.7142857142857,24.2857142857143,69.1842857142857,11.0585714285714,52.4285714285714,86.7142857142857,NA
201145,304,82,2.99428571428571,20.1428571428571,29.1428571428571,67.5528571428571,12.3585714285714,49.2857142857143,85.8571428571429,NA
201146,252,85,1.34428571428571,20.7142857142857,25,79.2571428571429,8.17,64.7142857142857,91.5714285714286,NA
201147,401,71,2.45428571428571,20.7142857142857,28,72.7157142857143,10.59,56,89.2857142857143,NA
201148,418,97,2,21.2857142857143,27.5714285714286,76.2842857142857,9.96285714285714,58,90.7142857142857,NA
201149,502,78,1.77,22.4285714285714,28,78.1642857142857,7.30857142857143,63.2857142857143,87.7142857142857,NA
201150,581,98,2.74285714285714,22.4285714285714,30.4285714285714,73.8585714285714,12.49,52.2857142857143,90.1428571428571,NA
201151,512,107,3.61142857142857,23,34.1428571428571,65.9,15.2885714285714,40,86.2857142857143,NA
201152,535,61,1.51,22.1428571428571,27.4285714285714,80.3328571428571,7.54714285714286,65.5714285714286,90.2857142857143,NA
201201,861,140,2.34142857142857,21.8571428571429,28.8571428571429,79.2142857142857,10.3342857142857,59.5714285714286,91.8571428571429,NA
201202,978,102,2.56285714285714,22.8571428571429,30.5714285714286,74.2728571428571,11.2571428571429,54.1428571428571,88.2857142857143,NA
201203,1280,125,2.73142857142857,23.5714285714286,32.1428571428571,72.4014285714286,12.69,51.8571428571429,90.2857142857143,NA
201204,1459,77,2.86571428571429,22.7142857142857,31.2857142857143,69.8028571428571,12.3028571428571,50.7142857142857,88.7142857142857,NA
201205,1685,86,2.96142857142857,21.4285714285714,30.2857142857143,74.0314285714286,12.5585714285714,52.1428571428571,91,NA
201206,2025,87,3.27571428571429,23.8571428571429,34,67.2042857142857,13.8971428571429,41.8571428571429,86.2857142857143,NA
201207,2480,120,2.79142857142857,23,31.2857142857143,71.6228571428571,12.9385714285714,49,90.4285714285714,NA
201208,2963,102,3.21,23.5714285714286,33.2857142857143,64.6228571428571,14.1614285714286,42.2857142857143,84.8571428571429,NA
201209,4235,222,3.58142857142857,24.1428571428571,35,60.5685714285714,15.4171428571429,35.8571428571429,83.5714285714286,NA
201210,4967,242,2.39,22.7142857142857,30.5714285714286,71.7528571428571,12.8185714285714,49.8571428571429,90.2857142857143,NA
201211,4859,206,3.02428571428571,23.2857142857143,32.2857142857143,72.2885714285714,15.2814285714286,45.5714285714286,91,NA
201212,5808,252,2.65857142857143,22.8571428571429,31,73.1814285714286,13.2742857142857,50.2857142857143,91,NA
201213,6129,267,2.21285714285714,22.7142857142857,29.4285714285714,79.2414285714286,10.41,60.1428571428571,92.7142857142857,NA
201214,6243,262,2.33714285714286,22.8571428571429,30.1428571428571,76.78,10.5457142857143,57.4285714285714,91.8571428571429,NA
201215,7525,300,2.63142857142857,22.8571428571429,31.4285714285714,77.3271428571429,11.9957142857143,53,92.5714285714286,NA
201216,8644,442,2.54857142857143,21.4285714285714,29.2857142857143,75.7071428571429,12.3442857142857,52.8571428571429,92.5714285714286,NA
201217,8301,556,2.26428571428571,21.4285714285714,28.5714285714286,78.4085714285714,11.6914285714286,57.1428571428571,94.8571428571429,NA
201218,6974,429,1.87714285714286,19.4285714285714,25,80.6285714285714,9.56714285714286,63.1428571428571,94.8571428571429,NA
201219,6396,561,2.77714285714286,19.5714285714286,28,75.2542857142857,13.56,51,94,NA
201220,5683,437,1.98285714285714,17.8571428571429,24.4285714285714,82.5571428571429,11.0485714285714,60.4285714285714,96.5714285714286,NA
201221,5010,323,2.95428571428571,17.8571428571429,26.5714285714286,75.7942857142857,13.8971428571429,50.1428571428571,94,NA
201222,4038,377,2.57,20.8571428571429,28.8571428571429,78.8542857142857,11.1457142857143,55.8571428571429,92.7142857142857,NA
201223,3041,271,1.90428571428571,20.8571428571429,26.7142857142857,81.2771428571428,9.83571428571429,63.7142857142857,94.1428571428571,NA
201224,2448,215,2.41285714285714,19.1428571428571,26.5714285714286,80.4514285714286,12.2742857142857,55,94,NA
201225,1709,162,2.01285714285714,20.5714285714286,26.7142857142857,78.8671428571429,10.7871428571429,58.7142857142857,93.2857142857143,NA
201226,1226,169,2.72428571428571,17.7142857142857,26.2857142857143,79.9485714285714,12.8942857142857,55.2857142857143,96.5714285714286,NA
201227,924,148,3.86,17.7142857142857,29.4285714285714,71.4571428571429,17.8,38.8571428571429,93.1428571428571,NA
201228,604,147,2.15714285714286,17.1428571428571,24,77.3714285714286,12.1942857142857,55.7142857142857,94,NA
201229,450,94,1.73285714285714,17.2857142857143,22.5714285714286,80.8228571428571,8.94714285714286,63.1428571428571,92.2857142857143,NA
201230,333,66,3.57714285714286,18,29.1428571428571,74.9728571428571,15.9014285714286,43.8571428571429,93.1428571428571,NA
201231,469,90,3.06857142857143,18.8571428571429,28.1428571428571,74.5057142857143,15.16,47.8571428571429,94,NA
201232,403,84,3.13571428571429,16.5714285714286,26.5714285714286,70.9914285714286,15.4057142857143,42.2857142857143,91.4285714285714,NA
201233,424,63,3.23857142857143,17.2857142857143,28,72.1771428571429,14.5028571428571,45.4285714285714,92.2857142857143,NA
201234,341,56,3.63142857142857,17.1428571428571,28.2857142857143,67.0557142857143,16.5614285714286,38.8571428571429,89,NA
201235,231,63,2.38285714285714,17.5714285714286,25.4285714285714,74.1514285714286,13.33,49.8571428571429,91.4285714285714,NA
201236,167,53,3.15428571428571,17.7142857142857,27.4285714285714,69.3628571428571,14.1385714285714,45.1428571428571,89,NA
201237,194,84,2.67,20.7142857142857,29,71.2357142857143,12.8542857142857,50,87.4285714285714,NA
201238,181,69,3.54428571428571,21,32.4285714285714,66.6028571428571,16.0528571428571,36.8571428571429,87.5714285714286,NA
201239,144,49,2.65142857142857,16.8571428571429,24.8571428571429,67.7828571428571,13.3057142857143,45.1428571428571,85.8571428571429,NA
201240,155,52,3.83428571428571,18.7142857142857,29.5714285714286,63.48,15.0628571428571,41.2857142857143,86.5714285714286,NA
201241,138,48,3.20714285714286,20.7142857142857,30.2857142857143,64.8557142857143,14.2085714285714,41.5714285714286,85.5714285714286,NA
201242,170,63,2.68857142857143,19.7142857142857,27.7142857142857,68.1028571428571,13.5642857142857,46,87.4285714285714,NA
201243,169,87,2.81285714285714,22.8571428571429,31.1428571428571,70.0928571428571,12.4714285714286,49,87,NA
201244,155,60,1.96857142857143,23.2857142857143,29.4285714285714,73.6228571428571,9.28714285714286,57.2857142857143,87.8571428571429,NA
201245,159,53,1.75,22.7142857142857,28.1428571428571,75.7971428571429,8.09,60.8571428571429,87.7142857142857,NA
201246,129,70,1.81428571428571,20.7142857142857,26.1428571428571,78.5871428571429,9.23571428571429,63.1428571428571,91.7142857142857,NA
201247,146,64,2.77714285714286,21,29.8571428571429,71.83,12.67,49.2857142857143,90,NA
201248,191,74,1.70714285714286,21.7142857142857,27.4285714285714,80.2457142857143,8.26714285714286,62.4285714285714,90.8571428571429,NA
201249,185,86,3.27571428571429,24.4285714285714,34.2857142857143,65.93,13.9857142857143,43,86.5714285714286,NA
201250,198,86,2.71285714285714,24.2857142857143,32.7142857142857,73.8871428571429,12.35,51.1428571428571,88.8571428571429,NA
201251,169,71,2.75142857142857,25.1428571428571,32.7142857142857,72.8728571428571,13.7314285714286,50.7142857142857,91.1428571428571,NA
201252,167,72,3.08,25.7142857142857,35.1428571428571,64.6842857142857,13.7071428571429,40.1428571428571,84.7142857142857,NA
201301,412,96,2.59,24.2857142857143,31.8571428571429,72.9528571428571,11.4057142857143,53.8571428571429,88.2857142857143,NA
201302,706,135,2.69142857142857,22.8571428571429,31.4285714285714,73.1014285714286,11.1557142857143,53.7142857142857,88.1428571428571,NA
201303,727,212,2.61285714285714,22.2857142857143,30.2857142857143,80.65,12.1814285714286,56.8571428571429,94.8571428571429,NA
201304,910,195,2.40428571428571,22.7142857142857,29.8571428571429,79.1042857142857,13.9914285714286,58.5714285714286,95.7142857142857,NA
201305,1087,185,1.89571428571429,23,28.7142857142857,79.9385714285714,9.46285714285714,62,92.5714285714286,NA
201306,1030,184,2.18285714285714,23,29.8571428571429,80.3871428571429,10.49,62,94.1428571428571,NA
201307,1353,224,3.09571428571429,25.7142857142857,35,68.5557142857143,14.9971428571429,42.8571428571429,89.7142857142857,NA
201308,2501,440,3.19571428571429,25.1428571428571,35,65.6557142857143,14.27,40.1428571428571,86.5714285714286,NA
201309,2979,473,2.50428571428571,22.8571428571429,30.8571428571429,75.5928571428571,12.1214285714286,53.7142857142857,92.5714285714286,NA
201310,3073,474,3.06857142857143,24.4285714285714,33.7142857142857,74.2614285714286,13.6257142857143,48.2857142857143,91.1428571428571,NA
201311,4107,659,2.53142857142857,24.4285714285714,31.8571428571429,77.8671428571429,12.1928571428571,55.2857142857143,92.5714285714286,NA
201312,4090,869,1.91142857142857,22.8571428571429,28.7142857142857,80.6557142857143,9.47,62.4285714285714,93.4285714285714,NA
201313,3895,852,1.63142857142857,22.7142857142857,28,81.0657142857143,9.42571428571429,63.8571428571429,93.4285714285714,NA
201314,5116,932,2.18714285714286,22.7142857142857,29.2857142857143,82.1185714285714,9.87714285714286,62.1428571428571,94,NA
201315,5115,1369,2.00857142857143,23.1428571428571,29.2857142857143,75.7814285714286,10.4385714285714,57.5714285714286,91.1428571428571,NA
201316,4240,783,2.09142857142857,20.2857142857143,26.8571428571429,74.8828571428571,12.4185714285714,52,90.7142857142857,NA
201317,2989,601,2.55857142857143,19.1428571428571,27,74.47,13.6242857142857,50.7142857142857,91.4285714285714,NA
201318,2847,443,3.12285714285714,20.2857142857143,30,74.5414285714286,15.0928571428571,44.7142857142857,93.1428571428571,NA
201319,1935,368,2.89714285714286,17.8571428571429,26.2857142857143,72.3714285714286,13.7285714285714,49.1428571428571,91.4285714285714,NA
201320,1274,304,3.25857142857143,19.4285714285714,28.8571428571429,76.53,15.3285714285714,48.1428571428571,94,NA
201321,963,206,1.94,19.7142857142857,25.7142857142857,77.3114285714286,11.3914285714286,56.1428571428571,93.1428571428571,NA
201322,571,193,2.55142857142857,19.1428571428571,27,76.2628571428571,12.2971428571429,53.7142857142857,93.1428571428571,NA
201323,468,164,2.52857142857143,18.8571428571429,27,82.3242857142857,11.3814285714286,59.5714285714286,97.4285714285714,NA
201324,383,146,2.30571428571429,19.4285714285714,27,78.6042857142857,12.5428571428571,52.8571428571429,94,NA
201325,294,150,2.354,19.6,27.2,77.846,11.632,52.6,91.6,NA
201326,235,123,2.28285714285714,19.4285714285714,26.8571428571429,78.1028571428571,11.5785714285714,56,92.2857142857143,NA
201327,186,88,2.31428571428571,17.7142857142857,25.1428571428571,79.4,11.3114285714286,55.1428571428571,93.1428571428571,NA
201328,137,90,3.33857142857143,15.4285714285714,25.5714285714286,75.8757142857143,14.4514285714286,51.7142857142857,93.1428571428571,NA
201329,124,84,3.11714285714286,19.4285714285714,29.1428571428571,75.94,15.77,46.2857142857143,94.8571428571429,NA
201330,62,57,1.74,17.4285714285714,22.8571428571429,77.9528571428571,9.55285714285714,60.2857142857143,90.7142857142857,NA
201331,79,148,3.77,15.1428571428571,26.8571428571429,74.3542857142857,16.58,42.8571428571429,94,NA
201332,58,155,3.49857142857143,18.4285714285714,29.1428571428571,71.8257142857143,16.0357142857143,42.8571428571429,90.5714285714286,NA
201333,43,71,2.20571428571429,17.4285714285714,24.2857142857143,73.4757142857143,11.32,52,88.2857142857143,NA
201334,53,97,3.14714285714286,18.1428571428571,27.4285714285714,70.51,14.2228571428571,47.2857142857143,90.7142857142857,NA
201335,35,63,2.58714285714286,17,25.5714285714286,71.2685714285714,12.5642857142857,48.5714285714286,89.8571428571429,NA
201336,46,55,2.97571428571429,18.1428571428571,27.2857142857143,71.5157142857143,14.2028571428571,47.5714285714286,89.7142857142857,NA
201337,54,46,3.69714285714286,18.4285714285714,29.8571428571429,66.7671428571429,16.8814285714286,38,89,NA
201338,39,115,3.38,21.1428571428571,31.2857142857143,69.3742857142857,15.8942857142857,43.8571428571429,90.7142857142857,NA
201339,63,45,2.01714285714286,19.2857142857143,25.8571428571429,68.9828571428571,11.3985714285714,50.5714285714286,86.8571428571429,NA
201340,46,56,1.60857142857143,20.5714285714286,26,76.7457142857143,9.84714285714286,59.5714285714286,91.5714285714286,NA
201341,44,53,2.58571428571429,17.1428571428571,25.1428571428571,64.6485714285714,12.6971428571429,44.2857142857143,83.4285714285714,NA
201342,47,57,2.45428571428571,20.4285714285714,28,71.2542857142857,11.1357142857143,52.8571428571429,87,NA
201343,58,69,2.62,22.7142857142857,30.7142857142857,69.2171428571429,11.5871428571429,49,84.1428571428571,NA
201344,54,66,2.06571428571429,19.8571428571429,26.4285714285714,62.1971428571429,10.4928571428571,44.7142857142857,78.7142857142857,NA
201345,38,54,2.33714285714286,19.5714285714286,27,73.2871428571429,10.2771428571429,55,87.8571428571429,NA
201346,42,63,3.35142857142857,22,31.7142857142857,61.3728571428571,14.32,38,81,NA
201347,65,86,2.76714285714286,21.1428571428571,29.7142857142857,70.9442857142857,12.5428571428571,49.1428571428571,87.8571428571429,NA
201348,88,74,1.98857142857143,22.4285714285714,28.5714285714286,75.6471428571429,9.50857142857143,60.5714285714286,90,NA
201349,92,60,2.62285714285714,23.2857142857143,30.8571428571429,72.29,12.8571428571429,50.5714285714286,89.7142857142857,NA
201350,62,NA,1.95142857142857,23,28.8571428571429,75.5114285714286,9.66,58.8571428571429,87.8571428571429,NA
201351,25,NA,1.67714285714286,22.2857142857143,27.1428571428571,74.7957142857143,8.97142857142857,59.1428571428571,87,NA
201352,3,NA,2.27,22.8571428571429,30.2857142857143,75.0928571428571,11.1714285714286,55.8571428571429,90.2857142857143,NA
201401,69,27,3.44714285714286,25.5714285714286,35.8571428571429,66.9871428571429,15.83,39.5714285714286,88.2857142857143,NA
201402,123,64,3.39,24.2857142857143,34.1428571428571,61.6785714285714,14.5928571428571,37.8571428571429,82.4285714285714,NA
201403,104,82,3.03428571428571,23.5714285714286,32.5714285714286,67.1457142857143,13.39,46,87.2857142857143,NA
201404,104,76,3.43285714285714,24.4285714285714,34.8571428571429,62.6357142857143,15.1314285714286,38,85.4285714285714,NA
201405,92,91,3.56714285714286,24.7142857142857,35.5714285714286,56.7142857142857,15.9,32,81.1428571428571,NA
201406,87,65,3.85428571428571,25,36.5714285714286,52.4714285714286,15.7071428571429,28.5714285714286,75.7142857142857,NA
201407,84,77,3.70714285714286,24.5714285714286,35.8571428571429,51.1257142857143,14.1485714285714,27.5714285714286,72.5714285714286,NA
201408,82,68,2.71285714285714,22.4285714285714,30.8571428571429,68.4657142857143,13.7414285714286,45.7142857142857,87.8571428571429,NA
201409,56,77,3.42428571428571,24.4285714285714,35,56.5814285714286,15.1614285714286,32.4285714285714,79.4285714285714,NA
201410,63,75,2.15571428571429,23.4285714285714,30.4285714285714,72.5157142857143,11.5985714285714,49.2857142857143,87.2857142857143,NA
201411,51,66,3.34142857142857,23.8571428571429,34,65.5185714285714,15.8328571428571,38.1428571428571,85.7142857142857,NA
201412,72,92,3.76571428571429,23.7142857142857,35.7142857142857,57.57,16.0757142857143,31.1428571428571,81.1428571428571,NA
201413,61,63,1.91857142857143,21.8571428571429,27.8571428571429,76.4014285714286,9.81428571428571,59.4285714285714,90,NA
201414,64,65,2.18714285714286,22.7142857142857,30.1428571428571,74.9942857142857,10.5971428571429,54.1428571428571,90.2857142857143,NA
201415,67,76,3.01,21.5714285714286,30.8571428571429,68.7,14.1042857142857,42.5714285714286,88.7142857142857,NA
201416,58,62,1.89571428571429,22.1428571428571,27.8571428571429,78.3528571428571,8.72571428571429,61.2857142857143,91.1428571428571,NA
201417,54,64,1.92857142857143,21.5714285714286,28.2857142857143,72.6971428571429,11.1614285714286,54.8571428571429,89.4285714285714,NA
201418,66,107,3.40142857142857,17.2857142857143,27.5714285714286,66.19,16.6257142857143,38,90.7142857142857,NA
