"SE","tweets","APS","casos","estacao","data","tmin"
201242,63,"AP3.3",39,"galeao","2012-10-17",19.7142857142857
201243,87,"AP3.3",18,"galeao","2012-10-24",22.7142857142857
201244,60,"AP3.3",24,"galeao","2012-10-31",23.2857142857143
201245,53,"AP3.3",20,"galeao","2012-11-07",22.6
201246,70,"AP3.3",10,"galeao","2012-11-14",20.4285714285714
201247,64,"AP3.3",20,"galeao","2012-11-21",21
201248,74,"AP3.3",27,"galeao","2012-11-28",21.7142857142857
201249,86,"AP3.3",21,"galeao","2012-12-05",23.8571428571429
201250,86,"AP3.3",31,"galeao","2012-12-12",24.75
201251,71,"AP3.3",16,"galeao","2012-12-19",25
201252,72,"AP3.3",8,"galeao","2012-12-26",25.7142857142857
201301,96,"AP3.3",34,"galeao","2013-01-02",24
201302,135,"AP3.3",52,"galeao","2013-01-09",22.6
201303,212,"AP3.3",54,"galeao","2013-01-16",22
201304,195,"AP3.3",78,"galeao","2013-01-23",23
201305,185,"AP3.3",137,"galeao","2013-01-30",23
201306,184,"AP3.3",110,"galeao","2013-02-06",22.8571428571429
201307,224,"AP3.3",145,"galeao","2013-02-13",25.2857142857143
201308,440,"AP3.3",252,"galeao","2013-02-20",25.1428571428571
201309,473,"AP3.3",278,"galeao","2013-02-27",23
201310,474,"AP3.3",320,"galeao","2013-03-06",24.4285714285714
201311,659,"AP3.3",477,"galeao","2013-03-13",24.2857142857143
201312,869,"AP3.3",453,"galeao","2013-03-20",22.8
201313,852,"AP3.3",432,"galeao","2013-03-27",22.5714285714286
201314,932,"AP3.3",585,"galeao","2013-04-03",22.7142857142857
201315,1369,"AP3.3",541,"galeao","2013-04-10",22.8571428571429
201316,783,"AP3.3",399,"galeao","2013-04-17",20
201317,601,"AP3.3",297,"galeao","2013-04-24",18.6666666666667
201318,443,"AP3.3",388,"galeao","2013-05-01",20.2857142857143
201319,368,"AP3.3",236,"galeao","2013-05-08",17.8333333333333
201320,304,"AP3.3",158,"galeao","2013-05-15",19.3333333333333
201321,206,"AP3.3",148,"galeao","2013-05-22",19.6666666666667
201322,193,"AP3.3",82,"galeao","2013-05-29",18.8571428571429
201323,164,"AP3.3",75,"galeao","2013-06-05",19
201324,146,"AP3.3",64,"galeao","2013-06-12",19.4285714285714
201325,150,"AP3.3",43,"galeao","2013-06-19",19.1428571428571
201326,123,"AP3.3",27,"galeao","2013-06-26",19.4285714285714
201327,88,"AP3.3",38,"galeao","2013-07-03",17.5714285714286
201328,90,"AP3.3",28,"galeao","2013-07-10",15.4285714285714
201329,84,"AP3.3",20,"galeao","2013-07-17",19.2
201330,57,"AP3.3",9,"galeao","2013-07-24",16.7142857142857
201331,148,"AP3.3",7,"galeao","2013-07-31",15.1428571428571
201332,155,"AP3.3",4,"galeao","2013-08-07",18.4285714285714
201333,71,"AP3.3",9,"galeao","2013-08-14",17.2857142857143
201334,97,"AP3.3",5,"galeao","2013-08-21",18.1428571428571
201335,63,"AP3.3",4,"galeao","2013-08-28",16.5
201336,55,"AP3.3",6,"galeao","2013-09-04",18.1428571428571
201337,46,"AP3.3",6,"galeao","2013-09-11",18.4285714285714
201338,115,"AP3.3",11,"galeao","2013-09-18",20.8333333333333
201339,45,"AP3.3",5,"galeao","2013-09-25",19.5714285714286
201340,56,"AP3.3",14,"galeao","2013-10-02",20.5714285714286
201341,53,"AP3.3",8,"galeao","2013-10-09",17
201342,57,"AP3.3",6,"galeao","2013-10-16",20.5
201343,69,"AP3.3",16,"galeao","2013-10-23",22.7142857142857
201344,66,"AP3.3",8,"galeao","2013-10-30",19.7142857142857
201345,54,"AP3.3",5,"galeao","2013-11-06",19.4285714285714
201346,63,"AP3.3",3,"galeao","2013-11-13",22
201347,86,"AP3.3",15,"galeao","2013-11-20",21.1428571428571
201348,74,"AP3.3",11,"galeao","2013-11-27",22.6
201349,60,"AP3.3",20,"galeao","2013-12-04",22.8571428571429
201350,NA,"AP3.3",11,"galeao","2013-12-11",22.3333333333333
201351,NA,"AP3.3",2,"galeao","2013-12-18",22.2857142857143
201352,NA,"AP3.3",1,"galeao","2013-12-25",22.8571428571429
201401,27,"AP3.3",6,"galeao","2014-01-01",25
201402,64,"AP3.3",25,"galeao","2014-01-08",24.1428571428571
201403,82,"AP3.3",22,"galeao","2014-01-15",23.5714285714286
201404,76,"AP3.3",16,"galeao","2014-01-22",24.4285714285714
201405,91,"AP3.3",9,"galeao","2014-01-29",24.7142857142857
201406,65,"AP3.3",19,"galeao","2014-02-05",25
201407,77,"AP3.3",14,"galeao","2014-02-12",24.5714285714286
201408,68,"AP3.3",8,"galeao","2014-02-19",22.4285714285714
201409,77,"AP3.3",12,"galeao","2014-02-26",24.2857142857143
201410,75,"AP3.3",16,"galeao","2014-03-05",23.2857142857143
201411,66,"AP3.3",9,"galeao","2014-03-12",23.8571428571429
201412,92,"AP3.3",12,"galeao","2014-03-19",23.7142857142857
201413,63,"AP3.3",11,"galeao","2014-03-26",21.8571428571429
201414,65,"AP3.3",9,"galeao","2014-04-02",22.7142857142857
201415,76,"AP3.3",10,"galeao","2014-04-09",21.5714285714286
201416,62,"AP3.3",13,"galeao","2014-04-16",21.8571428571429
201417,64,"AP3.3",8,"galeao","2014-04-23",21.5714285714286
201418,107,"AP3.3",13,"galeao","2014-04-30",17.3333333333333
201419,159,"AP3.3",17,"galeao","2014-05-07",20.1428571428571
201420,114,"AP3.3",10,"galeao","2014-05-14",17
201421,92,"AP3.3",16,"galeao","2014-05-21",20
201422,80,"AP3.3",6,"galeao","2014-05-28",18.4285714285714
201423,55,"AP3.3",4,"galeao","2014-06-04",18.7142857142857
201424,62,"AP3.3",10,"galeao","2014-06-11",19.2857142857143
201425,63,"AP3.3",6,"galeao","2014-06-18",18.5714285714286
201426,80,"AP3.3",7,"galeao","2014-06-25",16.6666666666667
201427,44,"AP3.3",8,"galeao","2014-07-02",19.5
201428,62,"AP3.3",6,"galeao","2014-07-09",18.8571428571429
201429,55,"AP3.3",3,"galeao","2014-07-16",17
201430,60,"AP3.3",9,"galeao","2014-07-23",16.8571428571429
201431,64,"AP3.3",7,"galeao","2014-07-30",16.4285714285714
201432,64,"AP3.3",5,"galeao","2014-08-06",15.4285714285714
201433,42,"AP3.3",2,"galeao","2014-08-13",16
201434,47,"AP3.3",6,"galeao","2014-08-20",18
201435,81,"AP3.3",11,"galeao","2014-08-27",17.1666666666667
201436,46,"AP3.3",9,"galeao","2014-09-03",17.4285714285714
201437,45,"AP3.3",3,"galeao","2014-09-10",17.5714285714286
201438,57,"AP3.3",1,"galeao","2014-09-17",19.2857142857143
201439,80,"AP3.3",13,"galeao","2014-09-24",18.7142857142857
201440,65,"AP3.3",5,"galeao","2014-10-01",19.8333333333333
201441,143,"AP3.3",7,"galeao","2014-10-08",17.1428571428571
201442,105,"AP3.3",12,"galeao","2014-10-15",20.8571428571429
201443,88,"AP3.3",7,"galeao","2014-10-22",20.2857142857143
201444,58,"AP3.3",5,"galeao","2014-10-29",21.2857142857143
201445,55,"AP3.3",3,"galeao","2014-11-05",22.8571428571429
201446,47,"AP3.3",2,"galeao","2014-11-12",20.7142857142857
201447,50,"AP3.3",5,"galeao","2014-11-19",19.4285714285714
201448,46,"AP3.3",0,"galeao","2014-11-26",22.6666666666667
201449,40,"AP3.3",7,"galeao","2014-12-03",21.8571428571429
201450,46,"AP3.3",4,"galeao","2014-12-10",23.3333333333333
201451,28,"AP3.3",2,"galeao","2014-12-17",22.2857142857143
201452,40,"AP3.3",2,"galeao","2014-12-24",24.6
201453,39,"AP3.3",1,"galeao","2014-12-31",25.0952380952381
201501,37,"AP3.3",6,"galeao","2015-01-07",23.8571428571429
201502,51,"AP3.3",3,"galeao","2015-01-14",25.8571428571429
201503,62,"AP3.3",2,"galeao","2015-01-21",24.8571428571429
201504,48,"AP3.3",NA,"galeao","2015-01-28",24.2857142857143
201001,NA,"AP4",6,"jacarepagua","2010-01-06",25.8333333333333
201002,NA,"AP4",7,"jacarepagua","2010-01-13",24.7142857142857
201003,NA,"AP4",7,"jacarepagua","2010-01-20",25.2857142857143
201004,NA,"AP4",5,"jacarepagua","2010-01-27",24.7142857142857
201005,NA,"AP4",7,"jacarepagua","2010-02-03",26.4285714285714
201006,NA,"AP4",2,"jacarepagua","2010-02-10",26.1666666666667
201007,NA,"AP4",6,"jacarepagua","2010-02-17",24.8571428571429
201008,NA,"AP4",3,"jacarepagua","2010-02-24",25.4285714285714
201009,NA,"AP4",7,"jacarepagua","2010-03-03",22.5714285714286
201010,NA,"AP4",9,"jacarepagua","2010-03-10",25
201011,NA,"AP4",8,"jacarepagua","2010-03-17",24.1428571428571
201012,NA,"AP4",16,"jacarepagua","2010-03-24",25.8571428571429
201013,NA,"AP4",12,"jacarepagua","2010-03-31",24.5714285714286
201014,NA,"AP4",6,"jacarepagua","2010-04-07",21.4285714285714
201015,NA,"AP4",14,"jacarepagua","2010-04-14",21.5714285714286
201016,NA,"AP4",9,"jacarepagua","2010-04-21",23.5714285714286
201017,NA,"AP4",22,"jacarepagua","2010-04-28",22.6666666666667
201018,NA,"AP4",10,"jacarepagua","2010-05-05",22
201019,NA,"AP4",7,"jacarepagua","2010-05-12",19.1428571428571
201020,NA,"AP4",10,"jacarepagua","2010-05-19",20
201021,NA,"AP4",11,"jacarepagua","2010-05-26",19.1666666666667
201022,NA,"AP4",12,"jacarepagua","2010-06-02",18.8571428571429
201023,NA,"AP4",5,"jacarepagua","2010-06-09",16.2
201024,NA,"AP4",6,"jacarepagua","2010-06-16",15
201025,NA,"AP4",11,"jacarepagua","2010-06-23",17.3333333333333
201026,NA,"AP4",5,"jacarepagua","2010-06-30",16
201027,NA,"AP4",8,"jacarepagua","2010-07-07",16.5714285714286
201028,NA,"AP4",7,"jacarepagua","2010-07-14",20.8571428571429
201029,NA,"AP4",9,"jacarepagua","2010-07-20",19.6666666666667
201030,NA,"AP4",6,"jacarepagua","2010-07-28",18.6666666666667
201031,NA,"AP4",12,"jacarepagua","2010-08-04",19.2857142857143
201032,NA,"AP4",7,"jacarepagua","2010-08-11",18
201033,NA,"AP4",8,"jacarepagua","2010-08-18",16
201034,NA,"AP4",9,"jacarepagua","2010-08-25",19.2857142857143
201035,NA,"AP4",2,"jacarepagua","2010-09-01",20.2857142857143
201036,NA,"AP4",4,"jacarepagua","2010-09-08",18.7142857142857
201037,NA,"AP4",10,"jacarepagua","2010-09-15",20.4285714285714
201038,NA,"AP4",4,"jacarepagua","2010-09-22",21
201039,NA,"AP4",4,"jacarepagua","2010-09-29",22.3333333333333
201040,NA,"AP4",2,"jacarepagua","2010-10-06",21.1428571428571
201041,NA,"AP4",4,"jacarepagua","2010-10-13",19.2857142857143
201042,NA,"AP4",3,"jacarepagua","2010-10-20",20.2857142857143
201043,NA,"AP4",6,"jacarepagua","2010-10-27",21.1428571428571
201044,NA,"AP4",11,"jacarepagua","2010-11-03",22.2857142857143
201045,NA,"AP4",9,"jacarepagua","2010-11-10",21.8571428571429
201046,NA,"AP4",8,"jacarepagua","2010-11-17",21
201047,NA,"AP4",6,"jacarepagua","2010-11-24",24.4285714285714
201048,NA,"AP4",14,"jacarepagua","2010-12-01",25.1428571428571
201049,NA,"AP4",6,"jacarepagua","2010-12-08",25.4285714285714
201050,NA,"AP4",12,"jacarepagua","2010-12-15",25.2857142857143
201051,NA,"AP4",20,"jacarepagua","2010-12-22",26
201052,NA,"AP4",15,"jacarepagua","2010-12-29",24.2857142857143
201101,NA,"AP4",19,"jacarepagua","2011-01-05",25
201102,NA,"AP4",23,"jacarepagua","2011-01-12",25.8571428571429
201103,60,"AP4",33,"jacarepagua","2011-01-19",25.5714285714286
201104,73,"AP4",59,"jacarepagua","2011-01-26",24.7142857142857
201105,108,"AP4",80,"jacarepagua","2011-02-02",24.7142857142857
201106,203,"AP4",132,"jacarepagua","2011-02-09",25.5714285714286
201107,218,"AP4",189,"jacarepagua","2011-02-16",23.4285714285714
201108,248,"AP4",174,"jacarepagua","2011-02-23",25.4
201109,251,"AP4",207,"jacarepagua","2011-03-02",23.6666666666667
201110,196,"AP4",232,"jacarepagua","2011-03-09",24.2857142857143
201111,324,"AP4",338,"jacarepagua","2011-03-16",23.8571428571429
201112,695,"AP4",505,"jacarepagua","2011-03-23",23.8
201113,800,"AP4",521,"jacarepagua","2011-03-30",24.6
201114,789,"AP4",631,"jacarepagua","2011-04-06",22.8571428571429
201115,808,"AP4",459,"jacarepagua","2011-04-13",24
201116,639,"AP4",443,"jacarepagua","2011-04-20",23.1428571428571
201117,621,"AP4",526,"jacarepagua","2011-04-27",22.2857142857143
201118,526,"AP4",424,"jacarepagua","2011-05-04",21.8571428571429
201119,671,"AP4",398,"jacarepagua","2011-05-11",20.4285714285714
201120,450,"AP4",351,"jacarepagua","2011-05-18",18.5714285714286
201121,289,"AP4",262,"jacarepagua","2011-05-25",18
201122,244,"AP4",235,"jacarepagua","2011-06-01",18.6666666666667
201123,159,"AP4",116,"jacarepagua","2011-06-08",16.1428571428571
201124,152,"AP4",82,"jacarepagua","2011-06-15",16.3333333333333
201125,130,"AP4",57,"jacarepagua","2011-06-22",19
201126,174,"AP4",65,"jacarepagua","2011-06-29",16.4285714285714
201127,109,"AP4",40,"jacarepagua","2011-07-05",16.8
201128,89,"AP4",38,"jacarepagua","2011-07-13",19.5
201129,95,"AP4",35,"jacarepagua","2011-07-20",19.6666666666667
201130,76,"AP4",24,"jacarepagua","2011-07-27",18.1428571428571
201131,56,"AP4",20,"jacarepagua","2011-08-03",17
201132,57,"AP4",21,"jacarepagua","2011-08-10",19.2857142857143
201133,75,"AP4",22,"jacarepagua","2011-08-17",19.5714285714286
201134,43,"AP4",16,"jacarepagua","2011-08-24",19.4285714285714
201135,91,"AP4",22,"jacarepagua","2011-08-31",18.7142857142857
201136,58,"AP4",13,"jacarepagua","2011-09-07",19.4285714285714
201137,59,"AP4",20,"jacarepagua","2011-09-14",19.7142857142857
201138,42,"AP4",24,"jacarepagua","2011-09-21",19.1428571428571
201139,54,"AP4",16,"jacarepagua","2011-09-28",19.2857142857143
201140,68,"AP4",15,"jacarepagua","2011-10-05",21.2857142857143
201141,61,"AP4",39,"jacarepagua","2011-10-12",22.1428571428571
201142,88,"AP4",23,"jacarepagua","2011-10-19",18.3333333333333
201143,101,"AP4",30,"jacarepagua","2011-10-26",20.1666666666667
201144,81,"AP4",34,"jacarepagua","2011-11-02",17.8571428571429
201145,82,"AP4",58,"jacarepagua","2011-11-09",20.7142857142857
201146,85,"AP4",46,"jacarepagua","2011-11-16",21
201147,71,"AP4",53,"jacarepagua","2011-11-23",21.7142857142857
201148,97,"AP4",45,"jacarepagua","2011-11-30",21.8571428571429
201149,78,"AP4",48,"jacarepagua","2011-12-07",22.7142857142857
201150,98,"AP4",55,"jacarepagua","2011-12-14",22.7142857142857
201151,107,"AP4",37,"jacarepagua","2011-12-21",24.1428571428571
201152,61,"AP4",33,"jacarepagua","2011-12-28",22.5
201201,140,"AP4",76,"jacarepagua","2012-01-04",22.5
201202,102,"AP4",100,"jacarepagua","2012-01-11",23.5714285714286
201203,125,"AP4",127,"jacarepagua","2012-01-18",24
201204,77,"AP4",138,"jacarepagua","2012-01-25",23.2857142857143
201205,86,"AP4",121,"jacarepagua","2012-02-01",22.4285714285714
201206,87,"AP4",144,"jacarepagua","2012-02-08",24
201207,120,"AP4",202,"jacarepagua","2012-02-15",22.5714285714286
201208,102,"AP4",277,"jacarepagua","2012-02-22",23.3333333333333
201209,222,"AP4",287,"jacarepagua","2012-02-29",24.4285714285714
201210,242,"AP4",409,"jacarepagua","2012-03-07",23.7142857142857
201211,206,"AP4",376,"jacarepagua","2012-03-14",24
201212,252,"AP4",518,"jacarepagua","2012-03-21",24
201213,267,"AP4",565,"jacarepagua","2012-03-28",23.3333333333333
201214,262,"AP4",519,"jacarepagua","2012-04-04",23.7142857142857
201215,300,"AP4",529,"jacarepagua","2012-04-11",24.1428571428571
201216,442,"AP4",600,"jacarepagua","2012-04-18",22.4285714285714
201217,556,"AP4",451,"jacarepagua","2012-04-25",22.1428571428571
201218,429,"AP4",507,"jacarepagua","2012-05-02",20.3333333333333
201219,561,"AP4",466,"jacarepagua","2012-05-09",20.5
201220,437,"AP4",449,"jacarepagua","2012-05-16",18.8333333333333
201221,323,"AP4",340,"jacarepagua","2012-05-23",18.5714285714286
201222,377,"AP4",266,"jacarepagua","2012-05-30",21.3333333333333
201223,271,"AP4",234,"jacarepagua","2012-06-06",21
201224,215,"AP4",197,"jacarepagua","2012-06-13",19.7142857142857
201225,162,"AP4",138,"jacarepagua","2012-06-20",21.2857142857143
201226,169,"AP4",89,"jacarepagua","2012-06-27",18.4285714285714
201227,148,"AP4",56,"jacarepagua","2012-07-04",18.6666666666667
201228,147,"AP4",28,"jacarepagua","2012-07-11",18
201229,94,"AP4",21,"jacarepagua","2012-07-18",18
201230,66,"AP4",23,"jacarepagua","2012-07-25",19.5714285714286
201231,90,"AP4",31,"jacarepagua","2012-08-01",19.5714285714286
201232,84,"AP4",19,"jacarepagua","2012-08-08",18.1428571428571
201233,63,"AP4",20,"jacarepagua","2012-08-15",19.5714285714286
201234,56,"AP4",16,"jacarepagua","2012-08-22",19
201235,63,"AP4",8,"jacarepagua","2012-08-29",17.8571428571429
201236,53,"AP4",8,"jacarepagua","2012-09-05",18.5714285714286
201237,84,"AP4",8,"jacarepagua","2012-09-12",21.1428571428571
201238,69,"AP4",14,"jacarepagua","2012-09-19",21.7142857142857
201239,49,"AP4",6,"jacarepagua","2012-09-26",18.7142857142857
201240,52,"AP4",14,"jacarepagua","2012-10-03",19.4285714285714
201241,48,"AP4",12,"jacarepagua","2012-10-10",20.4
201242,63,"AP4",12,"jacarepagua","2012-10-17",21.4285714285714
201243,87,"AP4",8,"jacarepagua","2012-10-24",25.1428571428571
201244,60,"AP4",8,"jacarepagua","2012-10-31",24.5714285714286
201245,53,"AP4",14,"jacarepagua","2012-11-07",23
201246,70,"AP4",10,"jacarepagua","2012-11-14",20.8
201247,64,"AP4",7,"jacarepagua","2012-11-21",21.5714285714286
201248,74,"AP4",15,"jacarepagua","2012-11-28",23
201249,86,"AP4",18,"jacarepagua","2012-12-05",25.2857142857143
201250,86,"AP4",26,"jacarepagua","2012-12-09",25
201251,71,"AP4",17,NA,NA,NA
201252,72,"AP4",18,NA,NA,NA
201301,96,"AP4",60,NA,NA,NA
201302,135,"AP4",112,"jacarepagua","2013-01-10",24.2
201303,212,"AP4",104,"jacarepagua","2013-01-16",23.4
201304,195,"AP4",137,"jacarepagua","2013-01-23",23.2857142857143
201305,185,"AP4",118,"jacarepagua","2013-01-30",23.8571428571429
201306,184,"AP4",148,"jacarepagua","2013-02-06",23.7142857142857
201307,224,"AP4",156,"jacarepagua","2013-02-13",25
201308,440,"AP4",271,"jacarepagua","2013-02-20",26
201309,473,"AP4",399,"jacarepagua","2013-02-27",23.5714285714286
201310,474,"AP4",445,"jacarepagua","2013-03-06",24.25
201311,659,"AP4",509,"jacarepagua","2013-03-13",25
201312,869,"AP4",602,"jacarepagua","2013-03-20",23.2857142857143
201313,852,"AP4",503,"jacarepagua","2013-03-27",23
201314,932,"AP4",808,"jacarepagua","2013-04-03",23.5
201315,1369,"AP4",673,"jacarepagua","2013-04-10",23.1428571428571
201316,783,"AP4",597,"jacarepagua","2013-04-17",19.3333333333333
201317,601,"AP4",413,"jacarepagua","2013-04-24",18.4285714285714
201318,443,"AP4",250,"jacarepagua","2013-05-01",19.8333333333333
201319,368,"AP4",181,"jacarepagua","2013-05-08",17.8571428571429
201320,304,"AP4",95,"jacarepagua","2013-05-15",20.8571428571429
201321,206,"AP4",84,"jacarepagua","2013-05-22",20
201322,193,"AP4",57,"jacarepagua","2013-05-29",19.8571428571429
201323,164,"AP4",34,"jacarepagua","2013-06-05",19.7142857142857
201324,146,"AP4",39,"jacarepagua","2013-06-12",19.6666666666667
201325,150,"AP4",20,"jacarepagua","2013-06-19",20.1428571428571
201326,123,"AP4",41,"jacarepagua","2013-06-26",20.4285714285714
201327,88,"AP4",19,"jacarepagua","2013-07-03",18.4285714285714
201328,90,"AP4",29,"jacarepagua","2013-07-10",16.2857142857143
201329,84,"AP4",19,"jacarepagua","2013-07-17",20.1428571428571
201330,57,"AP4",8,"jacarepagua","2013-07-24",17.1428571428571
201331,148,"AP4",11,"jacarepagua","2013-07-31",14.7142857142857
201332,155,"AP4",11,"jacarepagua","2013-08-07",19.1428571428571
201333,71,"AP4",2,"jacarepagua","2013-08-14",16.8571428571429
201334,97,"AP4",2,"jacarepagua","2013-08-21",18.4285714285714
201335,63,"AP4",3,"jacarepagua","2013-08-28",16.5714285714286
201336,55,"AP4",4,"jacarepagua","2013-09-04",19
201337,46,"AP4",4,"jacarepagua","2013-09-11",19.7142857142857
201338,115,"AP4",2,"jacarepagua","2013-09-18",22.2857142857143
201339,45,"AP4",8,"jacarepagua","2013-09-25",19
201340,56,"AP4",10,"jacarepagua","2013-10-02",21.7142857142857
201341,53,"AP4",4,"jacarepagua","2013-10-09",18.4285714285714
201342,57,"AP4",9,"jacarepagua","2013-10-16",21.5714285714286
201343,69,"AP4",11,"jacarepagua","2013-10-23",22.7142857142857
201344,66,"AP4",6,"jacarepagua","2013-10-30",20.5714285714286
201345,54,"AP4",6,"jacarepagua","2013-11-06",20.2857142857143
201346,63,"AP4",4,"jacarepagua","2013-11-13",22.5
201347,86,"AP4",8,"jacarepagua","2013-11-20",21.8571428571429
201348,74,"AP4",17,"jacarepagua","2013-11-27",22.1428571428571
201349,60,"AP4",16,"jacarepagua","2013-12-04",23.3333333333333
201350,NA,"AP4",13,"jacarepagua","2013-12-11",23.2857142857143
201351,NA,"AP4",5,"jacarepagua","2013-12-18",22.3333333333333
201352,NA,"AP4",0,"jacarepagua","2013-12-25",23.4285714285714
201401,27,"AP4",2,"jacarepagua","2014-01-01",26.1428571428571
201402,64,"AP4",11,"jacarepagua","2014-01-08",24.1428571428571
201403,82,"AP4",23,"jacarepagua","2014-01-15",23.2857142857143
201404,76,"AP4",15,"jacarepagua","2014-01-22",23.7142857142857
201405,91,"AP4",13,"jacarepagua","2014-01-29",23.3333333333333
201406,65,"AP4",10,"jacarepagua","2014-02-05",23
201407,77,"AP4",21,"jacarepagua","2014-02-12",22.3333333333333
201408,68,"AP4",8,"jacarepagua","2014-02-19",22.4285714285714
201409,77,"AP4",6,"jacarepagua","2014-02-26",23.7142857142857
201410,75,"AP4",6,"jacarepagua","2014-03-05",23.8571428571429
201411,66,"AP4",4,"jacarepagua","2014-03-12",23.2857142857143
201412,92,"AP4",10,"jacarepagua","2014-03-19",23.6666666666667
201413,63,"AP4",4,"jacarepagua","2014-03-26",22.1428571428571
201414,65,"AP4",12,"jacarepagua","2014-04-02",23.1428571428571
201415,76,"AP4",10,"jacarepagua","2014-04-09",21.7142857142857
201416,62,"AP4",11,"jacarepagua","2014-04-16",22.1428571428571
201417,64,"AP4",2,"jacarepagua","2014-04-23",21.1428571428571
201418,107,"AP4",8,"jacarepagua","2014-04-30",17.2857142857143
201419,159,"AP4",13,"jacarepagua","2014-05-07",20.1428571428571
201420,114,"AP4",7,"jacarepagua","2014-05-14",16.8571428571429
201421,92,"AP4",7,"jacarepagua","2014-05-21",20.2857142857143
201422,80,"AP4",6,"jacarepagua","2014-05-28",19.1428571428571
201423,55,"AP4",11,"jacarepagua","2014-06-04",18.5714285714286
201424,62,"AP4",5,"jacarepagua","2014-06-11",21
201425,63,"AP4",3,"jacarepagua","2014-06-18",18.4285714285714
201426,80,"AP4",7,"jacarepagua","2014-06-25",17.2857142857143
201427,44,"AP4",4,"jacarepagua","2014-07-02",18.7142857142857
201428,62,"AP4",3,"jacarepagua","2014-07-09",19.5714285714286
201429,55,"AP4",7,"jacarepagua","2014-07-16",17.1666666666667
201430,60,"AP4",4,"jacarepagua","2014-07-23",17.2857142857143
201431,64,"AP4",3,"jacarepagua","2014-07-30",17.4285714285714
201432,64,"AP4",2,"jacarepagua","2014-08-06",16
201433,42,"AP4",1,"jacarepagua","2014-08-13",17.2857142857143
201434,47,"AP4",6,"jacarepagua","2014-08-20",18
201435,81,"AP4",2,"jacarepagua","2014-08-27",18.7142857142857
201436,46,"AP4",1,"jacarepagua","2014-09-03",18.2857142857143
201437,45,"AP4",1,"jacarepagua","2014-09-10",18.4285714285714
201438,57,"AP4",5,"jacarepagua","2014-09-17",20.3333333333333
201439,80,"AP4",6,"jacarepagua","2014-09-24",19.5714285714286
201440,65,"AP4",6,"jacarepagua","2014-10-01",22.3333333333333
201441,143,"AP4",4,"jacarepagua","2014-10-08",18.7142857142857
201442,105,"AP4",9,"jacarepagua","2014-10-15",21
201443,88,"AP4",4,"jacarepagua","2014-10-22",20.1428571428571
201444,58,"AP4",42,"jacarepagua","2014-10-29",20.5
201445,55,"AP4",2,"jacarepagua","2014-11-05",22.7142857142857
201446,47,"AP4",8,"jacarepagua","2014-11-12",20.8571428571429
201447,50,"AP4",13,"jacarepagua","2014-11-19",18.2857142857143
201448,46,"AP4",10,"jacarepagua","2014-11-26",23
201449,40,"AP4",7,"jacarepagua","2014-12-03",21.2857142857143
201450,46,"AP4",6,"jacarepagua","2014-12-10",22
201451,28,"AP4",5,"jacarepagua","2014-12-17",21.5714285714286
201452,40,"AP4",1,"jacarepagua","2014-12-24",25.4285714285714
201453,39,"AP4",1,"jacarepagua","2014-12-31",25.4285714285714
201501,37,"AP4",1,"jacarepagua","2015-01-07",25
201502,51,"AP4",7,"jacarepagua","2015-01-14",24.4285714285714
201503,62,"AP4",3,"jacarepagua","2015-01-21",23.8571428571429
201504,48,"AP4",NA,"jacarepagua","2015-01-28",25
201001,NA,"AP5.1",0,"afonsos","2010-01-06",24.2857142857143
201002,NA,"AP5.1",0,"afonsos","2010-01-13",24.1666666666667
201003,NA,"AP5.1",0,"afonsos","2010-01-20",24.5
201004,NA,"AP5.1",2,"afonsos","2010-01-27",23.6
201005,NA,"AP5.1",2,"afonsos","2010-02-03",24.8571428571429
201006,NA,"AP5.1",1,"afonsos","2010-02-10",24.2857142857143
201007,NA,"AP5.1",0,"afonsos","2010-02-17",24.2857142857143
201008,NA,"AP5.1",8,"afonsos","2010-02-24",24
201009,NA,"AP5.1",5,"afonsos","2010-03-03",22.2
201010,NA,"AP5.1",2,"afonsos","2010-03-10",23
201011,NA,"AP5.1",1,"afonsos","2010-03-17",22.4285714285714
201012,NA,"AP5.1",7,"afonsos","2010-03-24",22.8571428571429
201013,NA,"AP5.1",4,"afonsos","2010-03-31",22.7142857142857
201014,NA,"AP5.1",4,"afonsos","2010-04-07",20.1428571428571
201015,NA,"AP5.1",3,"afonsos","2010-04-14",19.1428571428571
201016,NA,"AP5.1",2,"afonsos","2010-04-21",21.6666666666667
201017,NA,"AP5.1",0,"afonsos","2010-04-28",21
201018,NA,"AP5.1",8,"afonsos","2010-05-05",20.4
201019,NA,"AP5.1",5,"afonsos","2010-05-12",17.4285714285714
201020,NA,"AP5.1",4,"afonsos","2010-05-19",18.4285714285714
201021,NA,"AP5.1",2,"afonsos","2010-05-26",17.1428571428571
201022,NA,"AP5.1",5,"afonsos","2010-06-02",17.5714285714286
201023,NA,"AP5.1",2,"afonsos","2010-06-09",14.5
201024,NA,"AP5.1",5,"afonsos","2010-06-16",13.5714285714286
201025,NA,"AP5.1",6,"afonsos","2010-06-23",15.1428571428571
201026,NA,"AP5.1",7,"afonsos","2010-06-30",14.7142857142857
201027,NA,"AP5.1",9,"afonsos","2010-07-07",15.2857142857143
201028,NA,"AP5.1",9,"afonsos","2010-07-14",18.3333333333333
201029,NA,"AP5.1",5,"afonsos","2010-07-20",16.6
201030,NA,"AP5.1",12,"afonsos","2010-07-28",17.8333333333333
201031,NA,"AP5.1",13,"afonsos","2010-08-04",17
