"SE","tweets","APS","casos","estacao","x"
201049,NA,"AP4",6,"jacarepagua",25.4285714285714
201050,NA,"AP4",12,"jacarepagua",25.2857142857143
201051,NA,"AP4",20,"jacarepagua",26
201052,NA,"AP4",15,"jacarepagua",24.2857142857143
201101,NA,"AP4",19,"jacarepagua",25
201102,NA,"AP4",23,"jacarepagua",25.8571428571429
201103,60,"AP4",33,"jacarepagua",25.5714285714286
201104,73,"AP4",59,"jacarepagua",24.7142857142857
201105,108,"AP4",80,"jacarepagua",24.7142857142857
201106,203,"AP4",132,"jacarepagua",25.5714285714286
201107,218,"AP4",189,"jacarepagua",23.4285714285714
201108,248,"AP4",174,"jacarepagua",25.4
201109,251,"AP4",207,"jacarepagua",23.6666666666667
201110,196,"AP4",232,"jacarepagua",24.2857142857143
201111,324,"AP4",338,"jacarepagua",23.8571428571429
201112,695,"AP4",505,"jacarepagua",23.8
201113,800,"AP4",521,"jacarepagua",24.6
201114,789,"AP4",631,"jacarepagua",22.8571428571429
201115,808,"AP4",459,"jacarepagua",24
201116,639,"AP4",443,"jacarepagua",23.1428571428571
201117,621,"AP4",526,"jacarepagua",22.2857142857143
201118,526,"AP4",424,"jacarepagua",21.8571428571429
201119,671,"AP4",398,"jacarepagua",20.4285714285714
201120,450,"AP4",351,"jacarepagua",18.5714285714286
201121,289,"AP4",262,"jacarepagua",18
201122,244,"AP4",235,"jacarepagua",18.6666666666667
201123,159,"AP4",116,"jacarepagua",16.1428571428571
201124,152,"AP4",82,"jacarepagua",16.3333333333333
201125,130,"AP4",57,"jacarepagua",19
201126,174,"AP4",65,"jacarepagua",16.4285714285714
201127,109,"AP4",40,"jacarepagua",16.8
201128,89,"AP4",38,"jacarepagua",19.5
201129,95,"AP4",35,"jacarepagua",19.6666666666667
201130,76,"AP4",24,"jacarepagua",18.1428571428571
201131,56,"AP4",20,"jacarepagua",17
201132,57,"AP4",21,"jacarepagua",19.2857142857143
201133,75,"AP4",22,"jacarepagua",19.5714285714286
201134,43,"AP4",16,"jacarepagua",19.4285714285714
201135,91,"AP4",22,"jacarepagua",18.7142857142857
201136,58,"AP4",13,"jacarepagua",19.4285714285714
201137,59,"AP4",20,"jacarepagua",19.7142857142857
201138,42,"AP4",24,"jacarepagua",19.1428571428571
201139,54,"AP4",16,"jacarepagua",19.2857142857143
201140,68,"AP4",15,"jacarepagua",21.2857142857143
201141,61,"AP4",39,"jacarepagua",22.1428571428571
201142,88,"AP4",23,"jacarepagua",18.3333333333333
201143,101,"AP4",30,"jacarepagua",20.1666666666667
201144,81,"AP4",34,"jacarepagua",17.8571428571429
201145,82,"AP4",58,"jacarepagua",20.7142857142857
201146,85,"AP4",46,"jacarepagua",21
201147,71,"AP4",53,"jacarepagua",21.7142857142857
201148,97,"AP4",45,"jacarepagua",21.8571428571429
201149,78,"AP4",48,"jacarepagua",22.7142857142857
201150,98,"AP4",55,"jacarepagua",22.7142857142857
201151,107,"AP4",37,"jacarepagua",24.1428571428571
201152,61,"AP4",33,"jacarepagua",22.5
201201,140,"AP4",76,"jacarepagua",22.5
201202,102,"AP4",100,"jacarepagua",23.5714285714286
201203,125,"AP4",127,"jacarepagua",24
201204,77,"AP4",138,"jacarepagua",23.2857142857143
201205,86,"AP4",121,"jacarepagua",22.4285714285714
201206,87,"AP4",144,"jacarepagua",24
201207,120,"AP4",202,"jacarepagua",22.5714285714286
201208,102,"AP4",277,"jacarepagua",23.3333333333333
201209,222,"AP4",287,"jacarepagua",24.4285714285714
201210,242,"AP4",409,"jacarepagua",23.7142857142857
201211,206,"AP4",376,"jacarepagua",24
201212,252,"AP4",518,"jacarepagua",24
201213,267,"AP4",565,"jacarepagua",23.3333333333333
201214,262,"AP4",519,"jacarepagua",23.7142857142857
201215,300,"AP4",529,"jacarepagua",24.1428571428571
201216,442,"AP4",600,"jacarepagua",22.4285714285714
201217,556,"AP4",451,"jacarepagua",22.1428571428571
201218,429,"AP4",507,"jacarepagua",20.3333333333333
201219,561,"AP4",466,"jacarepagua",20.5
201220,437,"AP4",449,"jacarepagua",18.8333333333333
201221,323,"AP4",340,"jacarepagua",18.5714285714286
201222,377,"AP4",266,"jacarepagua",21.3333333333333
201223,271,"AP4",234,"jacarepagua",21
201224,215,"AP4",197,"jacarepagua",19.7142857142857
201225,162,"AP4",138,"jacarepagua",21.2857142857143
201226,169,"AP4",89,"jacarepagua",18.4285714285714
201227,148,"AP4",56,"jacarepagua",18.6666666666667
201228,147,"AP4",28,"jacarepagua",18
201229,94,"AP4",21,"jacarepagua",18
201230,66,"AP4",23,"jacarepagua",19.5714285714286
201231,90,"AP4",31,"jacarepagua",19.5714285714286
201232,84,"AP4",19,"jacarepagua",18.1428571428571
201233,63,"AP4",20,"jacarepagua",19.5714285714286
201234,56,"AP4",16,"jacarepagua",19
201235,63,"AP4",8,"jacarepagua",17.8571428571429
201236,53,"AP4",8,"jacarepagua",18.5714285714286
201237,84,"AP4",8,"jacarepagua",21.1428571428571
201238,69,"AP4",14,"jacarepagua",21.7142857142857
201239,49,"AP4",6,"jacarepagua",18.7142857142857
201240,52,"AP4",14,"jacarepagua",19.4285714285714
201241,48,"AP4",12,"jacarepagua",20.4
201242,63,"AP4",12,"jacarepagua",21.4285714285714
201243,87,"AP4",8,"jacarepagua",25.1428571428571
201244,60,"AP4",8,"jacarepagua",24.5714285714286
201245,53,"AP4",14,"jacarepagua",23
201246,70,"AP4",10,"jacarepagua",20.8
201247,64,"AP4",7,"jacarepagua",21.5714285714286
201248,74,"AP4",15,"jacarepagua",23
201249,86,"AP4",18,"jacarepagua",25.2857142857143
201250,86,"AP4",26,"jacarepagua",25
201251,71,"AP4",17,NA,NA
201252,72,"AP4",18,NA,NA
201301,96,"AP4",60,NA,NA
201302,135,"AP4",112,"jacarepagua",24.2
201303,212,"AP4",104,"jacarepagua",23.4
201304,195,"AP4",137,"jacarepagua",23.2857142857143
201305,185,"AP4",118,"jacarepagua",23.8571428571429
201306,184,"AP4",148,"jacarepagua",23.7142857142857
201307,224,"AP4",156,"jacarepagua",25
201308,440,"AP4",271,"jacarepagua",26
201309,473,"AP4",399,"jacarepagua",23.5714285714286
201310,474,"AP4",445,"jacarepagua",24.25
201311,659,"AP4",509,"jacarepagua",25
201312,869,"AP4",602,"jacarepagua",23.2857142857143
201313,852,"AP4",503,"jacarepagua",23
201314,932,"AP4",808,"jacarepagua",23.5
201315,1369,"AP4",673,"jacarepagua",23.1428571428571
201316,783,"AP4",597,"jacarepagua",19.3333333333333
201317,601,"AP4",413,"jacarepagua",18.4285714285714
201318,443,"AP4",250,"jacarepagua",19.8333333333333
201319,368,"AP4",181,"jacarepagua",17.8571428571429
201320,304,"AP4",95,"jacarepagua",20.8571428571429
201321,206,"AP4",84,"jacarepagua",20
201322,193,"AP4",57,"jacarepagua",19.8571428571429
201323,164,"AP4",34,"jacarepagua",19.7142857142857
201324,146,"AP4",39,"jacarepagua",19.6666666666667
201325,150,"AP4",20,"jacarepagua",20.1428571428571
201326,123,"AP4",41,"jacarepagua",20.4285714285714
201327,88,"AP4",19,"jacarepagua",18.4285714285714
201328,90,"AP4",29,"jacarepagua",16.2857142857143
201329,84,"AP4",19,"jacarepagua",20.1428571428571
201330,57,"AP4",8,"jacarepagua",17.1428571428571
201331,148,"AP4",11,"jacarepagua",14.7142857142857
201332,155,"AP4",11,"jacarepagua",19.1428571428571
201333,71,"AP4",2,"jacarepagua",16.8571428571429
201334,97,"AP4",2,"jacarepagua",18.4285714285714
201335,63,"AP4",3,"jacarepagua",16.5714285714286
201336,55,"AP4",4,"jacarepagua",19
201337,46,"AP4",4,"jacarepagua",19.7142857142857
201338,115,"AP4",2,"jacarepagua",22.2857142857143
201339,45,"AP4",8,"jacarepagua",19
201340,56,"AP4",10,"jacarepagua",21.7142857142857
201341,53,"AP4",4,"jacarepagua",18.4285714285714
201342,57,"AP4",9,"jacarepagua",21.5714285714286
201343,69,"AP4",11,"jacarepagua",22.7142857142857
201344,66,"AP4",6,"jacarepagua",20.5714285714286
201345,54,"AP4",6,"jacarepagua",20.2857142857143
201346,63,"AP4",4,"jacarepagua",22.5
201347,86,"AP4",8,"jacarepagua",21.8571428571429
201348,74,"AP4",17,"jacarepagua",22.1428571428571
201349,60,"AP4",16,"jacarepagua",23.3333333333333
201350,NA,"AP4",13,"jacarepagua",23.2857142857143
201351,NA,"AP4",5,"jacarepagua",22.3333333333333
201352,NA,"AP4",0,"jacarepagua",23.4285714285714
201401,27,"AP4",2,"jacarepagua",26.1428571428571
201402,77,"AP4",11,"jacarepagua",24.1428571428571
201403,82,"AP4",23,"jacarepagua",23.2857142857143
201404,76,"AP4",15,"jacarepagua",23.7142857142857
201405,91,"AP4",13,"jacarepagua",23.3333333333333
201406,65,"AP4",10,"jacarepagua",23
201407,77,"AP4",21,"jacarepagua",22.3333333333333
201408,68,"AP4",8,"jacarepagua",22.4285714285714
201409,77,"AP4",6,"jacarepagua",23.7142857142857
201410,75,"AP4",6,"jacarepagua",23.8571428571429
201411,66,"AP4",4,"jacarepagua",23.2857142857143
201412,92,"AP4",10,"jacarepagua",23.6666666666667
201413,63,"AP4",4,"jacarepagua",22.1428571428571
201414,65,"AP4",12,"jacarepagua",23.1428571428571
201415,76,"AP4",10,"jacarepagua",21.7142857142857
201416,62,"AP4",11,"jacarepagua",22.1428571428571
201417,64,"AP4",2,"jacarepagua",21.1428571428571
201418,107,"AP4",8,"jacarepagua",17.2857142857143
201419,159,"AP4",13,"jacarepagua",20.1428571428571
201420,114,"AP4",7,"jacarepagua",16.8571428571429
201421,92,"AP4",7,"jacarepagua",20.2857142857143
201422,80,"AP4",6,"jacarepagua",19.1428571428571
201423,55,"AP4",11,"jacarepagua",18.5714285714286
201424,62,"AP4",5,"jacarepagua",21
201425,63,"AP4",3,"jacarepagua",18.4285714285714
201426,80,"AP4",7,"jacarepagua",17.2857142857143
201427,49,"AP4",4,"jacarepagua",18.7142857142857
201428,62,"AP4",3,"jacarepagua",19.5714285714286
201429,55,"AP4",7,"jacarepagua",17.1666666666667
201430,60,"AP4",4,"jacarepagua",17.2857142857143
201431,64,"AP4",3,"jacarepagua",17.4285714285714
201432,64,"AP4",2,"jacarepagua",16
201433,42,"AP4",1,"jacarepagua",17.2857142857143
201434,47,"AP4",6,"jacarepagua",18
201435,81,"AP4",2,"jacarepagua",18.7142857142857
201436,46,"AP4",1,"jacarepagua",18.2857142857143
201437,45,"AP4",1,"jacarepagua",18.4285714285714
201438,57,"AP4",5,"jacarepagua",20.3333333333333
201439,80,"AP4",6,"jacarepagua",19.5714285714286
201440,65,"AP4",6,"jacarepagua",22.3333333333333
201441,143,"AP4",4,"jacarepagua",18.7142857142857
201442,105,"AP4",7,"jacarepagua",21
201443,88,"AP4",4,"jacarepagua",20.1428571428571
201444,58,"AP4",43,"jacarepagua",20.5
201445,58,"AP4",3,"jacarepagua",22.7142857142857
201001,NA,"AP5.1",0,"afonsos",24.2857142857143
201002,NA,"AP5.1",0,"afonsos",24.1666666666667
201003,NA,"AP5.1",0,"afonsos",24.5
201004,NA,"AP5.1",2,"afonsos",23.6
201005,NA,"AP5.1",2,"afonsos",24.8571428571429
201006,NA,"AP5.1",1,"afonsos",24.2857142857143
201007,NA,"AP5.1",0,"afonsos",24.2857142857143
201008,NA,"AP5.1",8,"afonsos",24
201009,NA,"AP5.1",5,"afonsos",22.2
201010,NA,"AP5.1",2,"afonsos",23
201011,NA,"AP5.1",1,"afonsos",22.4285714285714
201012,NA,"AP5.1",7,"afonsos",22.8571428571429
201013,NA,"AP5.1",4,"afonsos",22.7142857142857
201014,NA,"AP5.1",4,"afonsos",20.1428571428571
201015,NA,"AP5.1",3,"afonsos",19.1428571428571
201016,NA,"AP5.1",2,"afonsos",21.6666666666667
201017,NA,"AP5.1",0,"afonsos",21
201018,NA,"AP5.1",8,"afonsos",20.4
201019,NA,"AP5.1",5,"afonsos",17.4285714285714
201020,NA,"AP5.1",4,"afonsos",18.4285714285714
201021,NA,"AP5.1",2,"afonsos",17.1428571428571
201022,NA,"AP5.1",5,"afonsos",17.5714285714286
201023,NA,"AP5.1",2,"afonsos",14.5
201024,NA,"AP5.1",5,"afonsos",13.5714285714286
201025,NA,"AP5.1",6,"afonsos",15.1428571428571
201026,NA,"AP5.1",7,"afonsos",14.7142857142857
201027,NA,"AP5.1",9,"afonsos",15.2857142857143
201028,NA,"AP5.1",9,"afonsos",18.3333333333333
201029,NA,"AP5.1",5,"afonsos",16.6
201030,NA,"AP5.1",12,"afonsos",17.8333333333333
201031,NA,"AP5.1",13,"afonsos",17
201032,NA,"AP5.1",12,"afonsos",15.7142857142857
201033,NA,"AP5.1",3,"afonsos",14.1428571428571
201034,NA,"AP5.1",3,"afonsos",15.5714285714286
201035,NA,"AP5.1",2,"afonsos",17.8571428571429
201036,NA,"AP5.1",3,"afonsos",17.8571428571429
201037,NA,"AP5.1",6,"afonsos",17.7142857142857
201038,NA,"AP5.1",4,"afonsos",17.8571428571429
201039,NA,"AP5.1",2,"afonsos",20.4
201040,NA,"AP5.1",2,"afonsos",18.2857142857143
201041,NA,"AP5.1",2,"afonsos",16.4285714285714
201042,NA,"AP5.1",2,"afonsos",17.4285714285714
201043,NA,"AP5.1",0,"afonsos",18.8333333333333
201044,NA,"AP5.1",2,"afonsos",20.2857142857143
201045,NA,"AP5.1",3,"afonsos",20.2857142857143
201046,NA,"AP5.1",1,"afonsos",18.1428571428571
201047,NA,"AP5.1",4,"afonsos",19.7142857142857
201048,NA,"AP5.1",7,"afonsos",20.3333333333333
201049,NA,"AP5.1",7,"afonsos",21
201050,NA,"AP5.1",7,"afonsos",21.8571428571429
201051,NA,"AP5.1",6,"afonsos",21.5
201052,NA,"AP5.1",12,"afonsos",20.4285714285714
201101,NA,"AP5.1",17,"afonsos",21.5714285714286
201102,NA,"AP5.1",14,"afonsos",21.7142857142857
201103,60,"AP5.1",28,"afonsos",21.5714285714286
201104,73,"AP5.1",40,"afonsos",22.1428571428571
201105,108,"AP5.1",72,"afonsos",21.1666666666667
201106,203,"AP5.1",151,"afonsos",22.1666666666667
201107,218,"AP5.1",193,"afonsos",21.4285714285714
201108,248,"AP5.1",288,"afonsos",21.8571428571429
201109,251,"AP5.1",231,"afonsos",21.8333333333333
201110,196,"AP5.1",226,"afonsos",21.8571428571429
201111,324,"AP5.1",396,"afonsos",20.8333333333333
201112,695,"AP5.1",603,"afonsos",20
201113,800,"AP5.1",607,"afonsos",20.4285714285714
201114,789,"AP5.1",672,"afonsos",19.1666666666667
201115,808,"AP5.1",542,"afonsos",20.2857142857143
201116,639,"AP5.1",611,"afonsos",19.3333333333333
201117,621,"AP5.1",674,"afonsos",18.5714285714286
201118,526,"AP5.1",425,"afonsos",18.1428571428571
201119,671,"AP5.1",500,"afonsos",16.5714285714286
201120,450,"AP5.1",382,"afonsos",14.5714285714286
201121,289,"AP5.1",298,"afonsos",14
201122,244,"AP5.1",260,"afonsos",14.1428571428571
201123,159,"AP5.1",129,"afonsos",11.8571428571429
201124,152,"AP5.1",110,"afonsos",12.2857142857143
201125,130,"AP5.1",47,"afonsos",14.1428571428571
201126,174,"AP5.1",25,"afonsos",13
201127,109,"AP5.1",44,"afonsos",13.8
201128,89,"AP5.1",21,"afonsos",13.6666666666667
201129,95,"AP5.1",20,"afonsos",14.1428571428571
201130,76,"AP5.1",15,"afonsos",13.1666666666667
201131,56,"AP5.1",17,"afonsos",15
201132,57,"AP5.1",25,"afonsos",16.2857142857143
201133,75,"AP5.1",15,"afonsos",15
201134,43,"AP5.1",14,"afonsos",16.6
201135,91,"AP5.1",8,"afonsos",14.7142857142857
201136,58,"AP5.1",11,"afonsos",15.1428571428571
201137,59,"AP5.1",20,"afonsos",16.8571428571429
201138,42,"AP5.1",26,"afonsos",16.8571428571429
201139,54,"AP5.1",39,"afonsos",15.1428571428571
201140,68,"AP5.1",54,"afonsos",18.4285714285714
201141,61,"AP5.1",30,"afonsos",20.1666666666667
201142,88,"AP5.1",33,"afonsos",16.1428571428571
201143,101,"AP5.1",30,"afonsos",18.6666666666667
201144,81,"AP5.1",36,"afonsos",16.2
201145,82,"AP5.1",34,"afonsos",18.7142857142857
201146,85,"AP5.1",10,"afonsos",18.8571428571429
201147,71,"AP5.1",36,"afonsos",19.8333333333333
201148,97,"AP5.1",44,"afonsos",19.4285714285714
201149,78,"AP5.1",92,"afonsos",21.2857142857143
201150,98,"AP5.1",137,"afonsos",20.1666666666667
201151,107,"AP5.1",154,"afonsos",20.5714285714286
201152,61,"AP5.1",123,"afonsos",21
201201,140,"AP5.1",182,"afonsos",19.6666666666667
201202,102,"AP5.1",193,"afonsos",21.1666666666667
201203,125,"AP5.1",229,"afonsos",22
201204,77,"AP5.1",295,"afonsos",21
201205,86,"AP5.1",360,"afonsos",20
201206,87,"AP5.1",435,"afonsos",21.2857142857143
201207,120,"AP5.1",548,"afonsos",20.75
201208,102,"AP5.1",684,"afonsos",22.3333333333333
201209,222,"AP5.1",1096,"afonsos",21.6666666666667
201210,242,"AP5.1",1313,"afonsos",22.1666666666667
201211,206,"AP5.1",1313,"afonsos",21.5714285714286
201212,252,"AP5.1",1523,"afonsos",20.5714285714286
201213,267,"AP5.1",1725,"afonsos",20.8571428571429
201214,262,"AP5.1",1951,"afonsos",20.7142857142857
201215,300,"AP5.1",2300,"afonsos",21.1428571428571
201216,442,"AP5.1",2618,"afonsos",19.4285714285714
201217,556,"AP5.1",2404,"afonsos",19.7142857142857
201218,429,"AP5.1",1436,"afonsos",17.3333333333333
201219,561,"AP5.1",1295,"afonsos",16.5714285714286
201220,437,"AP5.1",1103,"afonsos",16.4285714285714
201221,323,"AP5.1",910,"afonsos",15.7142857142857
201222,377,"AP5.1",676,"afonsos",18
201223,271,"AP5.1",474,"afonsos",18.8333333333333
201224,215,"AP5.1",382,"afonsos",17.5714285714286
201225,162,"AP5.1",270,"afonsos",18.6666666666667
201226,169,"AP5.1",196,"afonsos",15.4285714285714
201227,148,"AP5.1",125,"afonsos",15.4
201228,147,"AP5.1",88,"afonsos",14.1666666666667
201229,94,"AP5.1",61,"afonsos",15
201230,66,"AP5.1",29,"afonsos",15.2857142857143
201231,90,"AP5.1",60,"afonsos",16.4285714285714
201232,84,"AP5.1",51,"afonsos",13.6666666666667
201233,63,"AP5.1",52,"afonsos",16.1666666666667
201234,56,"AP5.1",55,"afonsos",16
201235,63,"AP5.1",32,"afonsos",15.1428571428571
201236,53,"AP5.1",30,"afonsos",15.5714285714286
201237,84,"AP5.1",29,"afonsos",18.5714285714286
201238,69,"AP5.1",19,"afonsos",19.2857142857143
201239,49,"AP5.1",19,"afonsos",14.5714285714286
201240,52,"AP5.1",24,"afonsos",17.1428571428571
201241,48,"AP5.1",19,"afonsos",19.5714285714286
201242,63,"AP5.1",16,"afonsos",17.1428571428571
201243,87,"AP5.1",37,"afonsos",20.8333333333333
201244,60,"AP5.1",38,"afonsos",21.4285714285714
201245,53,"AP5.1",31,"afonsos",21.2
201246,70,"AP5.1",23,"afonsos",19
201247,64,"AP5.1",31,"afonsos",19.2857142857143
201248,74,"AP5.1",42,"afonsos",20.8333333333333
201249,86,"AP5.1",24,"afonsos",22.2857142857143
201250,86,"AP5.1",29,"afonsos",24.5
201251,71,"AP5.1",27,NA,NA
201252,72,"AP5.1",27,NA,NA
201301,96,"AP5.1",47,NA,NA
201302,135,"AP5.1",74,"afonsos",20.5
201303,212,"AP5.1",78,"afonsos",20.8571428571429
201304,195,"AP5.1",93,"afonsos",20.5714285714286
201305,185,"AP5.1",107,"afonsos",20.6666666666667
201306,184,"AP5.1",100,"afonsos",20.8333333333333
201307,224,"AP5.1",190,"afonsos",23.1428571428571
201308,440,"AP5.1",348,"afonsos",23.5714285714286
201309,473,"AP5.1",366,"afonsos",21.1428571428571
201310,474,"AP5.1",388,"afonsos",21.7142857142857
201311,659,"AP5.1",518,"afonsos",22
201312,869,"AP5.1",571,"afonsos",20.8
201313,852,"AP5.1",452,"afonsos",20.8571428571429
201314,932,"AP5.1",540,"afonsos",20.4285714285714
201315,1369,"AP5.1",574,"afonsos",21.3333333333333
201316,783,"AP5.1",413,"afonsos",16.8571428571429
201317,601,"AP5.1",280,"afonsos",15.8571428571429
201318,443,"AP5.1",418,"afonsos",17.2857142857143
201319,368,"AP5.1",232,"afonsos",14.5714285714286
201320,304,"AP5.1",161,"afonsos",16.6666666666667
201321,206,"AP5.1",121,"afonsos",17.1666666666667
201322,193,"AP5.1",76,"afonsos",17
201323,164,"AP5.1",61,"afonsos",16.5714285714286
201324,146,"AP5.1",57,"afonsos",16.7142857142857
201325,150,"AP5.1",52,"afonsos",16.8571428571429
201326,123,"AP5.1",31,"afonsos",17.5714285714286
201327,88,"AP5.1",28,"afonsos",15.2
201328,90,"AP5.1",24,"afonsos",12.8571428571429
201329,84,"AP5.1",17,"afonsos",16.6666666666667
201330,57,"AP5.1",10,"afonsos",14.5714285714286
201331,148,"AP5.1",7,"afonsos",11.4285714285714
201332,155,"AP5.1",9,"afonsos",15.1428571428571
201333,71,"AP5.1",4,"afonsos",14.8571428571429
201334,97,"AP5.1",13,"afonsos",15.7142857142857
201335,63,"AP5.1",11,"afonsos",14.4285714285714
201336,55,"AP5.1",7,"afonsos",16.2857142857143
201337,46,"AP5.1",8,"afonsos",16.1666666666667
201338,115,"AP5.1",6,"afonsos",19.4285714285714
201339,45,"AP5.1",10,"afonsos",16.5714285714286
201340,56,"AP5.1",4,"afonsos",19.7142857142857
201341,53,"AP5.1",9,"afonsos",15.8571428571429
201342,57,"AP5.1",11,"afonsos",19.5714285714286
201343,69,"AP5.1",12,"afonsos",20.8571428571429
201344,66,"AP5.1",8,"afonsos",19
201345,54,"AP5.1",8,"afonsos",18.1428571428571
201346,63,"AP5.1",9,"afonsos",20.5714285714286
201347,86,"AP5.1",10,"afonsos",19.8571428571429
201348,74,"AP5.1",14,"afonsos",20.6666666666667
201349,60,"AP5.1",10,"afonsos",20.7142857142857
201350,NA,"AP5.1",10,"afonsos",21
201351,NA,"AP5.1",5,"afonsos",20
201352,NA,"AP5.1",0,"afonsos",21.1428571428571
201401,27,"AP5.1",10,"afonsos",23.2857142857143
201402,77,"AP5.1",31,"afonsos",23.1428571428571
201403,82,"AP5.1",29,"afonsos",22.2857142857143
201404,76,"AP5.1",30,"afonsos",22.4285714285714
201405,91,"AP5.1",19,"afonsos",22.8571428571429
201406,65,"AP5.1",20,"afonsos",25.3333333333333
201407,77,"AP5.1",18,"afonsos",22.4285714285714
201408,68,"AP5.1",29,"afonsos",20.2857142857143
201409,77,"AP5.1",9,"afonsos",22.1428571428571
201410,75,"AP5.1",9,"afonsos",22
201411,66,"AP5.1",22,"afonsos",22.4285714285714
201412,92,"AP5.1",17,"afonsos",22
201413,63,"AP5.1",16,"afonsos",19.7142857142857
201414,65,"AP5.1",19,"afonsos",21.2857142857143
201415,76,"AP5.1",19,"afonsos",19.7142857142857
201416,62,"AP5.1",6,"afonsos",19.5714285714286
201417,64,"AP5.1",6,"afonsos",18.7142857142857
201418,107,"AP5.1",16,"afonsos",13.7142857142857
201419,159,"AP5.1",14,"afonsos",17.2857142857143
201420,114,"AP5.1",12,"afonsos",13.5714285714286
201421,92,"AP5.1",12,"afonsos",17.4285714285714
201422,80,"AP5.1",5,"afonsos",16.5714285714286
201423,55,"AP5.1",11,"afonsos",15.1666666666667
201424,62,"AP5.1",9,"afonsos",17.8571428571429
201425,63,"AP5.1",5,"afonsos",16.2857142857143
201426,80,"AP5.1",7,"afonsos",13.2857142857143
201427,49,"AP5.1",14,"afonsos",16.8571428571429
201428,62,"AP5.1",8,"afonsos",16.8571428571429
201429,55,"AP5.1",7,"afonsos",14.7142857142857
201430,60,"AP5.1",3,"afonsos",14.4285714285714
201431,64,"AP5.1",3,"afonsos",13.8571428571429
201432,64,"AP5.1",7,"afonsos",12.8571428571429
201433,42,"AP5.1",6,"afonsos",14.2857142857143
201434,47,"AP5.1",6,"afonsos",15.6666666666667
201435,81,"AP5.1",10,"afonsos",15.2857142857143
201436,46,"AP5.1",9,"afonsos",16.8571428571429
201437,45,"AP5.1",20,"afonsos",15.8
201438,57,"AP5.1",12,"afonsos",18.5714285714286
201439,80,"AP5.1",7,"afonsos",17.4285714285714
201440,65,"AP5.1",14,"afonsos",19.5714285714286
201441,143,"AP5.1",14,"afonsos",16.4285714285714
201442,105,"AP5.1",11,"afonsos",19.8571428571429
201443,88,"AP5.1",11,"afonsos",19.1428571428571
201444,58,"AP5.1",6,"afonsos",20
201445,58,"AP5.1",1,"afonsos",22.1428571428571
201001,NA,"AP5.2",0,"afonsos",24.2857142857143
201002,NA,"AP5.2",0,"afonsos",24.1666666666667
201003,NA,"AP5.2",2,"afonsos",24.5
201004,NA,"AP5.2",10,"afonsos",23.6
201005,NA,"AP5.2",7,"afonsos",24.8571428571429
201006,NA,"AP5.2",6,"afonsos",24.2857142857143
201007,NA,"AP5.2",7,"afonsos",24.2857142857143
201008,NA,"AP5.2",5,"afonsos",24
201009,NA,"AP5.2",6,"afonsos",22.2
201010,NA,"AP5.2",6,"afonsos",23
201011,NA,"AP5.2",11,"afonsos",22.4285714285714
201012,NA,"AP5.2",6,"afonsos",22.8571428571429
201013,NA,"AP5.2",4,"afonsos",22.7142857142857
201014,NA,"AP5.2",5,"afonsos",20.1428571428571
201015,NA,"AP5.2",6,"afonsos",19.1428571428571
201016,NA,"AP5.2",14,"afonsos",21.6666666666667
201017,NA,"AP5.2",11,"afonsos",21
201018,NA,"AP5.2",15,"afonsos",20.4
201019,NA,"AP5.2",2,"afonsos",17.4285714285714
201020,NA,"AP5.2",7,"afonsos",18.4285714285714
201021,NA,"AP5.2",6,"afonsos",17.1428571428571
201022,NA,"AP5.2",8,"afonsos",17.5714285714286
201023,NA,"AP5.2",6,"afonsos",14.5
201024,NA,"AP5.2",9,"afonsos",13.5714285714286
201025,NA,"AP5.2",2,"afonsos",15.1428571428571
201026,NA,"AP5.2",5,"afonsos",14.7142857142857
201027,NA,"AP5.2",8,"afonsos",15.2857142857143
201028,NA,"AP5.2",5,"afonsos",18.3333333333333
201029,NA,"AP5.2",4,"afonsos",16.6
201030,NA,"AP5.2",16,"afonsos",17.8333333333333
201031,NA,"AP5.2",12,"afonsos",17
201032,NA,"AP5.2",12,"afonsos",15.7142857142857
201033,NA,"AP5.2",14,"afonsos",14.1428571428571
201034,NA,"AP5.2",6,"afonsos",15.5714285714286
201035,NA,"AP5.2",6,"afonsos",17.8571428571429
201036,NA,"AP5.2",4,"afonsos",17.8571428571429
201037,NA,"AP5.2",7,"afonsos",17.7142857142857
201038,NA,"AP5.2",2,"afonsos",17.8571428571429
201039,NA,"AP5.2",2,"afonsos",20.4
201040,NA,"AP5.2",8,"afonsos",18.2857142857143
201041,NA,"AP5.2",2,"afonsos",16.4285714285714
201042,NA,"AP5.2",0,"afonsos",17.4285714285714
201043,NA,"AP5.2",2,"afonsos",18.8333333333333
201044,NA,"AP5.2",4,"afonsos",20.2857142857143
201045,NA,"AP5.2",1,"afonsos",20.2857142857143
201046,NA,"AP5.2",7,"afonsos",18.1428571428571
201047,NA,"AP5.2",10,"afonsos",19.7142857142857
201048,NA,"AP5.2",3,"afonsos",20.3333333333333
201049,NA,"AP5.2",14,"afonsos",21
201050,NA,"AP5.2",10,"afonsos",21.8571428571429
201051,NA,"AP5.2",12,"afonsos",21.5
201052,NA,"AP5.2",19,"afonsos",20.4285714285714
201101,NA,"AP5.2",36,"afonsos",21.5714285714286
201102,NA,"AP5.2",48,"afonsos",21.7142857142857
201103,60,"AP5.2",36,"afonsos",21.5714285714286
201104,73,"AP5.2",65,"afonsos",22.1428571428571
201105,108,"AP5.2",106,"afonsos",21.1666666666667
