"SE","tweets","APS","casos","estacao","x"
201008,NA,"AP2.2",4,"santosdumont",24.5714285714286
201009,NA,"AP2.2",1,"santosdumont",22.1428571428571
201010,NA,"AP2.2",4,"santosdumont",24.8571428571429
201011,NA,"AP2.2",2,"santosdumont",23.8571428571429
201012,NA,"AP2.2",3,"santosdumont",25.8571428571429
201013,NA,"AP2.2",1,"santosdumont",24.1428571428571
201014,NA,"AP2.2",2,"santosdumont",21.2857142857143
201015,NA,"AP2.2",3,"santosdumont",21.7142857142857
201016,NA,"AP2.2",2,"santosdumont",24.4285714285714
201017,NA,"AP2.2",9,"santosdumont",22.5714285714286
201018,NA,"AP2.2",14,"santosdumont",22.8571428571429
201019,NA,"AP2.2",5,"santosdumont",20.7142857142857
201020,NA,"AP2.2",8,"santosdumont",21.2857142857143
201021,NA,"AP2.2",8,"santosdumont",21.2857142857143
201022,NA,"AP2.2",7,"santosdumont",19.7142857142857
201023,NA,"AP2.2",3,"santosdumont",18.4285714285714
201024,NA,"AP2.2",6,"santosdumont",17.8571428571429
201025,NA,"AP2.2",1,"santosdumont",19.2857142857143
201026,NA,"AP2.2",6,"santosdumont",19.7142857142857
201027,NA,"AP2.2",2,"santosdumont",20.1428571428571
201028,NA,"AP2.2",1,"santosdumont",21
201029,NA,"AP2.2",2,"santosdumont",20.7142857142857
201030,NA,"AP2.2",1,"santosdumont",20.5
201031,NA,"AP2.2",8,"santosdumont",20
201032,NA,"AP2.2",2,"santosdumont",19.4285714285714
201033,NA,"AP2.2",2,"santosdumont",17.2857142857143
201034,NA,"AP2.2",4,"santosdumont",20
201035,NA,"AP2.2",3,"santosdumont",21.4285714285714
201036,NA,"AP2.2",3,"santosdumont",19.7142857142857
201037,NA,"AP2.2",4,"santosdumont",20.5714285714286
201038,NA,"AP2.2",2,"santosdumont",20.2857142857143
201039,NA,"AP2.2",5,"santosdumont",21.5
201040,NA,"AP2.2",3,"santosdumont",20.5714285714286
201041,NA,"AP2.2",2,"santosdumont",19.1428571428571
201042,NA,"AP2.2",3,"santosdumont",20.5714285714286
201043,NA,"AP2.2",3,"santosdumont",21.1428571428571
201044,NA,"AP2.2",3,"santosdumont",22
201045,NA,"AP2.2",5,"santosdumont",21
201046,NA,"AP2.2",3,"santosdumont",21.1666666666667
201047,NA,"AP2.2",7,"santosdumont",23
201048,NA,"AP2.2",3,"santosdumont",25
201049,NA,"AP2.2",4,"santosdumont",24.4285714285714
201050,NA,"AP2.2",7,"santosdumont",24.5714285714286
201051,NA,"AP2.2",8,"santosdumont",25
201052,NA,"AP2.2",6,"santosdumont",23.8571428571429
201101,NA,"AP2.2",14,"santosdumont",24.7142857142857
201102,NA,"AP2.2",15,"santosdumont",24.8571428571429
201103,60,"AP2.2",12,"santosdumont",25.7142857142857
201104,73,"AP2.2",26,"santosdumont",24.8571428571429
201105,108,"AP2.2",36,"santosdumont",24
201106,203,"AP2.2",55,"santosdumont",24.7142857142857
201107,218,"AP2.2",62,"santosdumont",24.1428571428571
201108,248,"AP2.2",69,"santosdumont",24
201109,251,"AP2.2",58,"santosdumont",23
201110,196,"AP2.2",51,"santosdumont",23
201111,324,"AP2.2",90,"santosdumont",23.4285714285714
201112,695,"AP2.2",179,"santosdumont",22.5
201113,800,"AP2.2",191,"santosdumont",23.5714285714286
201114,789,"AP2.2",300,"santosdumont",23.2857142857143
201115,808,"AP2.2",285,"santosdumont",24.4285714285714
201116,639,"AP2.2",240,"santosdumont",23.5714285714286
201117,621,"AP2.2",235,"santosdumont",22.1428571428571
201118,526,"AP2.2",228,"santosdumont",22.2857142857143
201119,671,"AP2.2",158,"santosdumont",21.1428571428571
201120,450,"AP2.2",122,"santosdumont",19
201121,289,"AP2.2",96,"santosdumont",19
201122,244,"AP2.2",72,"santosdumont",18.8571428571429
201123,159,"AP2.2",37,"santosdumont",17.8571428571429
201124,152,"AP2.2",26,"santosdumont",18.5714285714286
201125,130,"AP2.2",19,"santosdumont",19.7142857142857
201126,174,"AP2.2",21,"santosdumont",18.8571428571429
201127,109,"AP2.2",15,"santosdumont",16.5714285714286
201128,89,"AP2.2",8,"santosdumont",17.4285714285714
201129,95,"AP2.2",7,"santosdumont",20.5714285714286
201130,76,"AP2.2",8,"santosdumont",19.1428571428571
201131,56,"AP2.2",1,"santosdumont",18.8571428571429
201132,57,"AP2.2",2,"santosdumont",19.5714285714286
201133,75,"AP2.2",1,"santosdumont",19.8333333333333
201134,43,"AP2.2",3,"santosdumont",19.1428571428571
201135,91,"AP2.2",1,"santosdumont",19.1428571428571
201136,58,"AP2.2",4,"santosdumont",19.5
201137,59,"AP2.2",2,"santosdumont",19.4285714285714
201138,42,"AP2.2",11,"santosdumont",19.5714285714286
201139,54,"AP2.2",5,"santosdumont",19
201140,68,"AP2.2",6,"santosdumont",20.6666666666667
201141,61,"AP2.2",12,"santosdumont",21.1428571428571
201142,88,"AP2.2",12,"santosdumont",18.8571428571429
201143,101,"AP2.2",19,"santosdumont",19.6666666666667
201144,81,"AP2.2",7,"santosdumont",18.1428571428571
201145,82,"AP2.2",15,"santosdumont",20.1666666666667
201146,85,"AP2.2",6,"santosdumont",20.7142857142857
201147,71,"AP2.2",14,"santosdumont",20.7142857142857
201148,97,"AP2.2",10,"santosdumont",20.8571428571429
201149,78,"AP2.2",15,"santosdumont",21.4285714285714
201150,98,"AP2.2",22,"santosdumont",22
201151,107,"AP2.2",22,"santosdumont",23.4285714285714
201152,61,"AP2.2",25,"santosdumont",22
201201,140,"AP2.2",43,"santosdumont",22
201202,102,"AP2.2",36,"santosdumont",22.7142857142857
201203,125,"AP2.2",35,"santosdumont",23.1428571428571
201204,77,"AP2.2",39,"santosdumont",22
201205,86,"AP2.2",54,"santosdumont",22
201206,87,"AP2.2",55,"santosdumont",22.8571428571429
201207,120,"AP2.2",64,"santosdumont",23
201208,102,"AP2.2",65,"santosdumont",23
201209,222,"AP2.2",100,"santosdumont",23.8571428571429
201210,242,"AP2.2",142,"santosdumont",22.8571428571429
201211,206,"AP2.2",124,"santosdumont",23
201212,252,"AP2.2",129,"santosdumont",23
201213,267,"AP2.2",206,"santosdumont",22.7142857142857
201214,262,"AP2.2",198,"santosdumont",23.4285714285714
201215,300,"AP2.2",224,"santosdumont",23.3333333333333
201216,442,"AP2.2",244,"santosdumont",22.2857142857143
201217,556,"AP2.2",259,"santosdumont",22.5
201218,429,"AP2.2",290,"santosdumont",20
201219,561,"AP2.2",243,"santosdumont",20.7142857142857
201220,437,"AP2.2",213,"santosdumont",18.8571428571429
201221,323,"AP2.2",203,"santosdumont",19.7142857142857
201222,377,"AP2.2",204,"santosdumont",21.7142857142857
201223,271,"AP2.2",137,"santosdumont",21.1428571428571
201224,215,"AP2.2",141,"santosdumont",20.1428571428571
201225,162,"AP2.2",100,"santosdumont",21.4285714285714
201226,169,"AP2.2",57,"santosdumont",19.7142857142857
201227,148,"AP2.2",67,"santosdumont",20.8333333333333
201228,147,"AP2.2",37,"santosdumont",18.3333333333333
201229,94,"AP2.2",29,"santosdumont",18
201230,66,"AP2.2",31,"santosdumont",20.4285714285714
201231,90,"AP2.2",28,"santosdumont",20.5714285714286
201232,84,"AP2.2",37,"santosdumont",18.8571428571429
201233,63,"AP2.2",35,"santosdumont",20.1666666666667
201234,56,"AP2.2",16,"santosdumont",18.8333333333333
201235,63,"AP2.2",17,"santosdumont",18.5714285714286
201236,53,"AP2.2",12,"santosdumont",18.7142857142857
201237,84,"AP2.2",9,"santosdumont",20.7142857142857
201238,69,"AP2.2",8,"santosdumont",21.1666666666667
201239,49,"AP2.2",16,"santosdumont",17
201240,52,"AP2.2",8,"santosdumont",19.7142857142857
201241,48,"AP2.2",3,"santosdumont",21.3333333333333
201242,63,"AP2.2",9,"santosdumont",20.2857142857143
201243,87,"AP2.2",10,"santosdumont",22.1666666666667
201244,60,"AP2.2",14,"santosdumont",22.5714285714286
201245,53,"AP2.2",10,"santosdumont",21.8
201246,70,"AP2.2",7,"santosdumont",20.2
201247,64,"AP2.2",10,"santosdumont",20.8571428571429
201248,74,"AP2.2",4,"santosdumont",21.6666666666667
201249,86,"AP2.2",6,"santosdumont",24
201250,86,"AP2.2",9,"santosdumont",23.4285714285714
201251,71,"AP2.2",6,"santosdumont",24.2857142857143
201252,72,"AP2.2",7,"santosdumont",24.5
201301,96,"AP2.2",39,"santosdumont",24.2857142857143
201302,135,"AP2.2",82,"santosdumont",24.1428571428571
201303,212,"AP2.2",70,"santosdumont",23
201304,195,"AP2.2",82,"santosdumont",23
201305,185,"AP2.2",109,"santosdumont",23.4285714285714
201306,184,"AP2.2",128,"santosdumont",23
201307,224,"AP2.2",171,"santosdumont",24.2857142857143
201308,440,"AP2.2",290,"santosdumont",25.4
201309,473,"AP2.2",300,"santosdumont",23.1666666666667
201310,474,"AP2.2",232,"santosdumont",25
201311,659,"AP2.2",302,"santosdumont",24.25
201312,869,"AP2.2",386,"santosdumont",23.2
201313,852,"AP2.2",339,"santosdumont",22.6666666666667
201314,932,"AP2.2",384,"santosdumont",23.5
201315,1369,"AP2.2",460,"santosdumont",23.2857142857143
201316,783,"AP2.2",419,"santosdumont",20.7142857142857
201317,601,"AP2.2",306,"santosdumont",19.8571428571429
201318,443,"AP2.2",195,"santosdumont",21.5714285714286
201319,368,"AP2.2",202,"santosdumont",18.8571428571429
201320,304,"AP2.2",111,"santosdumont",20.7142857142857
201321,206,"AP2.2",82,"santosdumont",20.1666666666667
201322,193,"AP2.2",22,"santosdumont",20
201323,164,"AP2.2",24,"santosdumont",20.4285714285714
201324,146,"AP2.2",16,"santosdumont",20.6666666666667
201325,150,"AP2.2",19,"santosdumont",21
201326,123,"AP2.2",7,"santosdumont",20.8571428571429
201327,88,"AP2.2",7,"santosdumont",19.3333333333333
201328,90,"AP2.2",2,"santosdumont",18.1428571428571
201329,84,"AP2.2",1,"santosdumont",20.5
201330,57,"AP2.2",5,"santosdumont",18.6666666666667
201331,148,"AP2.2",4,"santosdumont",17.1428571428571
201332,155,"AP2.2",4,"santosdumont",20.5714285714286
201333,71,"AP2.2",1,"santosdumont",18.2857142857143
201334,97,"AP2.2",0,"santosdumont",20.4285714285714
201335,63,"AP2.2",0,"santosdumont",18.7142857142857
201336,55,"AP2.2",1,"santosdumont",20
201337,46,"AP2.2",2,"santosdumont",20.7142857142857
201338,115,"AP2.2",2,"santosdumont",22.5714285714286
201339,45,"AP2.2",4,"santosdumont",19.6666666666667
201340,56,"AP2.2",1,"santosdumont",21.5714285714286
201341,53,"AP2.2",2,"santosdumont",19.5
201342,57,"AP2.2",3,"santosdumont",21.3333333333333
201343,69,"AP2.2",0,"santosdumont",22.5
201344,66,"AP2.2",0,"santosdumont",21
201345,54,"AP2.2",3,"santosdumont",20.3333333333333
201346,63,"AP2.2",2,"santosdumont",22.7142857142857
201347,86,"AP2.2",3,"santosdumont",21.1666666666667
201348,74,"AP2.2",0,"santosdumont",22.8571428571429
201349,60,"AP2.2",0,"santosdumont",22.2857142857143
201350,NA,"AP2.2",3,"santosdumont",22.7142857142857
201351,NA,"AP2.2",1,"santosdumont",22.1428571428571
201352,NA,"AP2.2",0,"santosdumont",23.8571428571429
201401,27,"AP2.2",8,"santosdumont",25.5
201402,77,"AP2.2",13,"santosdumont",24.7142857142857
201403,82,"AP2.2",20,"santosdumont",23.6666666666667
201404,76,"AP2.2",10,"santosdumont",25
201405,91,"AP2.2",4,"santosdumont",25.1666666666667
201406,65,"AP2.2",9,"santosdumont",24.7142857142857
201407,77,"AP2.2",14,"santosdumont",23.8571428571429
201408,68,"AP2.2",2,"santosdumont",22.7142857142857
201409,77,"AP2.2",12,"santosdumont",23.8571428571429
201410,75,"AP2.2",5,"santosdumont",23.5
201411,66,"AP2.2",9,"santosdumont",24
201412,92,"AP2.2",11,"santosdumont",23.8333333333333
201413,63,"AP2.2",17,"santosdumont",22.7142857142857
201414,65,"AP2.2",3,"santosdumont",23.6666666666667
201415,76,"AP2.2",2,"santosdumont",23.1666666666667
201416,62,"AP2.2",5,"santosdumont",21.8571428571429
201417,64,"AP2.2",6,"santosdumont",22.4285714285714
201418,107,"AP2.2",2,"santosdumont",19.6666666666667
201419,159,"AP2.2",4,"santosdumont",22.1428571428571
201420,114,"AP2.2",6,"santosdumont",19.5714285714286
201421,92,"AP2.2",8,"santosdumont",21.8333333333333
201422,80,"AP2.2",0,"santosdumont",20.1428571428571
201423,55,"AP2.2",3,"santosdumont",20.7142857142857
201424,62,"AP2.2",0,"santosdumont",21.7142857142857
201425,63,"AP2.2",7,"santosdumont",20
201426,80,"AP2.2",5,"santosdumont",19.1428571428571
201427,49,"AP2.2",1,"santosdumont",20.4285714285714
201428,62,"AP2.2",5,"santosdumont",19.8571428571429
201429,55,"AP2.2",7,"santosdumont",19.1428571428571
201430,60,"AP2.2",2,"santosdumont",19.2857142857143
201431,64,"AP2.2",7,"santosdumont",18.4285714285714
201432,64,"AP2.2",12,"santosdumont",18.5714285714286
201433,42,"AP2.2",8,"santosdumont",18.7142857142857
201434,47,"AP2.2",2,"santosdumont",19.7142857142857
201435,81,"AP2.2",3,"santosdumont",20
201436,46,"AP2.2",6,"santosdumont",19.5714285714286
201437,45,"AP2.2",6,"santosdumont",20
201438,57,"AP2.2",3,"santosdumont",20.6
201439,80,"AP2.2",0,"santosdumont",20.5
201440,65,"AP2.2",3,"santosdumont",20.3333333333333
201441,143,"AP2.2",14,"santosdumont",19.4285714285714
201442,105,"AP2.2",4,"santosdumont",20.4285714285714
201443,88,"AP2.2",4,"santosdumont",20.7142857142857
201444,58,"AP2.2",6,"santosdumont",22.2857142857143
201445,58,"AP2.2",1,"santosdumont",22
201001,NA,"AP3.1",0,"galeao",25.1666666666667
201002,NA,"AP3.1",0,"galeao",24.4285714285714
201003,NA,"AP3.1",1,"galeao",23.8571428571429
201004,NA,"AP3.1",1,"galeao",23.7142857142857
201005,NA,"AP3.1",2,"galeao",25.1428571428571
201006,NA,"AP3.1",1,"galeao",24.6666666666667
201007,NA,"AP3.1",2,"galeao",24.5714285714286
201008,NA,"AP3.1",1,"galeao",23.3333333333333
201009,NA,"AP3.1",1,"galeao",21.5714285714286
201010,NA,"AP3.1",3,"galeao",23.5714285714286
201011,NA,"AP3.1",1,"galeao",22.5714285714286
201012,NA,"AP3.1",4,"galeao",23.5714285714286
201013,NA,"AP3.1",3,"galeao",23.1428571428571
201014,NA,"AP3.1",3,"galeao",20
201015,NA,"AP3.1",2,"galeao",19.7142857142857
201016,NA,"AP3.1",5,"galeao",22.4285714285714
201017,NA,"AP3.1",4,"galeao",21
201018,NA,"AP3.1",4,"galeao",20.7142857142857
201019,NA,"AP3.1",3,"galeao",18.5
201020,NA,"AP3.1",1,"galeao",19.1428571428571
201021,NA,"AP3.1",5,"galeao",18.8571428571429
201022,NA,"AP3.1",2,"galeao",17.4285714285714
201023,NA,"AP3.1",2,"galeao",15.8571428571429
201024,NA,"AP3.1",2,"galeao",14.8571428571429
201025,NA,"AP3.1",1,"galeao",16.6666666666667
201026,NA,"AP3.1",2,"galeao",17.1428571428571
201027,NA,"AP3.1",4,"galeao",16.5714285714286
201028,NA,"AP3.1",5,"galeao",19.5
201029,NA,"AP3.1",3,"galeao",18.2857142857143
201030,NA,"AP3.1",7,"galeao",18.1666666666667
201031,NA,"AP3.1",5,"galeao",18.3333333333333
201032,NA,"AP3.1",4,"galeao",17
201033,NA,"AP3.1",6,"galeao",14.1428571428571
201034,NA,"AP3.1",2,"galeao",16.8571428571429
201035,NA,"AP3.1",3,"galeao",19
201036,NA,"AP3.1",2,"galeao",17.8571428571429
201037,NA,"AP3.1",6,"galeao",17.8571428571429
201038,NA,"AP3.1",1,"galeao",19.1666666666667
201039,NA,"AP3.1",3,"galeao",21.1428571428571
201040,NA,"AP3.1",1,"galeao",19.5
201041,NA,"AP3.1",5,"galeao",16.8333333333333
201042,NA,"AP3.1",2,"galeao",19.5
201043,NA,"AP3.1",0,"galeao",20.1428571428571
201044,NA,"AP3.1",2,"galeao",21
201045,NA,"AP3.1",3,"galeao",20.8571428571429
201046,NA,"AP3.1",3,"galeao",20
201047,NA,"AP3.1",4,"galeao",22.7142857142857
201048,NA,"AP3.1",7,"galeao",24.2857142857143
201049,NA,"AP3.1",11,"galeao",23.8571428571429
201050,NA,"AP3.1",13,"galeao",23.7142857142857
201051,NA,"AP3.1",6,"galeao",24
201052,NA,"AP3.1",6,"galeao",22.8
201101,NA,"AP3.1",13,"galeao",23.6666666666667
201102,NA,"AP3.1",15,"galeao",24.1666666666667
201103,60,"AP3.1",16,"galeao",24.8571428571429
201104,73,"AP3.1",20,"galeao",24.4285714285714
201105,108,"AP3.1",38,"galeao",24.1428571428571
201106,203,"AP3.1",39,"galeao",24.7142857142857
201107,218,"AP3.1",73,"galeao",24.2857142857143
201108,248,"AP3.1",122,"galeao",24.4285714285714
201109,251,"AP3.1",79,"galeao",22.8571428571429
201110,196,"AP3.1",75,"galeao",22.5714285714286
201111,324,"AP3.1",143,"galeao",23
201112,695,"AP3.1",175,"galeao",22.7142857142857
201113,800,"AP3.1",310,"galeao",23.1428571428571
201114,789,"AP3.1",410,"galeao",22
201115,808,"AP3.1",256,"galeao",23.1428571428571
201116,639,"AP3.1",184,"galeao",22.4285714285714
201117,621,"AP3.1",197,"galeao",20.6666666666667
201118,526,"AP3.1",159,"galeao",20.6666666666667
201119,671,"AP3.1",137,"galeao",20
201120,450,"AP3.1",80,"galeao",17.7142857142857
201121,289,"AP3.1",64,"galeao",17
201122,244,"AP3.1",51,"galeao",17.8571428571429
201123,159,"AP3.1",34,"galeao",15.5714285714286
201124,152,"AP3.1",22,"galeao",16
201125,130,"AP3.1",21,"galeao",17.6666666666667
201126,174,"AP3.1",13,"galeao",16.5
201127,109,"AP3.1",12,"galeao",15.4285714285714
201128,89,"AP3.1",12,"galeao",15.5
201129,95,"AP3.1",4,"galeao",18.5714285714286
201130,76,"AP3.1",6,"galeao",16.5714285714286
201131,56,"AP3.1",4,"galeao",17.1428571428571
201132,57,"AP3.1",10,"galeao",18.2857142857143
201133,75,"AP3.1",3,"galeao",19
201134,43,"AP3.1",1,"galeao",18
201135,91,"AP3.1",2,"galeao",17.7142857142857
201136,58,"AP3.1",3,"galeao",16.1428571428571
201137,59,"AP3.1",5,"galeao",18.5714285714286
201138,42,"AP3.1",13,"galeao",17.5714285714286
201139,54,"AP3.1",10,"galeao",18
201140,68,"AP3.1",5,"galeao",20.3333333333333
201141,61,"AP3.1",3,"galeao",21.6666666666667
201142,88,"AP3.1",7,"galeao",18.1428571428571
201143,101,"AP3.1",24,"galeao",20.5714285714286
201144,81,"AP3.1",14,"galeao",16.8
201145,82,"AP3.1",31,"galeao",20.1428571428571
201146,85,"AP3.1",16,"galeao",20.3333333333333
201147,71,"AP3.1",51,"galeao",20.3333333333333
201148,97,"AP3.1",35,"galeao",21
201149,78,"AP3.1",54,"galeao",22.1428571428571
201150,98,"AP3.1",64,"galeao",22.2857142857143
201151,107,"AP3.1",60,"galeao",22.8571428571429
201152,61,"AP3.1",49,"galeao",22.1428571428571
201201,140,"AP3.1",80,"galeao",21.8571428571429
201202,102,"AP3.1",80,"galeao",22.7142857142857
201203,125,"AP3.1",90,"galeao",23.5714285714286
201204,77,"AP3.1",88,"galeao",22.5714285714286
201205,86,"AP3.1",127,"galeao",21.4285714285714
201206,87,"AP3.1",137,"galeao",23.8333333333333
201207,120,"AP3.1",147,"galeao",23
201208,102,"AP3.1",190,"galeao",23.5714285714286
201209,222,"AP3.1",257,"galeao",24.3333333333333
201210,242,"AP3.1",318,"galeao",22.7142857142857
201211,206,"AP3.1",375,"galeao",23.2857142857143
201212,252,"AP3.1",475,"galeao",23
201213,267,"AP3.1",480,"galeao",23.2
201214,262,"AP3.1",375,"galeao",22.7142857142857
201215,300,"AP3.1",514,"galeao",22.6666666666667
201216,442,"AP3.1",569,"galeao",20.8333333333333
201217,556,"AP3.1",615,"galeao",21.2857142857143
201218,429,"AP3.1",550,"galeao",19.4285714285714
201219,561,"AP3.1",602,"galeao",19.5714285714286
201220,437,"AP3.1",558,"galeao",17.8
201221,323,"AP3.1",435,"galeao",17.8571428571429
201222,377,"AP3.1",338,"galeao",20.6666666666667
201223,271,"AP3.1",314,"galeao",20.7142857142857
201224,215,"AP3.1",244,"galeao",19.1666666666667
201225,162,"AP3.1",152,"galeao",20.3333333333333
201226,169,"AP3.1",158,"galeao",17.5
201227,148,"AP3.1",110,"galeao",17.7142857142857
201228,147,"AP3.1",90,"galeao",17.1428571428571
201229,94,"AP3.1",52,"galeao",17.1428571428571
201230,66,"AP3.1",47,"galeao",18
201231,90,"AP3.1",63,"galeao",18.8571428571429
201232,84,"AP3.1",71,"galeao",16
201233,63,"AP3.1",61,"galeao",17.2857142857143
201234,56,"AP3.1",52,"galeao",17.1428571428571
201235,63,"AP3.1",23,"galeao",17.5714285714286
201236,53,"AP3.1",25,"galeao",17.4285714285714
201237,84,"AP3.1",23,"galeao",20.4285714285714
201238,69,"AP3.1",33,"galeao",20.8
201239,49,"AP3.1",17,"galeao",16.7142857142857
201240,52,"AP3.1",17,"galeao",18.5714285714286
201241,48,"AP3.1",14,"galeao",20.5714285714286
201242,63,"AP3.1",10,"galeao",19.7142857142857
201243,87,"AP3.1",22,"galeao",22.7142857142857
201244,60,"AP3.1",12,"galeao",23.2857142857143
201245,53,"AP3.1",28,"galeao",22.6
201246,70,"AP3.1",17,"galeao",20.4285714285714
201247,64,"AP3.1",13,"galeao",21
201248,74,"AP3.1",19,"galeao",21.7142857142857
201249,86,"AP3.1",32,"galeao",23.8571428571429
201250,86,"AP3.1",21,"galeao",24.75
201251,71,"AP3.1",21,"galeao",25
201252,72,"AP3.1",13,"galeao",25.7142857142857
201301,96,"AP3.1",21,"galeao",24
201302,135,"AP3.1",56,"galeao",22.6
201303,212,"AP3.1",54,"galeao",22
201304,195,"AP3.1",65,"galeao",23
201305,185,"AP3.1",85,"galeao",23
201306,184,"AP3.1",100,"galeao",22.8571428571429
201307,224,"AP3.1",127,"galeao",25.2857142857143
201308,440,"AP3.1",219,"galeao",25.1428571428571
201309,473,"AP3.1",293,"galeao",23
201310,474,"AP3.1",336,"galeao",24.4285714285714
201311,659,"AP3.1",429,"galeao",24.2857142857143
201312,869,"AP3.1",413,"galeao",22.8
201313,852,"AP3.1",473,"galeao",22.5714285714286
201314,932,"AP3.1",517,"galeao",22.7142857142857
201315,1369,"AP3.1",459,"galeao",22.8571428571429
201316,783,"AP3.1",355,"galeao",20
201317,601,"AP3.1",222,"galeao",18.6666666666667
201318,443,"AP3.1",183,"galeao",20.2857142857143
201319,368,"AP3.1",106,"galeao",17.8333333333333
201320,304,"AP3.1",80,"galeao",19.3333333333333
201321,206,"AP3.1",68,"galeao",19.6666666666667
201322,193,"AP3.1",57,"galeao",18.8571428571429
201323,164,"AP3.1",41,"galeao",19
201324,146,"AP3.1",31,"galeao",19.4285714285714
201325,150,"AP3.1",18,"galeao",19.1428571428571
201326,123,"AP3.1",15,"galeao",19.4285714285714
201327,88,"AP3.1",15,"galeao",17.5714285714286
201328,90,"AP3.1",7,"galeao",15.4285714285714
201329,84,"AP3.1",11,"galeao",19.2
201330,57,"AP3.1",6,"galeao",16.7142857142857
201331,148,"AP3.1",5,"galeao",15.1428571428571
201332,155,"AP3.1",4,"galeao",18.4285714285714
201333,71,"AP3.1",3,"galeao",17.2857142857143
201334,97,"AP3.1",2,"galeao",18.1428571428571
201335,63,"AP3.1",1,"galeao",16.5
201336,55,"AP3.1",1,"galeao",18.1428571428571
201337,46,"AP3.1",0,"galeao",18.4285714285714
201338,115,"AP3.1",1,"galeao",20.8333333333333
201339,45,"AP3.1",4,"galeao",19.5714285714286
201340,56,"AP3.1",3,"galeao",20.5714285714286
201341,53,"AP3.1",1,"galeao",17
201342,57,"AP3.1",2,"galeao",20.5
201343,69,"AP3.1",3,"galeao",22.7142857142857
201344,66,"AP3.1",1,"galeao",19.7142857142857
201345,54,"AP3.1",1,"galeao",19.4285714285714
201346,63,"AP3.1",4,"galeao",22
201347,86,"AP3.1",3,"galeao",21.1428571428571
201348,74,"AP3.1",5,"galeao",22.6
201349,60,"AP3.1",2,"galeao",22.8571428571429
201350,NA,"AP3.1",3,"galeao",22.3333333333333
201351,NA,"AP3.1",2,"galeao",22.2857142857143
201352,NA,"AP3.1",0,"galeao",22.8571428571429
201401,27,"AP3.1",6,"galeao",25
201402,77,"AP3.1",17,"galeao",24.1428571428571
201403,82,"AP3.1",30,"galeao",23.5714285714286
201404,76,"AP3.1",35,"galeao",24.4285714285714
201405,91,"AP3.1",19,"galeao",24.7142857142857
201406,65,"AP3.1",12,"galeao",25
201407,77,"AP3.1",18,"galeao",24.5714285714286
201408,68,"AP3.1",10,"galeao",22.4285714285714
201409,77,"AP3.1",10,"galeao",24.2857142857143
201410,75,"AP3.1",3,"galeao",23.2857142857143
201411,66,"AP3.1",4,"galeao",23.8571428571429
201412,92,"AP3.1",11,"galeao",23.7142857142857
201413,63,"AP3.1",14,"galeao",21.8571428571429
201414,65,"AP3.1",6,"galeao",22.7142857142857
201415,76,"AP3.1",7,"galeao",21.5714285714286
201416,62,"AP3.1",3,"galeao",21.8571428571429
201417,64,"AP3.1",7,"galeao",21.5714285714286
201418,107,"AP3.1",11,"galeao",17.3333333333333
201419,159,"AP3.1",12,"galeao",20.1428571428571
201420,114,"AP3.1",14,"galeao",17
201421,92,"AP3.1",11,"galeao",20
201422,80,"AP3.1",6,"galeao",18.4285714285714
201423,55,"AP3.1",5,"galeao",18.7142857142857
201424,62,"AP3.1",2,"galeao",19.2857142857143
201425,63,"AP3.1",7,"galeao",18.5714285714286
201426,80,"AP3.1",7,"galeao",16.6666666666667
201427,49,"AP3.1",4,"galeao",19.5
201428,62,"AP3.1",2,"galeao",18.8571428571429
201429,55,"AP3.1",3,"galeao",17
201430,60,"AP3.1",6,"galeao",16.8571428571429
201431,64,"AP3.1",4,"galeao",16.4285714285714
201432,64,"AP3.1",3,"galeao",15.4285714285714
201433,42,"AP3.1",3,"galeao",16
201434,47,"AP3.1",4,"galeao",18
201435,81,"AP3.1",4,"galeao",17.1666666666667
201436,46,"AP3.1",7,"galeao",17.4285714285714
201437,45,"AP3.1",2,"galeao",17.5714285714286
201438,57,"AP3.1",9,"galeao",19.2857142857143
201439,80,"AP3.1",6,"galeao",18.7142857142857
201440,65,"AP3.1",6,"galeao",19.8333333333333
201441,143,"AP3.1",3,"galeao",17.1428571428571
201442,105,"AP3.1",11,"galeao",20.8571428571429
201443,88,"AP3.1",3,"galeao",20.2857142857143
201444,58,"AP3.1",2,"galeao",21.2857142857143
201445,58,"AP3.1",3,"galeao",22.8571428571429
201001,NA,"AP3.2",0,"galeao",25.1666666666667
201002,NA,"AP3.2",2,"galeao",24.4285714285714
201003,NA,"AP3.2",2,"galeao",23.8571428571429
201004,NA,"AP3.2",2,"galeao",23.7142857142857
201005,NA,"AP3.2",3,"galeao",25.1428571428571
201006,NA,"AP3.2",7,"galeao",24.6666666666667
201007,NA,"AP3.2",2,"galeao",24.5714285714286
201008,NA,"AP3.2",5,"galeao",23.3333333333333
201009,NA,"AP3.2",11,"galeao",21.5714285714286
201010,NA,"AP3.2",2,"galeao",23.5714285714286
201011,NA,"AP3.2",4,"galeao",22.5714285714286
201012,NA,"AP3.2",4,"galeao",23.5714285714286
201013,NA,"AP3.2",3,"galeao",23.1428571428571
201014,NA,"AP3.2",6,"galeao",20
201015,NA,"AP3.2",5,"galeao",19.7142857142857
201016,NA,"AP3.2",4,"galeao",22.4285714285714
201017,NA,"AP3.2",8,"galeao",21
201018,NA,"AP3.2",11,"galeao",20.7142857142857
201019,NA,"AP3.2",5,"galeao",18.5
201020,NA,"AP3.2",4,"galeao",19.1428571428571
