"","municipio_geocodigo","inc_preseason","inc_posseason","inc_epidemico","inicio","inicio.ic","duracao","duracao.ic","pop","limiar_preaseason","limiar_posseason","limiar_epidemico","mininc_pre","mininc_pos","mininc_epi","uf","ano_ini","ano_fim","pop_cat"
"38",1101708,0.423830163861294,0.902013401936085,36.1541731196877,4,"[51-10]",5,"[3-11.3423423423423]",11272,44.3577004968062,44.3577004968062,88.7154009936125,44.3577004968062,44.3577004968062,88.7154009936125,"RO",2010,2022,"(1e+04,1e+05]"
"39",1101757,0.636158366065948,0.582555278460994,18.2451992355534,4,"[48-11]",7,"[3.65765765765766-9.68468468468468]",11377,43.9483167794673,43.9483167794673,87.8966335589347,43.9483167794673,43.9483167794673,87.8966335589347,"RO",2010,2022,"(1e+04,1e+05]"
"40",1101807,0.482704952240435,0.903450394648006,33.9543801166315,10,"[5-19]",6,"[4-10.3963963963964]",6656,75.1201923076923,75.1201923076923,150.240384615385,75.1201923076923,75.1201923076923,150.240384615385,"RO",2010,2022,"(1e+03,1e+04]"
"41",1100296,1.06674624089551,0.750708153477496,36.2013627383596,7,"[2-17]",8,"[4.31531531531532-11]",6216,80.4375804375804,80.4375804375804,160.875160875161,80.4375804375804,80.4375804375804,160.875160875161,"RO",2010,2022,"(1e+03,1e+04]"
"42",1100304,4.28114390857748,4.12390342659491,28.8410710770264,6,"[2-17]",11,"[8-14.6846846846847]",102211,4.89184138693487,4.89184138693487,28.8410710770264,4.89184138693487,4.89184138693487,9.78368277386974,"RO",2010,2022,"(1e+05,1e+06]"
"43",1100452,7.63434148942756,8.40505150895169,48.5502134799019,52,"[47-12]",10,"[6.65765765765766-12.6846846846847]",40356,12.3897313906235,12.3897313906235,48.5502134799019,12.3897313906235,12.3897313906235,24.7794627812469,"RO",2010,2022,"(1e+04,1e+05]"
"44",1101203,0.392869183361345,0.721839398237201,22.0462914727394,6,"[45-20]",6,"[3.65765765765766-11.6846846846847]",9559,52.3067266450466,52.3067266450466,104.613453290093,52.3067266450466,52.3067266450466,104.613453290093,"RO",2010,2022,"(1e+03,1e+04]"
"45",1101401,1.6187070067409,1.99198236189417,32.2197828690537,6,"[1-9]",10,"[5.97297297297297-12]",16007,31.2363341038296,31.2363341038296,94.6460923346035,31.2363341038296,31.2363341038296,62.4726682076592,"RO",2010,2022,"(1e+04,1e+05]"
"46",1101435,0.229467873720898,0.403792419819671,13.0016147386176,7,"[50-13]",6,"[3-8.34234234234234]",6895,72.5163161711385,72.5163161711385,145.032632342277,72.5163161711385,72.5163161711385,145.032632342277,"RO",2010,2022,"(1e+03,1e+04]"
"47",1101450,0.81699212482433,1.5114668334133,62.8509461525252,4,"[46-10]",6,"[3-9.34234234234234]",6198,80.6711842529848,80.6711842529848,161.34236850597,80.6711842529848,80.6711842529848,161.34236850597,"RO",2010,2022,"(1e+03,1e+04]"
"48",1101468,1.65537140433548,0.355166870019971,55.8898798814239,4,"[43-10]",8,"[3.65765765765766-9]",2148,232.774674115456,232.774674115456,465.549348230913,232.774674115456,232.774674115456,465.549348230913,"RO",2010,2022,"(1e+03,1e+04]"
"49",1101476,0.728743035063897,1.26529938038675,66.248219487205,4,"[50-11]",6,"[4.65765765765766-9.02702702702702]",2776,180.115273775216,180.115273775216,360.230547550432,180.115273775216,180.115273775216,360.230547550432,"RO",2010,2022,"(1e+03,1e+04]"
"50",1101492,1.68726443680726,3.75139840389054,40.493036560333,5,"[52-13]",10,"[6.97297297297297-13.6846846846847]",20681,24.1767806198927,24.1767806198927,93.3223731927854,24.1767806198927,24.1767806198927,48.3535612397853,"RO",2010,2022,"(1e+04,1e+05]"
"51",1101500,1.04033417523101,0.624567660198129,60.3073525195053,4,"[2-10]",9,"[7-12.3423423423423]",11851,42.1905324445194,42.1905324445194,110.961100329086,42.1905324445194,42.1905324445194,84.3810648890389,"RO",2010,2022,"(1e+04,1e+05]"
"52",1101609,0.376436471442843,0.364167311992092,8.52952451913741,2,"[49-11]",3,"[2.65765765765766-7]",10395,48.1000481000481,48.1000481000481,96.2000962000962,48.1000481000481,48.1000481000481,96.2000962000962,"RO",2010,2022,"(1e+04,1e+05]"
"53",1400027,1.03063506014255,0.581608715931618,12.1114483241347,6,"[42-17]",4,"[2.65765765765766-6.68468468468468]",13185,37.9218809252939,37.9218809252939,75.8437618505878,37.9218809252939,37.9218809252939,75.8437618505878,"RR",2010,2022,"(1e+04,1e+05]"
"54",1400050,1.25871594344125,2.97032258600711,23.6563047744292,30,"[25-33]",7,"[3.65765765765766-9.34234234234234]",15380,32.5097529258778,32.5097529258778,65.0195058517555,32.5097529258778,32.5097529258778,65.0195058517555,"RR",2010,2022,"(1e+04,1e+05]"
"55",1400100,3.60736609990982,3.83688093314409,16.0019217256858,22,"[16-32]",6,"[4-13.7387387387387]",419652,3.60736609990982,3.83688093314409,16.0019217256858,1.19146340301011,1.19146340301011,2.38292680602023,"RR",2010,2022,"(1e+05,1e+06]"
"56",1400159,3.06186723689841,3.99289023904911,61.7955280760224,20,"[8-28]",6,"[4.65765765765766-10.6846846846847]",12557,39.8184279684638,39.8184279684638,87.6005415306204,39.8184279684638,39.8184279684638,79.6368559369276,"RR",2010,2022,"(1e+04,1e+05]"
"57",1400175,0.419372802662717,0.588210328487693,12.2634110463929,22,"[1-34]",4,"[2.65765765765766-7.02702702702703]",18799,26.5971594233736,26.5971594233736,53.1943188467472,26.5971594233736,26.5971594233736,53.1943188467472,"RR",2010,2022,"(1e+04,1e+05]"
"58",1400209,2.24812935764405,3.4200572815862,36.8496127381534,13,"[4-27]",8,"[3.65765765765766-10.6846846846847]",22283,22.4386303460037,22.4386303460037,67.315891038011,22.4386303460037,22.4386303460037,44.8772606920074,"RR",2010,2022,"(1e+04,1e+05]"
"59",1400233,1.12040136423798,3.13821687730441,34.2410769931771,17,"[12-26]",7,"[4.65765765765766-10.3423423423423]",10383,48.1556390253299,48.1556390253299,96.3112780506597,48.1556390253299,48.1556390253299,96.3112780506597,"RR",2010,2022,"(1e+04,1e+05]"
"60",1400282,1.34307631094111,2.60002791884904,36.6133344890308,22,"[12-29]",6,"[4.31531531531532-12.7117117117117]",12296,40.6636304489265,40.6636304489265,81.327260897853,40.6636304489265,40.6636304489265,81.327260897853,"RR",2010,2022,"(1e+04,1e+05]"
"61",1400308,3.4896607959781,4.87173868880173,45.9075167503167,24,"[5-31]",8,"[6.31531531531532-10]",18172,27.5148580233326,27.5148580233326,71.5386308606648,27.5148580233326,27.5148580233326,55.0297160466652,"RR",2010,2022,"(1e+04,1e+05]"
"62",1400407,0.199331973793462,0.519441341878012,7.154390801291,20,"[52-28]",6,"[3-8.34234234234234]",11532,43.3576135969476,43.3576135969476,86.7152271938953,43.3576135969476,43.3576135969476,86.7152271938953,"RR",2010,2022,"(1e+04,1e+05]"
"63",1400456,0.483473701720028,0.525743290479166,7.82984192302321,15,"[10-24]",4,"[3-5.34234234234234]",18913,26.4368423835457,26.4368423835457,52.8736847670914,26.4368423835457,26.4368423835457,52.8736847670914,"RR",2010,2022,"(1e+04,1e+05]"
"64",1400472,10.850100972198,8.58870148707912,43.4592856233331,18,"[52-26]",6,"[4.65765765765766-10.6846846846847]",30782,16.2432590474953,16.2432590474953,43.4592856233331,16.2432590474953,16.2432590474953,32.4865180949906,"RR",2010,2022,"(1e+04,1e+05]"
"65",1400506,1.70945639919426,5.54473753785627,35.2143432379859,16,"[4-26]",6,"[4.65765765765766-9]",8348,59.8945855294681,59.8945855294681,119.789171058936,59.8945855294681,59.8945855294681,119.789171058936,"RR",2010,2022,"(1e+03,1e+04]"
"66",1400605,0.708595685544857,1.69207020349283,28.5708168310512,18,"[6-30]",8,"[4.31531531531532-12.3423423423423]",8110,61.652281134402,61.652281134402,123.304562268804,61.652281134402,61.652281134402,123.304562268804,"RR",2010,2022,"(1e+03,1e+04]"
"67",1400704,0.0896823946445748,0.132387863994646,21.6223428056459,52,"[44-32]",3,"[3-8.86046511627907]",10789,46.3434980072296,46.3434980072296,92.6869960144592,46.3434980072296,46.3434980072296,92.6869960144592,"RR",2010,2022,"(1e+04,1e+05]"
"68",1300029,0.175570649569251,0.353188200083729,30.7252642182896,8,"[3-10]",5,"[3-6]",16220,30.826140567201,30.826140567201,61.652281134402,30.826140567201,30.826140567201,61.652281134402,"AM",2010,2022,"(1e+04,1e+05]"
"69",1300060,0,0.0652707935830994,3.52903376079184,1,"[41-37]",3,"[3-6]",11736,42.6039536468984,42.6039536468984,85.2079072937969,42.6039536468984,42.6039536468984,85.2079072937969,"AM",2010,2022,"(1e+04,1e+05]"
"70",1300086,0,0.148877381072702,8.56033720004067,5,"[2-16]",3,"[3-6]",13956,35.8268844941244,35.8268844941244,71.6537689882488,35.8268844941244,35.8268844941244,71.6537689882488,"AM",2010,2022,"(1e+04,1e+05]"
"71",1300102,0.182847186207667,0.265581424105197,6.59063311266389,4,"[50-12]",5,"[3-8.68468468468468]",21477,23.2807189085999,23.2807189085999,46.5614378171998,23.2807189085999,23.2807189085999,46.5614378171998,"AM",2010,2022,"(1e+04,1e+05]"
"72",1300144,0.343631263564914,0.297681177314019,5.47662390772815,8,"[50-24]",4,"[2.35714285714286-12.0714285714286]",22359,22.362359676193,22.362359676193,44.7247193523861,22.362359676193,22.362359676193,44.7247193523861,"AM",2010,2022,"(1e+04,1e+05]"
"73",1300201,0.143816351375846,0.081985062956375,8.51447795546847,1,"[43-37]",4,"[3-12]",20398,24.5122070791254,24.5122070791254,49.0244141582508,24.5122070791254,24.5122070791254,49.0244141582508,"AM",2010,2022,"(1e+04,1e+05]"
"74",1300300,0.0479362314424769,0.0608448650799178,4.21647975825492,6,"[2-17]",3,"[2.35714285714286-8.21428571428571]",40290,12.4100273020601,12.4100273020601,24.8200546041201,12.4100273020601,12.4100273020601,24.8200546041201,"AM",2010,2022,"(1e+04,1e+05]"
"75",1300409,0.669742552395302,0.549572941446768,8.86041229836901,16,"[12-30]",6,"[4-9.34234234234234]",27638,18.0910340835082,18.0910340835082,36.1820681670164,18.0910340835082,18.0910340835082,36.1820681670164,"AM",2010,2022,"(1e+04,1e+05]"
"76",1300508,0,0,4.34399321258134,4,"[4-5]",3,"[3-3]",32483,15.3926669334729,15.3926669334729,30.7853338669458,15.3926669334729,15.3926669334729,30.7853338669458,"AM",2010,2022,"(1e+04,1e+05]"
"77",1300607,0.90581439682738,0.498527341468099,16.1366695220424,49,"[45-8]",6,"[4.31531531531532-8]",43935,11.3804483896666,11.3804483896666,54.6261522703995,11.3804483896666,11.3804483896666,22.7608967793331,"AM",2010,2022,"(1e+04,1e+05]"
"78",1300631,0.28337459379459,0.836871942435777,9.62548966049101,9,"[2-21]",7,"[7-10]",20093,24.8842880605186,24.8842880605186,49.7685761210372,24.8842880605186,24.8842880605186,49.7685761210372,"AM",2010,2022,"(1e+04,1e+05]"
"79",1300680,0.167335773894247,0.17151862280797,7.48246044356229,12,"[51-14]",5,"[3-10]",19626,25.4764088454092,25.4764088454092,50.9528176908183,25.4764088454092,25.4764088454092,50.9528176908183,"AM",2010,2022,"(1e+04,1e+05]"
"80",1300706,0.586434786938088,0.664678859272114,20.045424856369,4,"[48-8]",5,"[3-9]",34635,14.436263894904,14.436263894904,46.6291323805399,14.436263894904,14.436263894904,28.872527789808,"AM",2010,2022,"(1e+04,1e+05]"
"81",1300805,3.45486576989092,3.96283196529168,22.7818592082805,8,"[50-22]",6,"[3.65765765765766-8.02702702702702]",41748,11.9766216345693,11.9766216345693,38.6844878796589,11.9766216345693,11.9766216345693,23.9532432691386,"AM",2010,2022,"(1e+04,1e+05]"
"82",1300839,0.0698173972941096,0.0853062690674826,3.13384995021726,7,"[2-24]",3,"[2-3]",13283,37.642098923436,37.642098923436,75.2841978468719,37.642098923436,37.642098923436,75.2841978468719,"AM",2010,2022,"(1e+04,1e+05]"
"83",1300904,0,0,5.22524322072637,4,"[2-5]",3,"[3-3]",15807,31.6315556399064,31.6315556399064,63.2631112798127,31.6315556399064,31.6315556399064,63.2631112798127,"AM",2010,2022,"(1e+04,1e+05]"
"84",1301001,0.274873509699206,1.32643822751672,20.7290037777133,10,"[1-25]",8,"[5.80693069306931-11.3421052631579]",28508,17.5389364388943,17.5389364388943,35.0778728777887,17.5389364388943,17.5389364388943,35.0778728777887,"AM",2010,2022,"(1e+04,1e+05]"
"85",1301100,0.280375302944101,0.250871927346626,5.70267246782062,6,"[2-19]",4,"[3-10.3423423423423]",38348,13.0384896213623,13.0384896213623,26.0769792427245,13.0384896213623,13.0384896213623,26.0769792427245,"AM",2010,2022,"(1e+04,1e+05]"
"86",1301159,0,0,1.40562739127019,8,"[44-16]",3,"[3-3]",30846,16.2095571548985,16.2095571548985,32.4191143097971,16.2095571548985,16.2095571548985,32.4191143097971,"AM",2010,2022,"(1e+04,1e+05]"
"87",1301209,0.883236250072474,1.6722872749684,13.5703186685165,3,"[50-7]",7,"[3.65765765765766-10.3423423423423]",85910,5.82004423233617,5.82004423233617,13.5703186685165,5.82004423233617,5.82004423233617,11.6400884646723,"AM",2010,2022,"(1e+04,1e+05]"
"88",1301308,0.367235033385349,0.144762906311722,13.4293506700732,4,"[2-12]",5,"[3-10]",29168,17.1420735052112,17.1420735052112,34.2841470104224,17.1420735052112,17.1420735052112,34.2841470104224,"AM",2010,2022,"(1e+04,1e+05]"
"89",1301407,0.907994347363864,1.08421467740043,30.426995066603,2,"[43-12]",3,"[3-11.8]",35700,14.0056022408964,14.0056022408964,30.426995066603,14.0056022408964,14.0056022408964,28.0112044817927,"AM",2010,2022,"(1e+04,1e+05]"
"90",1301506,1.68896714682912,1.27567383170712,54.0586386699816,4,"[51-9]",7,"[3-13]",20393,24.5182170352572,24.5182170352572,54.0586386699816,24.5182170352572,24.5182170352572,49.0364340705144,"AM",2010,2022,"(1e+04,1e+05]"
"91",1301605,0.0355569610585331,0.100191676689059,3.82088583097954,12,"[51-19]",3,"[2-5.26666666666667]",17005,29.4031167303734,29.4031167303734,58.8062334607468,29.4031167303734,29.4031167303734,58.8062334607468,"AM",2010,2022,"(1e+04,1e+05]"
"92",1301654,8.45838173544688,20.3806383314355,115.151453388413,7,"[47-21]",10,"[9-12.5441860465116]",16937,29.5211666765071,29.5211666765071,115.151453388413,29.5211666765071,29.5211666765071,59.0423333530141,"AM",2010,2022,"(1e+04,1e+05]"
"93",1301704,2.97175820861043,4.61821845200479,47.6238016398692,2,"[49-13]",11,"[7.97297297297298-13.3693693693694]",56144,8.90567113137646,8.90567113137646,47.6238016398692,8.90567113137646,8.90567113137646,17.8113422627529,"AM",2010,2022,"(1e+04,1e+05]"
"94",1301803,0.277546953467567,2.29473991152109,38.771189803392,7,"[52-26]",6,"[3-7]",30436,16.427914311999,16.427914311999,38.771189803392,16.427914311999,16.427914311999,32.8558286239979,"AM",2010,2022,"(1e+04,1e+05]"
"95",1301852,0.385939463075811,0.849559291630537,15.5664692006566,10,"[5-18]",4,"[3-8.77209302325581]",49011,10.2017914345759,10.2017914345759,20.4035828691518,10.2017914345759,10.2017914345759,20.4035828691518,"AM",2010,2022,"(1e+04,1e+05]"
"96",1301902,1.12695259072878,1.33426008160045,12.1651495577328,5,"[3-9]",12,"[5.65765765765766-12.6846846846847]",102701,4.86850176726614,4.86850176726614,12.1651495577328,4.86850176726614,4.86850176726614,9.73700353453228,"AM",2010,2022,"(1e+05,1e+06]"
"97",1301951,0,0,6.36638964035565,24,"[9-38]",4,"[3-4]",7814,63.9877143588431,63.9877143588431,127.975428717686,63.9877143588431,63.9877143588431,127.975428717686,"AM",2010,2022,"(1e+03,1e+04]"
"98",1302009,0,0,8.80936611768705,6,"[1-12]",4,"[3-6]",9230,54.1711809317443,54.1711809317443,108.342361863489,54.1711809317443,54.1711809317443,108.342361863489,"AM",2010,2022,"(1e+03,1e+04]"
"99",1302108,0.095902577561503,0.857140880559415,51.2957120836378,6,"[2-21]",4,"[3-6.77209302325581]",2251,222.12350066637,222.12350066637,444.247001332741,222.12350066637,222.12350066637,444.247001332741,"AM",2010,2022,"(1e+03,1e+04]"
"100",1303304,0.86258276910419,1.35829844815403,26.6182979405964,6,"[1-11]",9,"[6.65765765765766-11.6846846846847]",26046,19.1968056515396,19.1968056515396,61.4297780849267,19.1968056515396,19.1968056515396,38.3936113030792,"AM",2010,2022,"(1e+04,1e+05]"
"101",1303403,0.478951957211297,1.14010258583168,4.7547179719291,7,"[2-14]",10,"[5.65765765765766-11.3423423423423]",115363,4.33414526321264,4.33414526321264,8.66829052642528,4.33414526321264,4.33414526321264,8.66829052642528,"AM",2010,2022,"(1e+05,1e+06]"
"102",1303502,0.121663518408796,0.0832912498838823,3.51623193807892,13,"[2-20]",3,"[2-3]",19522,25.6121299047229,25.6121299047229,51.2242598094458,25.6121299047229,25.6121299047229,51.2242598094458,"AM",2010,2022,"(1e+04,1e+05]"
"103",1303536,0.832566911620818,1.47490551302253,18.4540471891058,19,"[11-29]",8,"[4.97297297297297-11.027027027027]",37193,13.4433898851934,13.4433898851934,26.8867797703869,13.4433898851934,13.4433898851934,26.8867797703869,"AM",2010,2022,"(1e+04,1e+05]"
"104",1303569,0.190405174328692,0.306661954117634,5.83393054669779,11,"[3-28]",5,"[2.93564356435644-10.0263157894737]",34106,14.6601770949393,14.6601770949393,29.3203541898786,14.6601770949393,14.6601770949393,29.3203541898786,"AM",2010,2022,"(1e+04,1e+05]"
"105",1303601,0.108126094728401,0.107464575047964,11.382549107291,15,"[11-35]",6,"[3-12]",25865,19.33114247052,19.33114247052,38.66228494104,19.33114247052,19.33114247052,38.66228494104,"AM",2010,2022,"(1e+04,1e+05]"
"106",1303700,0.405677553337616,0.525065278306708,36.1508925299034,6,"[1-16]",5,"[3-8.92857142857143]",21243,23.5371651838253,23.5371651838253,47.0743303676505,23.5371651838253,23.5371651838253,47.0743303676505,"AM",2010,2022,"(1e+04,1e+05]"
