"","nome","pre","pos","veryhigh","inicio","inicio.ic","duracao","duracao.ic","quant_pre","quant_pos","quant_epidemico","mininc_pre","mininc_pos","mininc_epi","ano_inicio","ano_fim","populacao","cid10","uf","regional_id"
"15","Área Sudoeste",1.06397219859723,1.57903042601012,8.0636163134373,10,"[2-18]",8,"[4.65765765765766-12.3423423423423]",2.35001057504759,2.35001057504759,15.9800719103236,2.35001057504759,2.35001057504759,4.70002115009517,2010,2022,212765,"A90","AP",16003
"16","Centro Norte",3.71234985395346,4.66341339119196,14.9798442727792,24,"[18-30]",9,"[4-15.0540540540541]",1.85535985632093,1.85535985632093,25.9008235942402,0.927679928160466,0.927679928160466,1.85535985632093,2010,2022,538979,"A90","RR",14001
"17","Sul",8.12117520252844,14.9120932319427,32.3940037117481,18,"[7-26]",6,"[4-11.3423423423423]",5.42287585952582,5.42287585952582,50.0531441834233,5.42287585952582,5.42287585952582,10.8457517190516,2010,2022,92202,"A90","RR",14002
"18","Zona da Mata",5.52527278404925,3.99874584401452,31.2451357314403,3,"[51-8]",12,"[10-13.6846846846847]",3.68707091712202,3.68707091712202,56.0434779402547,3.68707091712202,3.68707091712202,7.37414183424404,2010,2022,135609,"A90","RO",11005
"19","Vale do Jamari",3.8642852131808,6.33089717645191,17.4750206513747,50,"[47-5]",9,"[4.65765765765766-13.6846846846847]",1.79133138914167,1.79133138914167,39.4630305027909,1.79133138914167,1.79133138914167,3.58266277828333,2010,2022,279122,"A90","RO",11001
"20","Cone Sul",5.34366603978191,4.79036511916344,33.7606137567739,5,"[2-11]",12,"[6.97297297297297-13.3423423423423]",3.12525392688156,3.12525392688156,66.9741916530718,3.12525392688156,3.12525392688156,6.25050785376312,2010,2022,159987,"A90","RO",11006
"21","Café",4.54713447984322,4.76506570214452,31.17763632295,3,"[52-13]",12,"[8.65765765765766-16]",2.89234685023428,2.89234685023428,76.357956846185,2.89234685023428,2.89234685023428,5.78469370046856,2010,2022,172870,"A90","RO",11002
"22","Vale do Guaporé",2.11928382901817,2.58337920518044,32.1953096534846,4,"[49-5]",12,"[8.31531531531532-15.3423423423423]",9.74089226573154,9.74089226573154,76.2711864406779,9.74089226573154,9.74089226573154,19.4817845314631,2010,2022,51330,"A90","RO",11007
"23","Madeira-Mamoré",2.23364774898821,2.79131223037216,11.7496605168692,4,"[52-11]",10,"[7-12]",0.762973215062312,0.762973215062312,19.8373035916201,0.762973215062312,0.762973215062312,1.52594643012462,2010,2022,655331,"A90","RO",11004
"24","Central",2.96155173278885,2.9354234027936,20.5428502852641,7,"[1-11]",11,"[5.65765765765766-15]",1.46108687330331,1.46108687330331,39.7853955600492,1.46108687330331,1.46108687330331,2.92217374660663,2010,2022,342211,"A90","RO",11003
"25","Tocantins",1.04389212463892,0.922776668073942,3.20161561342516,6,"[3-21]",9,"[4.97297297297297-13]",0.700466510696124,0.700466510696124,6.44429189840434,0.700466510696124,0.700466510696124,1.40093302139225,2010,2022,713810,"A90","PA",15011
"26","Carajás",2.64652443923863,2.73544063203278,11.900646051888,5,"[3-9]",14,"[7.31531531531532-15.3423423423423]",0.676033486192016,0.676033486192016,23.790745101574,0.563361238493347,0.563361238493347,1.12672247698669,2010,2022,887530,"A90","PA",15003
"27","Araguaia",2.0271042695851,1.91660255563636,11.4134164649822,4,"[1-8]",14,"[11.6576576576577-17.6846846846847]",0.869110257065432,0.869110257065432,17.7559225518468,0.869110257065432,0.869110257065432,1.73822051413086,2010,2022,575301,"A90","PA",15001
"28","Baixo Amazonas",1.33274191410045,1.70336986722999,5.77288621391862,4,"[2-9]",13,"[8.94594594594595-15.6846846846847]",0.643340015491628,0.643340015491628,14.9640887603353,0.643340015491628,0.643340015491628,1.28668003098326,2010,2022,777194,"A90","PA",15002
"29","Xingu",3.22873812143579,3.39050737529745,20.1461719509906,4,"[3-10]",10,"[5-13.027027027027]",1.41265684022569,1.41265684022569,32.6182464408111,1.41265684022569,1.41265684022569,2.82531368045137,2010,2022,353943,"A90","PA",15012
"30","Marajó II",0.375349371158971,0.540592670616247,3.12132901844808,8,"[4-11]",5,"[3.65765765765766-11.3423423423423]",1.54276228501608,1.54276228501608,5.24539176905466,1.54276228501608,1.54276228501608,3.08552457003215,2010,2022,324094,"A90","PA",15014
"31","Metropolitana I",1.59973386446281,1.68629109884341,4.43252265347579,8,"[2-15]",8,"[3.65765765765766-11]",0.576729411869091,0.576729411869091,9.28534353109237,0.221819004565035,0.221819004565035,0.44363800913007,2010,2022,2254090,"A90","PA",15006
"32","Rio Caetés",0.649723512037923,0.955169194733876,2.97211806926491,8,"[5-11]",12,"[6.31531531531532-12.3423423423423]",0.916032771988451,0.916032771988451,7.87788183910068,0.916032771988451,0.916032771988451,1.8320655439769,2010,2022,545832,"A90","PA",15009
"33","Metropolitana III",0.95363780195501,1.08916363786947,3.56575046768977,8,"[3-10]",10,"[7-14]",0.526598489715531,0.526598489715531,6.75625862305027,0.526598489715531,0.526598489715531,1.05319697943106,2010,2022,949490,"A90","PA",15008
"34","Tapajós",1.96912410760215,2.4995902860054,16.5981231540935,4,"[1-9]",11,"[4.65765765765766-13.6846846846847]",2.25404939974664,2.25404939974664,37.1016531198298,2.25404939974664,2.25404939974664,4.50809879949329,2010,2022,221823,"A90","PA",15010
"35","Lago de Tucuruí",1.01124366746816,1.02429167092305,5.16365676183233,5,"[4-9]",11,"[9.65765765765766-16.3423423423423]",1.06477675890473,1.06477675890473,14.7897491811867,1.06477675890473,1.06477675890473,2.12955351780946,2010,2022,469582,"A90","PA",15004
