"nid","probRt1","n","terminal","regra","uf","regional","nRt1"
8,0.108695652173913,46,1,"inc_3 <= 18.807598269701 & inc_3 > 2.35776766557423 & temp_max_2 > 31.9","MG","Alfenas",5
10,0.0318627450980392,408,1,"inc_3 > 18.807598269701 & temp_max_1 <= 26.4","MG","Alfenas",13
5,0.012962962962963,540,1,"inc_3 <= 18.807598269701 & inc_3 <= 2.35776766557423 & temp_max_3 > 31.8","MG","Alfenas",7
7,0.0109529025191676,913,1,"inc_3 <= 18.807598269701 & inc_3 > 2.35776766557423 & temp_max_2 <= 31.9","MG","Alfenas",10
4,0.000710416481662375,11261,1,"inc_3 <= 18.807598269701 & inc_3 <= 2.35776766557423 & temp_max_3 <= 31.8","MG","Alfenas",8
0,NA,45,NA,"no fit","MG","Barbacena",NA
11,0.356828193832599,227,1,"inc_3 > 45.8216392691449 & temp_max_3 > 26 & temp_max_2 > 26","MG","Passos",81
6,0.0743801652892562,121,1,"inc_3 <= 45.8216392691449 & inc_3 > 29.5362803977552","MG","Passos",9
8,0.0492753623188406,345,1,"inc_3 > 45.8216392691449 & temp_max_3 <= 26","MG","Passos",17
10,0.0375,80,1,"inc_3 > 45.8216392691449 & temp_max_3 > 26 & temp_max_2 <= 26","MG","Passos",3
5,0.00867998689813298,6106,1,"inc_3 <= 45.8216392691449 & inc_3 <= 29.5362803977552 & temp_min_3 > 17.2","MG","Passos",53
4,0.000524658971668416,5718,1,"inc_3 <= 45.8216392691449 & inc_3 <= 29.5362803977552 & temp_min_3 <= 17.2","MG","Passos",3
13,0.134868421052632,304,1,"inc_3 > 8.58713075337761 & temp_max_1 > 28.9","MG","Diamantina",41
12,0.0525477707006369,628,1,"inc_3 > 8.58713075337761 & temp_max_1 <= 28.9 & temp_min_1 > 18","MG","Diamantina",33
8,0.0431034482758621,232,1,"inc_3 <= 8.58713075337761 & umid_max_2 > 93.2 & temp_max_2 > 29","MG","Diamantina",10
5,0.014,500,1,"inc_3 <= 8.58713075337761 & umid_max_2 <= 93.2 & inc_3 > 0","MG","Diamantina",7
7,0.00847457627118644,1534,1,"inc_3 <= 8.58713075337761 & umid_max_2 > 93.2 & temp_max_2 <= 29","MG","Diamantina",13
11,0.0075187969924812,665,1,"inc_3 > 8.58713075337761 & temp_max_1 <= 28.9 & temp_min_1 <= 18","MG","Diamantina",5
4,0.00126238717414631,15843,1,"inc_3 <= 8.58713075337761 & umid_max_2 <= 93.2 & inc_3 <= 0","MG","Diamantina",20
11,0.0864461045891142,937,1,"inc_3 > 0.348866619569673 & temp_min_1 > 16.3","MG","Juiz de Fora",81
8,0.0157194679564692,827,1,"inc_3 <= 0.348866619569673 & temp_max_3 > 28.6 & umid_min_3 > 45.7","MG","Juiz de Fora",13
10,0.00838323353293413,835,1,"inc_3 > 0.348866619569673 & temp_min_1 <= 16.3","MG","Juiz de Fora",7
5,0.0017921146953405,3906,1,"inc_3 <= 0.348866619569673 & temp_max_3 <= 28.6 & temp_max_3 > 26.2","MG","Juiz de Fora",7
7,0.00138632162661738,2164,1,"inc_3 <= 0.348866619569673 & temp_max_3 > 28.6 & umid_min_3 <= 45.7","MG","Juiz de Fora",3
4,0.000158378207158695,12628,1,"inc_3 <= 0.348866619569673 & temp_max_3 <= 28.6 & temp_max_3 <= 26.2","MG","Juiz de Fora",2
12,0.104186046511628,1075,1,"inc_3 > 2.32747585243803 & temp_min_1 > 16.9 & umid_min_1 <= 70.5","MG","Ubá",112
10,0.0524193548387097,248,1,"inc_3 > 2.32747585243803 & temp_min_1 <= 16.9 & temp_min_3 > 16.9","MG","Ubá",13
6,0.0176678445229682,283,1,"inc_3 <= 2.32747585243803 & inc_3 > 0","MG","Ubá",5
13,0.0129310344827586,232,1,"inc_3 > 2.32747585243803 & temp_min_1 > 16.9 & umid_min_1 > 70.5","MG","Ubá",3
9,0.0110395584176633,1087,1,"inc_3 > 2.32747585243803 & temp_min_1 <= 16.9 & temp_min_3 <= 16.9","MG","Ubá",12
5,0.00367705835331735,6255,1,"inc_3 <= 2.32747585243803 & inc_3 <= 0 & temp_max_1 > 26.1","MG","Ubá",23
4,0.000386734989848207,10343,1,"inc_3 <= 2.32747585243803 & inc_3 <= 0 & temp_max_1 <= 26.1","MG","Ubá",4
13,0.3203125,128,1,"inc_3 > 35.8107888140118 & temp_max_3 > 28.1","MG","Patos de Minas",41
12,0.121739130434783,230,1,"inc_3 > 35.8107888140118 & temp_max_3 <= 28.1 & temp_min_2 > 17","MG","Patos de Minas",28
8,0.0437853107344633,708,1,"inc_3 <= 35.8107888140118 & inc_3 > 0.651105251163851 & temp_min_1 > 18.1","MG","Patos de Minas",31
5,0.028735632183908,174,1,"inc_3 <= 35.8107888140118 & inc_3 <= 0.651105251163851 & umid_max_3 > 98","MG","Patos de Minas",5
11,0.0122324159021407,327,1,"inc_3 > 35.8107888140118 & temp_max_3 <= 28.1 & temp_min_2 <= 17","MG","Patos de Minas",4
7,0.00700700700700701,999,1,"inc_3 <= 35.8107888140118 & inc_3 > 0.651105251163851 & temp_min_1 <= 18.1","MG","Patos de Minas",7
4,0.00232753002513732,10741,1,"inc_3 <= 35.8107888140118 & inc_3 <= 0.651105251163851 & umid_max_3 <= 98","MG","Patos de Minas",25
13,0.285714285714286,217,1,"inc_3 > 80.0659366537148 & temp_min_1 > 17.6","MG","Unaí",62
12,0.139240506329114,79,1,"inc_3 > 80.0659366537148 & temp_min_1 <= 17.6 & temp_min_2 > 17.1","MG","Unaí",11
8,0.0927835051546392,388,1,"inc_3 <= 80.0659366537148 & inc_3 > 7.99584216207572 & temp_min_1 > 17.9","MG","Unaí",36
11,0.024896265560166,241,1,"inc_3 > 80.0659366537148 & temp_min_1 <= 17.6 & temp_min_2 <= 17.1","MG","Unaí",6
5,0.0227848101265823,395,1,"inc_3 <= 80.0659366537148 & inc_3 <= 7.99584216207572 & inc_3 > 1.065393876116","MG","Unaí",9
7,0.0141414141414141,495,1,"inc_3 <= 80.0659366537148 & inc_3 > 7.99584216207572 & temp_min_1 <= 17.9","MG","Unaí",7
4,0.00293052921910015,5801,1,"inc_3 <= 80.0659366537148 & inc_3 <= 7.99584216207572 & inc_3 <= 1.065393876116","MG","Unaí",17
12,0.285714285714286,7,1,"inc_3 > 11.5426790558089 & temp_max_3 <= 28.1 & umid_min_3 > 87","MG","Itabira",2
13,0.149006622516556,302,1,"inc_3 > 11.5426790558089 & temp_max_3 > 28.1","MG","Itabira",45
8,0.0457142857142857,350,1,"inc_3 <= 11.5426790558089 & inc_3 > 0 & temp_max_3 > 29","MG","Itabira",16
11,0.0211161387631976,663,1,"inc_3 > 11.5426790558089 & temp_max_3 <= 28.1 & umid_min_3 <= 87","MG","Itabira",14
7,0.00539956803455724,926,1,"inc_3 <= 11.5426790558089 & inc_3 > 0 & temp_max_3 <= 29","MG","Itabira",5
5,0.00290467388434117,3787,1,"inc_3 <= 11.5426790558089 & inc_3 <= 0 & temp_max_1 > 28","MG","Itabira",11
4,0.000525596552086618,9513,1,"inc_3 <= 11.5426790558089 & inc_3 <= 0 & temp_max_1 <= 28","MG","Itabira",5
0,NA,45,NA,"no fit","MG","São João Del Rei",NA
15,0.38,300,1,"inc_3 > 3.11061341296504 & temp_max_2 > 28.3 & inc_3 > 50.8259971985906","MG","Belo Horizonte",114
14,0.139626907857547,1769,1,"inc_3 > 3.11061341296504 & temp_max_2 > 28.3 & inc_3 <= 50.8259971985906","MG","Belo Horizonte",247
12,0.12565445026178,764,1,"inc_3 > 3.11061341296504 & temp_max_2 <= 28.3 & umid_max_1 > 90.9","MG","Belo Horizonte",96
8,0.067463706233988,1171,1,"inc_3 <= 3.11061341296504 & inc_3 > 0 & temp_min_1 > 19.5","MG","Belo Horizonte",79
11,0.023583460949464,3265,1,"inc_3 > 3.11061341296504 & temp_max_2 <= 28.3 & umid_max_1 <= 90.9","MG","Belo Horizonte",77
7,0.0125490196078431,1275,1,"inc_3 <= 3.11061341296504 & inc_3 > 0 & temp_min_1 <= 19.5","MG","Belo Horizonte",16
5,0.00704614534401768,7238,1,"inc_3 <= 3.11061341296504 & inc_3 <= 0 & temp_min_1 > 19.6","MG","Belo Horizonte",51
4,0.0005941770647653,8415,1,"inc_3 <= 3.11061341296504 & inc_3 <= 0 & temp_min_1 <= 19.6","MG","Belo Horizonte",5
11,0.144736842105263,152,1,"inc_3 > 0.483691143857002 & temp_min_3 > 26.4","MG","Montes Claros",22
10,0.0498392282958199,1866,1,"inc_3 > 0.483691143857002 & temp_min_3 <= 26.4 & umid_max_3 > 83","MG","Montes Claros",93
9,0.0178901912399753,1621,1,"inc_3 > 0.483691143857002 & temp_min_3 <= 26.4 & umid_max_3 <= 83","MG","Montes Claros",29
6,0.00457317073170732,3280,1,"inc_3 <= 0.483691143857002 & temp_min_3 > 26.4","MG","Montes Claros",15
5,0.00195176355778614,7173,1,"inc_3 <= 0.483691143857002 & temp_min_3 <= 26.4 & umid_max_3 > 80.4","MG","Montes Claros",14
4,0.000273822562979189,10956,1,"inc_3 <= 0.483691143857002 & temp_min_3 <= 26.4 & umid_max_3 <= 80.4","MG","Montes Claros",3
7,0.0607142857142857,560,1,"inc_3 > 30.4761904761905","MG","Januária",34
6,0.0171606864274571,641,1,"inc_3 <= 30.4761904761905 & inc_3 > 8.84277545245534","MG","Januária",11
5,0.00511565836298932,4496,1,"inc_3 <= 30.4761904761905 & inc_3 <= 8.84277545245534 & umid_max_2 > 78.4","MG","Januária",23
4,0.000781983109164842,6394,1,"inc_3 <= 30.4761904761905 & inc_3 <= 8.84277545245534 & umid_max_2 <= 78.4","MG","Januária",5
9,0.5,20,1,"inc_3 > 15.074240635128 & temp_min_3 > 26.3","MG","Pirapora",10
6,0.214285714285714,14,1,"inc_3 <= 15.074240635128 & inc_3 > 3.53107344632768 & temp_min_1 > 25.5","MG","Pirapora",3
8,0.0676156583629893,281,1,"inc_3 > 15.074240635128 & temp_min_3 <= 26.3","MG","Pirapora",19
5,0.018018018018018,222,1,"inc_3 <= 15.074240635128 & inc_3 > 3.53107344632768 & temp_min_1 <= 25.5","MG","Pirapora",4
3,0.00332363938512671,2407,1,"inc_3 <= 15.074240635128 & inc_3 <= 3.53107344632768","MG","Pirapora",8
9,0.0756704980842912,1044,1,"temp_min_1 > 19 & umid_max_3 > 83.9 & temp_max_1 > 26.9","MG","Ituiutaba",79
4,0.0413223140495868,242,1,"temp_min_1 <= 19 & inc_3 > 74.1057431950976","MG","Ituiutaba",10
6,0.020052310374891,1147,1,"temp_min_1 > 19 & umid_max_3 <= 83.9","MG","Ituiutaba",23
8,0.0174672489082969,687,1,"temp_min_1 > 19 & umid_max_3 > 83.9 & temp_max_1 <= 26.9","MG","Ituiutaba",12
3,0.0016827934371056,2377,1,"temp_min_1 <= 19 & inc_3 <= 74.1057431950976","MG","Ituiutaba",4
13,0.149159663865546,476,1,"temp_min_1 > 22.8 & umid_max_1 > 76.6","MS","Três Lagoas",71
12,0.0790190735694823,367,1,"temp_min_1 > 22.8 & umid_max_1 <= 76.6 & umid_max_3 > 70","MS","Três Lagoas",29
8,0.0702127659574468,470,1,"temp_min_1 <= 22.8 & inc_3 > 13.7896350613639 & umid_max_1 > 84","MS","Três Lagoas",33
5,0.018058690744921,886,1,"temp_min_1 <= 22.8 & inc_3 <= 13.7896350613639 & temp_min_1 > 21.1","MS","Três Lagoas",16
7,0.0174672489082969,458,1,"temp_min_1 <= 22.8 & inc_3 > 13.7896350613639 & umid_max_1 <= 84","MS","Três Lagoas",8
11,0.0161290322580645,434,1,"temp_min_1 > 22.8 & umid_max_1 <= 76.6 & umid_max_3 <= 70","MS","Três Lagoas",7
4,0.00220070422535211,2272,1,"temp_min_1 <= 22.8 & inc_3 <= 13.7896350613639 & temp_min_1 <= 21.1","MS","Três Lagoas",5
13,0.0977796754910333,2342,1,"inc_3 > 10.1791530944625 & temp_min_1 > 18.8 & umid_max_3 > 76.3","MS","Campo Grande",229
8,0.0407569141193595,1374,1,"inc_3 <= 10.1791530944625 & inc_3 > 0 & umid_max_1 > 80.8","MS","Campo Grande",56
12,0.0358306188925081,614,1,"inc_3 > 10.1791530944625 & temp_min_1 > 18.8 & umid_max_3 <= 76.3","MS","Campo Grande",22
5,0.013943847748257,5307,1,"inc_3 <= 10.1791530944625 & inc_3 <= 0 & temp_min_1 > 21.3","MS","Campo Grande",74
10,0.0119581464872945,1338,1,"inc_3 > 10.1791530944625 & temp_min_1 <= 18.8","MS","Campo Grande",16
7,0.00666666666666667,750,1,"inc_3 <= 10.1791530944625 & inc_3 > 0 & umid_max_1 <= 80.8","MS","Campo Grande",5
4,0.0012972972972973,9250,1,"inc_3 <= 10.1791530944625 & inc_3 <= 0 & temp_min_1 <= 21.3","MS","Campo Grande",12
12,0.25,12,1,"inc_3 > 22.8810512208675 & temp_min_1 <= 18.8 & temp_min_2 > 22.7","MS","Dourados",3
15,0.151050080775444,1238,1,"inc_3 > 22.8810512208675 & temp_min_1 > 18.8 & umid_max_3 > 77.9","MS","Dourados",187
8,0.0569568755085435,1229,1,"inc_3 <= 22.8810512208675 & inc_3 > 1.79568676040152 & temp_min_3 > 19.8","MS","Dourados",70
14,0.0324324324324324,185,1,"inc_3 > 22.8810512208675 & temp_min_1 > 18.8 & umid_max_3 <= 77.9","MS","Dourados",6
11,0.019019019019019,999,1,"inc_3 > 22.8810512208675 & temp_min_1 <= 18.8 & temp_min_2 <= 22.7","MS","Dourados",19
5,0.0156862745098039,3060,1,"inc_3 <= 22.8810512208675 & inc_3 <= 1.79568676040152 & temp_min_1 > 21.6","MS","Dourados",48
7,0.0126984126984127,1260,1,"inc_3 <= 22.8810512208675 & inc_3 > 1.79568676040152 & temp_min_3 <= 19.8","MS","Dourados",16
4,0.00186295156325936,12346,1,"inc_3 <= 22.8810512208675 & inc_3 <= 1.79568676040152 & temp_min_1 <= 21.6","MS","Dourados",23
3,0.058411214953271,856,1,"temp_min_1 > 21.4","MS","Corumbá",50
2,0,408,1,"temp_min_1 <= 21.4","MS","Corumbá",0
6,0.0434782608695652,69,1,"temp_min_1 > 21.4 & umid_max_3 <= 80 & temp_min_1 > 27","MT","Baixada Cuiabana",3
7,0.029817158931083,3555,1,"temp_min_1 > 21.4 & umid_max_3 > 80","MT","Baixada Cuiabana",106
2,0.00232558139534884,2150,1,"temp_min_1 <= 21.4","MT","Baixada Cuiabana",5
5,0.00195503421309873,1023,1,"temp_min_1 > 21.4 & umid_max_3 <= 80 & temp_min_1 <= 27","MT","Baixada Cuiabana",2
3,0.075,160,1,"inc_3 > 50.361688490065","MT","Médio Araguaia",12
2,0.00390347764371895,2818,1,"inc_3 <= 50.361688490065","MT","Médio Araguaia",11
9,0.352941176470588,17,1,"inc_3 > 26.6808964781217 & umid_min_2 > 70.8","MT","Alto Tapajós",6
8,0.294117647058824,17,1,"inc_3 > 26.6808964781217 & umid_min_2 <= 70.8 & umid_min_1 > 70.8","MT","Alto Tapajós",5
7,0.0622222222222222,450,1,"inc_3 > 26.6808964781217 & umid_min_2 <= 70.8 & umid_min_1 <= 70.8","MT","Alto Tapajós",28
4,0.0289256198347107,242,1,"inc_3 <= 26.6808964781217 & inc_3 > 11.5475663503917","MT","Alto Tapajós",7
3,0.00395114942528736,2784,1,"inc_3 <= 26.6808964781217 & inc_3 <= 11.5475663503917","MT","Alto Tapajós",11
7,0.0642201834862385,763,1,"temp_min_3 > 23.8 & inc_3 > 6.28298567479266","MT","Sul Matogrossense",49
4,0.00987510891664246,3443,1,"temp_min_3 <= 23.8 & temp_min_1 > 22.2","MT","Sul Matogrossense",34
6,0.00746268656716418,2546,1,"temp_min_3 > 23.8 & inc_3 <= 6.28298567479266","MT","Sul Matogrossense",19
3,0.00170539330633127,4691,1,"temp_min_3 <= 23.8 & temp_min_1 <= 22.2","MT","Sul Matogrossense",8
0,NA,45,NA,"no fit","MT","Norte Araguaia Karajá",NA
3,0.0318627450980392,408,1,"inc_3 > 31.5628099918838","MT","Centro Norte",13
2,0.00211808313476304,3777,1,"inc_3 <= 31.5628099918838","MT","Centro Norte",8
5,0.0169794459338695,1119,1,"umid_min_3 > 57.7","MT","Garças Araguaia",19
4,0.00875656742556918,1142,1,"umid_min_3 <= 57.7 & umid_min_1 > 52.9","MT","Garças Araguaia",10
3,0.00198244123477768,3531,1,"umid_min_3 <= 57.7 & umid_min_1 <= 52.9","MT","Garças Araguaia",7
3,0.010035259018172,3687,1,"temp_min_1 > 22.9","MT","Oeste Matogrossense",37
2,0.00307929176289453,3897,1,"temp_min_1 <= 22.9","MT","Oeste Matogrossense",12
11,0.0979899497487437,398,1,"inc_3 > 11.2410071942446 & temp_min_1 > 23","MT","Médio Norte Matogrossense",39
8,0.0389221556886228,334,1,"inc_3 <= 11.2410071942446 & temp_min_2 > 23 & inc_3 > 0.945975347882434","MT","Médio Norte Matogrossense",13
10,0.0155642023346304,514,1,"inc_3 > 11.2410071942446 & temp_min_1 <= 23","MT","Médio Norte Matogrossense",8
5,0.00746268656716418,134,1,"inc_3 <= 11.2410071942446 & temp_min_2 <= 23 & inc_3 > 8.30036244916028","MT","Médio Norte Matogrossense",1
7,0.00622876557191393,1766,1,"inc_3 <= 11.2410071942446 & temp_min_2 > 23 & inc_3 <= 0.945975347882434","MT","Médio Norte Matogrossense",11
4,0,3015,1,"inc_3 <= 11.2410071942446 & temp_min_2 <= 23 & inc_3 <= 8.30036244916028","MT","Médio Norte Matogrossense",0
5,0.0892857142857143,112,1,"inc_3 > 72.7528160357241","MT","Noroeste Matogrossense",10
4,0.0172562553925798,2318,1,"inc_3 <= 72.7528160357241 & umid_min_1 > 47.4","MT","Noroeste Matogrossense",40
3,0.00174114915844457,1723,1,"inc_3 <= 72.7528160357241 & umid_min_1 <= 47.4","MT","Noroeste Matogrossense",3
5,0.0588235294117647,136,1,"umid_max_1 > 97.4 & temp_min_1 > 23.6","MT","Sudoeste Matogrossense",8
4,0.00592885375494071,506,1,"umid_max_1 > 97.4 & temp_min_1 <= 23.6","MT","Sudoeste Matogrossense",3
2,0.00430725053840632,5572,1,"umid_max_1 <= 97.4","MT","Sudoeste Matogrossense",24
1,0.00542610916054899,3133,1,"","MT","Araguaia Xingu",17
14,0.218446601941748,206,1,"umid_min_2 > 62.9 & umid_min_3 > 64.4 & umid_min_2 <= 66.9","MT","Teles Pires",45
8,0.191666666666667,120,1,"umid_min_2 <= 62.9 & umid_min_1 > 60.9 & temp_min_2 > 25.3","MT","Teles Pires",23
12,0.100558659217877,179,1,"umid_min_2 > 62.9 & umid_min_3 <= 64.4 & temp_min_3 > 24.6","MT","Teles Pires",18
15,0.0981132075471698,265,1,"umid_min_2 > 62.9 & umid_min_3 > 64.4 & umid_min_2 > 66.9","MT","Teles Pires",26
5,0.0352941176470588,1190,1,"umid_min_2 <= 62.9 & umid_min_1 <= 60.9 & inc_3 > 32.3383889014649","MT","Teles Pires",42
7,0.0286069651741294,804,1,"umid_min_2 <= 62.9 & umid_min_1 > 60.9 & temp_min_2 <= 25.3","MT","Teles Pires",23
11,0.0283185840707965,565,1,"umid_min_2 > 62.9 & umid_min_3 <= 64.4 & temp_min_3 <= 24.6","MT","Teles Pires",16
4,0.00590872045639772,4908,1,"umid_min_2 <= 62.9 & umid_min_1 <= 60.9 & inc_3 <= 32.3383889014649","MT","Teles Pires",29
8,0.25,12,1,"inc_3 <= 67.9545675177167 & umid_min_1 > 70.1 & temp_min_2 > 26.3","MT","Norte Matogrossense",3
11,0.2,60,1,"inc_3 > 67.9545675177167 & umid_min_2 > 65.5","MT","Norte Matogrossense",12
10,0.0584415584415584,308,1,"inc_3 > 67.9545675177167 & umid_min_2 <= 65.5","MT","Norte Matogrossense",18
7,0.018018018018018,111,1,"inc_3 <= 67.9545675177167 & umid_min_1 > 70.1 & temp_min_2 <= 26.3","MT","Norte Matogrossense",2
5,0.0111498257839721,1435,1,"inc_3 <= 67.9545675177167 & umid_min_1 <= 70.1 & umid_min_1 > 48.5","MT","Norte Matogrossense",16
4,0.00126262626262626,1584,1,"inc_3 <= 67.9545675177167 & umid_min_1 <= 70.1 & umid_min_1 <= 48.5","MT","Norte Matogrossense",2
5,0.0851063829787234,47,1,"inc_3 <= 21.1126359125937 & temp_min_1 > 25.1 & temp_max_1 <= 32.3","MT","Vale do Peixoto",4
7,0.047244094488189,508,1,"inc_3 > 21.1126359125937","MT","Vale do Peixoto",24
6,0.00485436893203883,206,1,"inc_3 <= 21.1126359125937 & temp_min_1 > 25.1 & temp_max_1 > 32.3","MT","Vale do Peixoto",1
3,0.00277264325323475,2164,1,"inc_3 <= 21.1126359125937 & temp_min_1 <= 25.1","MT","Vale do Peixoto",6
3,0.0967741935483871,31,1,"inc_3 > 243.928306289108","MT","Vale dos Arinos",3
2,0.00519705500216544,2309,1,"inc_3 <= 243.928306289108","MT","Vale dos Arinos",12
0,NA,45,NA,"no fit","PA","Tocantins",NA
3,0.0387909319899244,1985,1,"temp_max_2 <= 27.6 & temp_min_1 <= 22.4","PA","Carajás",77
9,0.032122905027933,716,1,"temp_max_2 > 27.6 & inc_3 > 0.352681436965247 & umid_min_1 > 58.7","PA","Carajás",23
4,0.0100558659217877,1790,1,"temp_max_2 <= 27.6 & temp_min_1 > 22.4","PA","Carajás",18
8,0.00791139240506329,1264,1,"temp_max_2 > 27.6 & inc_3 > 0.352681436965247 & umid_min_1 <= 58.7","PA","Carajás",10
6,0.00158856235107228,5036,1,"temp_max_2 > 27.6 & inc_3 <= 0.352681436965247","PA","Carajás",8
0,NA,45,NA,"no fit","PA","Metropolitana II",NA
0,NA,45,NA,"no fit","PA","Marajó I",NA
3,0.0107638888888889,5760,1,"umid_max_1 > 87.1","PA","Araguaia",62
2,0.000951474785918173,3153,1,"umid_max_1 <= 87.1","PA","Araguaia",3
3,0.0446428571428571,560,1,"inc_3 > 6.31731892984617","PA","Baixo Amazonas",25
2,0.00543161978661494,5155,1,"inc_3 <= 6.31731892984617","PA","Baixo Amazonas",28
3,0.0372526193247963,859,1,"inc_3 > 11.004732034775","PA","Xingu",32
2,0.00938337801608579,3730,1,"inc_3 <= 11.004732034775","PA","Xingu",35
0,NA,45,NA,"no fit","PA","Marajó II",NA
2,0.166666666666667,36,1,"temp_min_1 <= 22.7","PA","Metropolitana I",6
4,0.0475806451612903,1240,1,"temp_min_1 > 22.7 & temp_min_1 <= 23.8","PA","Metropolitana I",59
5,0.0235109717868339,1914,1,"temp_min_1 > 22.7 & temp_min_1 > 23.8","PA","Metropolitana I",45
0,NA,45,NA,"no fit","PA","Rio Caetés",NA
0,NA,45,NA,"no fit","PA","Metropolitana III",NA
3,0.0442477876106195,226,1,"inc_3 > 14.7936288771636","PA","Tapajós",10
2,0.0054561988481358,3299,1,"inc_3 <= 14.7936288771636","PA","Tapajós",18
3,0.0342019543973941,614,1,"inc_3 > 2.97035584863067","PA","Lago de Tucuruí",21
2,0.00532581453634085,3192,1,"inc_3 <= 2.97035584863067","PA","Lago de Tucuruí",17
4,0.0535714285714286,56,1,"umid_max_3 <= 94.2 & umid_max_2 > 96.1","PB","11ª Região",3
5,0.0407673860911271,417,1,"umid_max_3 > 94.2","PB","11ª Região",17
3,0.00214592274678112,2796,1,"umid_max_3 <= 94.2 & umid_max_2 <= 96.1","PB","11ª Região",6
0,NA,45,NA,"no fit","PB","7ª Região",NA
11,0.0909090909090909,352,1,"inc_3 > 33.4592036709526 & temp_min_1 > 22.9","PB","3ª Região",32
8,0.0697674418604651,172,1,"inc_3 <= 33.4592036709526 & inc_3 > 7.03259608284398 & temp_max_3 > 30.4","PB","3ª Região",12
5,0.0155844155844156,770,1,"inc_3 <= 33.4592036709526 & inc_3 <= 7.03259608284398 & temp_max_2 > 30.8","PB","3ª Região",12
10,0.0154440154440154,259,1,"inc_3 > 33.4592036709526 & temp_min_1 <= 22.9","PB","3ª Região",4
7,0.00907715582450832,661,1,"inc_3 <= 33.4592036709526 & inc_3 > 7.03259608284398 & temp_max_3 <= 30.4","PB","3ª Região",6
4,0.00166852057842047,5394,1,"inc_3 <= 33.4592036709526 & inc_3 <= 7.03259608284398 & temp_max_2 <= 30.8","PB","3ª Região",9
8,0.4,10,1,"inc_3 <= 30.2053966975433 & inc_3 > 10.1497081958894 & temp_min_1 > 25.6","PB","2ª Região",4
