"SE","APS","casos","tweets","temp","Rt","casos_est","Rt_est","temp_crit","casos_crit","alertaRt1","alertaTemp","alertaCasos"
201319,"AP5.2",179,368,17.8571428571429,0.780388151174668,245.886938351746,0.84207855599913,22,558.973622885758,0,0,0
201320,"AP5.2",127,304,19.4285714285714,0.782722513089005,155.192504340741,0.866997230953862,22,558.973622885758,0,0,0
201321,"AP5.2",96,206,19.7142857142857,0.672240802675585,107.499742341288,0.84645466410463,22,558.973622885758,0,0,0
201322,"AP5.2",45,193,19.1428571428571,0.666666666666667,81.683616169929,0.850871001770094,22,558.973622885758,0,0,0
201323,"AP5.2",37,164,18.8571428571429,0.664179104477612,39.4817790790464,0.877372868423253,22,558.973622885758,0,0,0
201324,"AP5.2",34,146,19.4285714285714,0.651685393258427,32.5352489542571,0.879331052817758,22,558.973622885758,0,0,0
201325,"AP5.2",27,150,19.6,0.844827586206897,30.9494761975027,0.910278711691255,22,558.973622885758,0,0,0
201326,"AP5.2",27,123,19.4285714285714,0.897959183673469,24.1940204621892,0.896074831932932,22,558.973622885758,0,0,0
201327,"AP5.2",7,88,17.7142857142857,0.693181818181818,22.7002018063276,0.840748215049171,22,558.973622885758,0,0,0
201328,"AP5.2",6,90,15.4285714285714,0.655737704918033,5.75157592113307,0.82165370301901,22,558.973622885758,0,0,0
201329,"AP5.2",10,84,19.4285714285714,0.575,5.47929676604313,0.913216127673854,22,558.973622885758,0,0,0
201330,"AP5.2",1,57,17.4285714285714,0.739130434782609,8.431731835562,0.8431731835562,22,558.973622885758,0,0,0
201331,"AP5.2",11,148,15.1428571428571,1.29411764705882,0.738428128961258,0.738428128961258,22,558.973622885758,0,0,0
201332,"AP5.2",9,155,18.4285714285714,0.954545454545455,10.8987027663348,0.990791160575886,22,558.973622885758,0,0,0
201333,"AP5.2",8,71,17.4285714285714,1.33333333333333,7.52785699961902,0.836428555513225,22,558.973622885758,0,0,0
201334,"AP5.2",5,97,18.1428571428571,0.785714285714286,6.70182735960682,0.837728419950853,22,558.973622885758,0,0,0
201335,"AP5.2",10,63,17,1.04545454545455,4.23939899126899,0.847879798253798,22,558.973622885758,0,0,0
201336,"AP5.2",5,55,18.1428571428571,0.869565217391304,8.36684277542558,0.836684277542558,22,558.973622885758,0,0,0
201337,"AP5.2",3,46,18.4285714285714,0.9,4.30855070092099,0.861710140184198,22,558.973622885758,0,0,0
201338,"AP5.2",1,115,21.1428571428571,0.5,3.77499541267034,1.25833180422345,22,558.973622885758,1,0,0
201339,"AP5.2",2,45,19.2857142857143,0.666666666666667,0.914270027115036,0.914270027115036,22,558.973622885758,0,0,0
201340,"AP5.2",3,56,20.5714285714286,1,1.59013118303258,0.795065591516288,22,558.973622885758,0,0,0
201341,"AP5.2",3,53,17.1428571428571,1.33333333333333,2.58241354197298,0.860804513990994,22,558.973622885758,0,0,0
201342,"AP5.2",1,57,20.4285714285714,0.875,2.85770904127634,0.952569680425447,22,558.973622885758,0,0,0
