"APS","SE","tweets","estacao","casos","temp.min","temp.max","umid.min","umid.max","Pop2010","Cli","Rtw","ptw1","Rtwlr","Rtwur","twgreat1","ac.twgreat1","Rt","pRt1","Rtlr","Rtur","pRti","Rti","Rtgreat1","ac.Rtgreat1","casos_est","inc","alertaCasos"
"AP1",201051,NA,"galeao",4,24,31.5714285714286,54.8571428571429,90.4285714285714,226963,3,NA,NA,NA,NA,NA,NA,0.909090909090909,0.377614328752315,0.490043574121649,1.56322376001643,0.377614328752315,NA,0,1,4,1.76240180117464,0
"AP1",201052,NA,"galeao",8,22.8571428571429,28.5714285714286,60.4285714285714,94.1428571428571,226963,3,NA,NA,NA,NA,NA,NA,1.1,0.622385671247685,0.585933338594016,1.86501631141481,0.622385671247685,NA,0,0,8,3.52480360234928,0
"AP1",201101,NA,"galeao",17,23.5714285714286,30.7142857142857,59.2857142857143,90.1428571428571,226963,3,NA,NA,NA,NA,NA,NA,1.31818181818182,0.838881839821226,0.733753233668601,2.12792578362711,0.838881839821226,NA,1,1,17,7.49020765499222,0
"AP1",201102,NA,"galeao",31,24.1428571428571,32.8571428571429,50.4285714285714,91,226963,3,NA,NA,NA,NA,NA,NA,1.93103448275862,0.998507338407776,1.1897331126954,2.83852953443302,0.998507338407776,NA,1,2,31,13.6586139591035,0
"AP1",201103,60,"galeao",22,24.8571428571429,33.8571428571429,49.5714285714286,90.2857142857143,226963,3,NA,NA,NA,NA,NA,NA,1.25,0.894836372601956,0.86624957266553,1.72951926233275,0.894836372601956,NA,1,3,22,9.69320990646052,0
"AP1",201104,73,"galeao",47,24.4285714285714,35,38.5714285714286,84.1428571428571,226963,3,NA,NA,NA,NA,NA,NA,1.42857142857143,0.989629479808206,1.03751140593347,1.89615678093856,0.989629479808206,NA,1,4,47,20.708221163802,0
"AP1",201105,108,"galeao",74,24.8571428571429,33.8571428571429,45.1428571428571,84.1428571428571,226963,3,NA,NA,NA,NA,NA,NA,1.43,0.997201795245952,1.09590299241863,1.81834889568853,0.997201795245952,NA,1,4,74,32.6044333217309,0
"AP1",201106,203,"galeao",87,24.7142857142857,35.5714285714286,37.7142857142857,82.5714285714286,226963,3,1.59336099585062,0.999999995520468,1.34942991664612,1.86003736597013,1,NA,1.45454545454545,0.999752705759386,1.1664724451676,1.78085521185732,0.999752705759386,NA,1,4,87,38.3322391755484,0
"AP1",201107,218,"galeao",123,24.2857142857143,34,39.2857142857143,81,226963,3,1.37760416666667,0.999999249846748,1.20434609288183,1.56534123376812,1,NA,1.36538461538462,0.999704980349441,1.13571678248952,1.62162421695458,0.999704980349441,NA,1,4,123,54.1938553861202,0
"AP1",201108,248,"galeao",137,24.4285714285714,33.4285714285714,43.8571428571429,85.4285714285714,226963,3,1.26465028355388,0.999974485769469,1.12599874039363,1.41388283807023,1,NA,1.22183098591549,0.993993219098373,1.04067729798116,1.42264072683513,0.993993219098373,NA,1,4,137,60.3622616902314,0
"AP1",201109,251,"galeao",126,23,28,63.7142857142857,91.1428571428571,226963,3,1.07174887892377,0.901445774013223,0.963186407727271,1.18875185213511,1,4,1.11239193083573,0.925300600477464,0.959585922997621,1.2813873694396,0.925300600477464,NA,1,4,126,55.5156567370012,0
"AP1",201110,196,"galeao",120,22.7142857142857,28,66.5714285714286,93.2857142857143,226963,3,0.96931659693166,0.279053490382482,0.872231635689499,1.07431080905946,0,3,0.992227979274611,0.456902045161386,0.859532475116212,1.13956040794127,0.456902045161386,NA,0,3,120,52.8720540352392,0
"AP1",201111,324,"galeao",168,23.1428571428571,30.2857142857143,57,91.1428571428571,226963,3,1.10935251798561,0.976480362246709,0.999817521085775,1.22700130552037,1,3,1.08093994778068,0.864070062253486,0.938396080872273,1.23818075225877,0.864070062253486,NA,1,3,168,74.0208756493349,0
"AP1",201112,695,"galeao",264,22.7142857142857,29.7142857142857,57.1428571428571,92.5714285714286,226963,3,1.57587548638132,1,1.43748239582665,1.7214507692691,1,3,1.33333333333333,0.999995698840748,1.17059430791026,1.50953440123908,0.999995698840748,NA,1,3,264,116.318518877526,1
"AP1",201113,800,"galeao",264,23.4285714285714,30.4285714285714,60.8571428571429,92.5714285714286,226963,3,1.49711934156379,1,1.39079602806643,1.60802150809659,1,3,1.26086956521739,0.99997768576449,1.1253464799531,1.40653656266271,0.99997768576449,NA,1,3,264,116.318518877526,1
"AP1",201114,789,"galeao",298,22.1428571428571,28.8571428571429,61.7142857142857,90.2857142857143,226963,3,1.25563496426608,0.999999999999818,1.17988298072324,1.33447671040928,1,4,1.1867816091954,0.999573786283052,1.07129510030531,1.31034545303392,0.999573786283052,NA,1,4,298,131.298934187511,1
"AP1",201115,808,"galeao",282,23.1428571428571,32,51.8571428571429,91.7142857142857,226963,3,1.04947460595447,0.950716765056587,0.990588797559446,1.11084130668012,1,4,1.02179176755448,0.670242215861074,0.927285464953838,1.12315248543709,0.670242215861074,NA,0,3,282,124.249326982812,1
"AP1",201116,639,"galeao",162,22.4285714285714,31.5714285714286,48,91.8571428571429,226963,3,0.932832707551106,0.00899564689238497,0.880278744164479,0.987761182826205,0,3,0.87914691943128,0.00519176574277502,0.795856788859068,0.969183074911945,0.00519176574277502,NA,0,2,162,71.3772729475729,0
"AP1",201117,621,"galeao",152,20.7142857142857,27.1428571428571,64.2857142857143,94.8571428571429,226963,2,0.924865831842576,0.00521318360967782,0.870849567637148,0.981428173541588,0,2,0.803234501347709,3.21262204121542e-05,0.720526728607403,0.893635667649788,3.21262204121542e-05,NA,0,1,152,66.9712684446364,0
"AP1",201118,526,"galeao",169,20.7142857142857,28.1428571428571,54.4285714285714,92.4285714285714,226963,1,0.863636363636364,2.74669330280197e-06,0.810349386644845,0.919682406458317,0,1,0.810402684563758,0.000285988998304121,0.718002278437191,0.912371840009664,0.000285988998304121,NA,0,0,169,74.4614760996286,0
"AP1",201119,671,"galeao",110,20.1428571428571,25.8571428571429,58.8571428571429,91.4285714285714,226963,0,1.01791713325868,0.70301865766888,0.953062905266105,1.0859468799008,0,0,0.892339544513458,0.0426020873767592,0.782454680949181,1.01398342128354,0.0426020873767592,NA,0,0,110,48.4660495323026,0
"AP1",201120,450,"galeao",89,17.7142857142857,24,60.4285714285714,93.1428571428571,226963,0,0.905940594059406,0.00183082356635289,0.847122375004666,0.967891811133358,0,0,0.853828306264501,0.0128371501586935,0.741770941287271,0.979076723489194,0.0128371501586935,NA,0,0,89,39.2134400761358,0
"AP1",201121,289,"galeao",58,17,26.5714285714286,48.8571428571429,92.2857142857143,226963,0,0.856102003642987,8.96525537541493e-06,0.796972209436093,0.918696186342903,0,0,0.698369565217391,4.19838937726347e-06,0.594898730094433,0.817375129749573,4.19838937726347e-06,NA,0,0,58,25.5548261170323,0
"AP1",201122,244,"galeao",32,18,24.5714285714286,54.2857142857143,89,226963,0,0.697163120567376,0,0.642426056765537,0.755970475034676,0,0,0.696498054474708,8.86902061192352e-05,0.574753160100051,0.84043909393704,8.86902061192352e-05,NA,0,0,32,14.0992144093971,0
"AP1",201123,159,"galeao",19,15.7142857142857,24,51.7142857142857,90.5714285714286,226963,0,0.703967446592065,5.01376717920721e-13,0.638426049524989,0.775342234141161,0,0,0.608938547486033,1.65021550402322e-05,0.479764829460068,0.770002647617403,1.65021550402322e-05,NA,0,0,19,8.37140855557954,0
"AP1",201124,152,"galeao",7,16,24.5714285714286,48.7142857142857,93.1428571428571,226963,0,0.802023121387283,5.12014949285433e-05,0.716620639613181,0.895673601100295,0,0,0.532110091743119,3.3237951613696e-05,0.388088004691569,0.728369277871156,3.3237951613696e-05,NA,0,0,7,3.08420315205562,0
"AP1",201125,130,"galeao",10,17.5714285714286,26.5714285714286,53.5714285714286,92.2857142857143,226963,0,0.794594594594595,0.000148609959991775,0.700445887843513,0.899022714878224,0,0,0.620689655172414,0.0110092941869617,0.410379594053009,0.927348955404915,0.0110092941869617,NA,0,0,10,4.4060045029366,0
"AP1",201126,174,"galeao",9,17,25.4285714285714,54.7142857142857,90.8571428571429,226963,0,1.03401360544218,0.691842536196547,0.905284605483702,1.17554203400411,0,0,0.722222222222222,0.100015684256552,0.435548054793894,1.16012317608489,0.100015684256552,NA,0,0,9,3.96540405264294,0
"AP1",201127,109,"galeao",5,15.5714285714286,21.1428571428571,62.2857142857143,92.2857142857143,226963,0,0.905701754385965,0.0721899254755773,0.791483903851018,1.03236478513451,0,0,0.923076923076923,0.387724827340785,0.523065902986791,1.52464714724898,0.387724827340785,NA,0,0,5,2.2030022514683,0
"AP1",201128,89,"galeao",12,15.5714285714286,27.5714285714286,39.4285714285714,94.8571428571429,226963,0,0.900726392251816,0.0715336424559954,0.781565566310013,1.03362394340834,0,0,1.08333333333333,0.612275172659215,0.608661238246218,1.771542051557,0.612275172659215,NA,0,0,12,5.28720540352392,0
"AP1",201129,95,"galeao",11,18.8571428571429,26.7142857142857,55.1428571428571,89.7142857142857,226963,0,0.787634408602151,0.00107372982928211,0.6748126810634,0.91576874725153,0,0,1.07692307692308,0.60807684889525,0.618577957977199,1.73396479412651,0.60807684889525,NA,0,0,11,4.84660495323026,0
"AP1",201130,76,"galeao",5,16.5714285714286,27,43.2857142857143,90.8571428571429,226963,0,0.887372013651877,0.0800434481580833,0.749112352250941,1.04496274422862,0,0,1,0.499999999999999,0.582433799750595,1.60453281153935,0.499999999999999,NA,0,0,5,2.2030022514683,0
"AP1",201131,56,"galeao",1,17.8571428571429,25.2857142857143,51.1428571428571,86.7142857142857,226963,0,0.873076923076923,0.0671668693774237,0.728813519660367,1.03911760265248,0,0,0.607142857142857,0.0480708772103071,0.336852790438028,1.07091778785283,0.0480708772103071,NA,0,0,1,0.44060045029366,0
"AP1",201132,57,"galeao",6,18.4285714285714,27.8571428571429,48.8571428571429,90,226963,0,0.832599118942731,0.0310012906844516,0.684677856329885,1.0054773179397,0,0,0.705882352941177,0.172464225441218,0.34185288744809,1.37307759761008,0.172464225441218,NA,0,0,6,2.64360270176196,0
"AP1",201133,75,"galeao",3,19.1428571428571,30.4285714285714,38.4285714285714,85.4285714285714,226963,0,0.994708994708995,0.479439797674986,0.809459791683348,1.20965906053288,0,0,0.833333333333333,0.331811904907227,0.362158825171859,1.70870298550873,0.331811904907227,NA,0,0,3,1.32180135088098,0
"AP1",201134,43,"galeao",3,18.4285714285714,24.4285714285714,61,89,226963,0,0.930851063829787,0.247246447249218,0.754775987372857,1.13686944945097,0,0,1.2,0.668188095092773,0.500843966154965,2.34143989550205,0.668188095092773,NA,0,0,3,1.32180135088098,0
"AP1",201135,91,"galeao",2,17.8571428571429,28,35.2857142857143,83.7142857142857,226963,0,1.19428571428571,0.958901894941165,0.971580267669979,1.44874223234355,1,1,0.666666666666667,0.179641723632813,0.283856755563522,1.46344018273669,0.179641723632813,NA,0,0,2,0.88120090058732,0
"AP1",201136,58,"galeao",2,17,28.5714285714286,42.7142857142857,87.4285714285714,226963,0,0.91866028708134,0.197676377004529,0.75264310780223,1.11165916329819,0,1,0.875,0.395263671875,0.323582395000727,1.9850938382904,0.395263671875,NA,0,0,2,0.88120090058732,0
"AP1",201137,59,"galeao",0,18.7142857142857,23.8571428571429,58.1428571428571,86,226963,0,1.08333333333333,0.788417191987562,0.886276446124197,1.3095155759566,0,1,0.571428571428571,0.171875,0.195263396623409,1.60549837120923,0.171875,NA,0,0,0,0,0
"AP1",201138,42,"galeao",9,18,27.7142857142857,43.8571428571429,85.1428571428571,226963,0,0.764423076923077,0.00516572981939334,0.620446997249201,0.935694689587534,0,1,2.75,0.9713134765625,0.768341690086554,5.13926786141282,0.9713134765625,NA,1,1,9,3.96540405264294,0
"AP1",201139,54,"galeao",6,18.2857142857143,28,43.2857142857143,85.8571428571429,226963,0,0.974842767295597,0.410586720692279,0.777683035231559,1.20725745859164,0,0,1.36363636363636,0.787821888923645,0.598142193221019,2.52835642271224,0.787821888923645,NA,0,1,6,2.64360270176196,0
"AP1",201140,68,"galeao",5,20.2857142857143,27.2857142857143,54.7142857142857,86,226963,0,1.05806451612903,0.693078606468064,0.844902738632608,1.30723600418167,0,0,1.33333333333333,0.804235847434029,0.656199532585771,2.32283535552194,0.804235847434029,NA,1,2,5,2.2030022514683,0
"AP1",201141,61,"galeao",9,21.8571428571429,30.7142857142857,50.5714285714286,90.2857142857143,226963,0,1.11585365853659,0.846480796930224,0.898870320933556,1.36680807329747,0,0,1,0.5,0.528144385658392,1.72555674207452,0.5,NA,0,2,9,3.96540405264294,0
"AP1",201142,88,"galeao",8,18,23,62.4285714285714,90.7142857142857,226963,0,1.18579234972678,0.95569764802551,0.968898448502549,1.43308131018499,1,1,1.1,0.622385671247685,0.585933338594016,1.86501631141481,0.622385671247685,NA,0,1,8,3.52480360234928,0
"AP1",201143,101,"galeao",10,20.7142857142857,30.5714285714286,45.7142857142857,84.4285714285714,226963,0,1.15207373271889,0.936875331864203,0.956283268860791,1.37359368279272,1,2,1.22727272727273,0.764560493189144,0.679256307928323,2.002780313218,0.764560493189144,NA,0,1,10,4.4060045029366,0
"AP1",201144,81,"galeao",10,17.7142857142857,24.2857142857143,52.4285714285714,86.7142857142857,226963,0,1.08,0.80999282740022,0.906017725909664,1.27642113800432,0,2,1.03703703703704,0.554038424447625,0.599955328568785,1.66679076321488,0.554038424447625,NA,0,0,10,4.4060045029366,0
"AP1",201145,82,"galeao",10,20.1428571428571,29.1428571428571,49.2857142857143,85.8571428571429,226963,0,0.977777777777778,0.397489412247175,0.822747619738911,1.15369146850855,0,2,1.07142857142857,0.604316786110409,0.627707816403643,1.70092356294069,0.604316786110409,NA,0,0,10,4.4060045029366,0
"AP1",201146,85,"galeao",11,20.7142857142857,25,64.7142857142857,91.5714285714286,226963,0,0.939393939393939,0.23955324209488,0.787636658414103,1.112540413394,0,1,1.03333333333333,0.551289086504285,0.614650044062409,1.62694204557555,0.551289086504285,NA,0,0,11,4.84660495323026,0
"AP1",201147,71,"galeao",16,20.7142857142857,28,56,89.2857142857143,226963,0,0.959677419354839,0.324909216322279,0.800798249658477,1.14129312314107,0,0,1.19354838709677,0.768091191051564,0.72426995384984,1.83021758973102,0.768091191051564,NA,0,0,16,7.04960720469856,0
"AP1",201148,97,"galeao",16,21.2857142857143,27.5714285714286,58,90.7142857142857,226963,0,1.06302521008403,0.750977261505723,0.887280504489407,1.26234586545963,0,0,1.16216216216216,0.750051561569836,0.734708364800451,1.73207345468182,0.750051561569836,NA,0,0,16,7.04960720469856,0
"AP1",201149,78,"galeao",23,22.4285714285714,28,63.2857142857143,87.7142857142857,226963,1,0.972332015810277,0.376901026934973,0.813264516256406,1.15367861467357,0,0,1.27906976744186,0.888561172708312,0.841868555185945,1.83895736199259,0.888561172708312,NA,1,1,23,10.1338103567542,0
