"SE","APS","casos","tweets","temp","Rt","casos_est","temp_crit","casos_crit","alertaRt1","alertaTemp","alertaCasos"
201035,"AP5.1",2,NA,19.1428571428571,0.444444444444444,NA,22,NA,0,0,NA
201035,"AP5.2",6,NA,19.1428571428571,0.8125,NA,22,NA,0,0,NA
201035,"AP5.3",1,NA,19.1428571428571,0,NA,22,NA,1,0,NA
201036,"AP1",4,NA,18,1.16666666666667,NA,22,NA,0,0,NA
201036,"AP2.1",5,NA,18,0.96551724137931,NA,22,NA,0,0,NA
201036,"AP2.2",3,NA,18,1.11111111111111,NA,22,NA,0,0,NA
201036,"AP3.1",2,NA,18,0.636363636363636,NA,22,NA,0,0,NA
201036,"AP3.2",5,NA,18,1.16666666666667,NA,22,NA,0,0,NA
201036,"AP3.3",3,NA,18,0.9375,NA,22,NA,0,0,NA
201036,"AP4",4,NA,18,0.789473684210526,NA,22,NA,0,0,NA
201036,"AP5.1",3,NA,18,1,NA,22,NA,0,0,NA
201036,"AP5.2",4,NA,18,0.615384615384615,NA,22,NA,0,0,NA
201036,"AP5.3",2,NA,18,3,NA,22,NA,1,0,NA
201037,"AP1",2,NA,18.2857142857143,1.14285714285714,NA,22,NA,0,0,NA
201037,"AP2.1",1,NA,18.2857142857143,0.714285714285714,NA,22,NA,0,0,NA
201037,"AP2.2",4,NA,18.2857142857143,1,NA,22,NA,0,0,NA
201037,"AP3.1",6,NA,18.2857142857143,1.57142857142857,NA,22,NA,1,0,NA
201037,"AP3.2",5,NA,18.2857142857143,0.785714285714286,NA,22,NA,0,0,NA
201037,"AP3.3",1,NA,18.2857142857143,0.333333333333333,NA,22,NA,0,0,NA
201037,"AP4",10,NA,18.2857142857143,1.06666666666667,NA,22,NA,0,0,NA
201037,"AP5.1",6,NA,18.2857142857143,1.375,NA,22,NA,0,0,NA
201037,"AP5.2",7,NA,18.2857142857143,1.0625,NA,22,NA,0,0,NA
201037,"AP5.3",3,NA,18.2857142857143,2,NA,22,NA,1,0,NA
201038,"AP1",2,NA,18.8571428571429,1,NA,22,NA,0,0,NA
201038,"AP2.1",6,NA,18.8571428571429,0.6,NA,22,NA,0,0,NA
201038,"AP2.2",2,NA,18.8571428571429,0.9,NA,22,NA,0,0,NA
201038,"AP3.1",1,NA,18.8571428571429,0.818181818181818,NA,22,NA,0,0,NA
201038,"AP3.2",9,NA,18.8571428571429,1.72727272727273,NA,22,NA,1,0,NA
201038,"AP3.3",1,NA,18.8571428571429,1,NA,22,NA,0,0,NA
201038,"AP4",4,NA,18.8571428571429,1.125,NA,22,NA,0,0,NA
201038,"AP5.1",4,NA,18.8571428571429,1.18181818181818,NA,22,NA,0,0,NA
201038,"AP5.2",2,NA,18.8571428571429,0.764705882352941,NA,22,NA,0,0,NA
201038,"AP5.3",0,NA,18.8571428571429,0.833333333333333,NA,22,NA,0,0,NA
201039,"AP1",0,NA,21.1428571428571,0.5,NA,22,NA,0,0,NA
201039,"AP2.1",4,NA,21.1428571428571,0.916666666666667,NA,22,NA,0,0,NA
201039,"AP2.2",5,NA,21.1428571428571,1.22222222222222,NA,22,NA,0,0,NA
201039,"AP3.1",3,NA,21.1428571428571,1.11111111111111,NA,22,NA,0,0,NA
201039,"AP3.2",2,NA,21.1428571428571,0.842105263157895,NA,22,NA,0,0,NA
201039,"AP3.3",3,NA,21.1428571428571,1,NA,22,NA,0,0,NA
201039,"AP4",4,NA,21.1428571428571,1,NA,22,NA,0,0,NA
201039,"AP5.1",2,NA,21.1428571428571,0.923076923076923,NA,22,NA,0,0,NA
201039,"AP5.2",2,NA,21.1428571428571,0.846153846153846,NA,22,NA,0,0,NA
201039,"AP5.3",1,NA,21.1428571428571,0.8,NA,22,NA,0,0,NA
201040,"AP1",2,NA,19.7142857142857,1,NA,22,NA,0,0,NA
201040,"AP2.1",2,NA,19.7142857142857,1.09090909090909,NA,22,NA,0,0,NA
201040,"AP2.2",3,NA,19.7142857142857,0.909090909090909,NA,22,NA,0,0,NA
201040,"AP3.1",1,NA,19.7142857142857,0.5,NA,22,NA,0,0,NA
201040,"AP3.2",2,NA,19.7142857142857,0.8125,NA,22,NA,0,0,NA
201040,"AP3.3",5,NA,19.7142857142857,1.8,NA,22,NA,1,0,NA
201040,"AP4",2,NA,19.7142857142857,0.555555555555556,NA,22,NA,0,0,NA
201040,"AP5.1",2,NA,19.7142857142857,0.666666666666667,NA,22,NA,0,0,NA
201040,"AP5.2",8,NA,19.7142857142857,1.09090909090909,NA,22,NA,0,0,NA
201040,"AP5.3",0,NA,19.7142857142857,0.25,NA,22,NA,0,0,NA
201041,"AP1",3,NA,17.4285714285714,1.25,NA,22,NA,0,0,NA
201041,"AP2.1",1,NA,17.4285714285714,0.583333333333333,NA,22,NA,0,0,NA
201041,"AP2.2",2,NA,17.4285714285714,1,NA,22,NA,0,0,NA
201041,"AP3.1",5,NA,17.4285714285714,1.8,NA,22,NA,1,0,NA
201041,"AP3.2",5,NA,17.4285714285714,0.692307692307692,NA,22,NA,0,0,NA
201041,"AP3.3",3,NA,17.4285714285714,1.22222222222222,NA,22,NA,0,0,NA
201041,"AP4",4,NA,17.4285714285714,1,NA,22,NA,0,0,NA
201041,"AP5.1",2,NA,17.4285714285714,0.75,NA,22,NA,0,0,NA
201041,"AP5.2",2,NA,17.4285714285714,1,NA,22,NA,0,0,NA
201041,"AP5.3",2,NA,17.4285714285714,3,NA,22,NA,1,0,NA
201042,"AP1",1,NA,19.7142857142857,1.2,NA,22,NA,0,0,NA
201042,"AP2.1",9,NA,19.7142857142857,1.71428571428571,NA,22,NA,1,0,NA
201042,"AP2.2",3,NA,19.7142857142857,0.8,NA,22,NA,0,0,NA
201042,"AP3.1",2,NA,19.7142857142857,0.888888888888889,NA,22,NA,0,0,NA
201042,"AP3.2",2,NA,19.7142857142857,1,NA,22,NA,0,0,NA
201042,"AP3.3",6,NA,19.7142857142857,1.27272727272727,NA,22,NA,0,0,NA
201042,"AP4",3,NA,19.7142857142857,0.9,NA,22,NA,0,0,NA
201042,"AP5.1",2,NA,19.7142857142857,1,NA,22,NA,0,0,NA
201042,"AP5.2",0,NA,19.7142857142857,0.833333333333333,NA,22,NA,0,0,NA
201042,"AP5.3",0,NA,19.7142857142857,0.666666666666667,NA,22,NA,0,0,NA
201043,"AP1",6,NA,20.1428571428571,1.66666666666667,NA,22,NA,1,0,NA
201043,"AP2.1",10,NA,20.1428571428571,1.66666666666667,NA,22,NA,1,0,NA
201043,"AP2.2",3,NA,20.1428571428571,1,NA,22,NA,0,0,NA
201043,"AP3.1",0,NA,20.1428571428571,0.875,NA,22,NA,0,0,NA
201043,"AP3.2",2,NA,20.1428571428571,1,NA,22,NA,0,0,NA
201043,"AP3.3",4,NA,20.1428571428571,0.928571428571429,NA,22,NA,0,0,NA
201043,"AP4",6,NA,20.1428571428571,1.44444444444444,NA,22,NA,1,0,NA
201043,"AP5.1",0,NA,20.1428571428571,0.666666666666667,NA,22,NA,0,0,NA
201043,"AP5.2",2,NA,20.1428571428571,0.4,NA,22,NA,0,0,NA
201043,"AP5.3",1,NA,20.1428571428571,1.5,NA,22,NA,0,0,NA
201044,"AP1",2,NA,21,0.9,NA,22,NA,0,0,NA
201044,"AP2.1",11,NA,21,1.5,NA,22,NA,1,0,NA
201044,"AP2.2",3,NA,21,1.125,NA,22,NA,0,0,NA
201044,"AP3.1",2,NA,21,0.571428571428571,NA,22,NA,0,0,NA
201044,"AP3.2",2,NA,21,0.666666666666667,NA,22,NA,0,0,NA
201044,"AP3.3",4,NA,21,1.07692307692308,NA,22,NA,0,0,NA
201044,"AP4",11,NA,21,1.53846153846154,NA,22,NA,1,0,NA
201044,"AP5.1",2,NA,21,1,NA,22,NA,0,0,NA
201044,"AP5.2",4,NA,21,1.5,NA,22,NA,0,0,NA
201044,"AP5.3",3,NA,21,1.33333333333333,NA,22,NA,0,0,NA
201045,"AP1",1,NA,21,1,NA,22,NA,0,0,NA
201045,"AP2.1",11,NA,21,1.06666666666667,NA,22,NA,0,0,NA
201045,"AP2.2",5,NA,21,1.22222222222222,NA,22,NA,0,0,NA
201045,"AP3.1",3,NA,21,1.25,NA,22,NA,0,0,NA
201045,"AP3.2",1,NA,21,0.833333333333333,NA,22,NA,0,0,NA
201045,"AP3.3",13,NA,21,1.5,NA,22,NA,1,0,NA
201045,"AP4",9,NA,21,1.3,NA,22,NA,1,0,NA
201045,"AP5.1",3,NA,21,1.25,NA,22,NA,0,0,NA
201045,"AP5.2",1,NA,21,1.16666666666667,NA,22,NA,0,0,NA
201045,"AP5.3",3,NA,21,1.75,NA,22,NA,1,0,NA
201046,"AP1",4,NA,20,0.777777777777778,NA,22,NA,0,0,NA
201046,"AP2.1",11,NA,20,1.03125,NA,22,NA,0,0,NA
201046,"AP2.2",3,NA,20,1,NA,22,NA,0,0,NA
201046,"AP3.1",3,NA,20,1.6,NA,22,NA,1,0,NA
201046,"AP3.2",6,NA,20,1.8,NA,22,NA,1,0,NA
201046,"AP3.3",6,NA,20,1.0952380952381,NA,22,NA,0,0,NA
201046,"AP4",8,NA,20,1.07692307692308,NA,22,NA,0,0,NA
201046,"AP5.1",1,NA,20,1.2,NA,22,NA,0,0,NA
201046,"AP5.2",7,NA,20,1.71428571428571,NA,22,NA,1,0,NA
201046,"AP5.3",5,NA,20,1.57142857142857,NA,22,NA,1,0,NA
201047,"AP1",5,NA,22.7142857142857,1.42857142857143,NA,22,NA,0,1,NA
201047,"AP2.1",14,NA,22.7142857142857,1.09090909090909,NA,22,NA,0,1,NA
201047,"AP2.2",7,NA,22.7142857142857,1.36363636363636,NA,22,NA,0,1,NA
201047,"AP3.1",4,NA,22.7142857142857,1.25,NA,22,NA,0,1,NA
201047,"AP3.2",6,NA,22.7142857142857,1.44444444444444,NA,22,NA,1,1,NA
201047,"AP3.3",13,NA,22.7142857142857,1.39130434782609,NA,22,NA,1,1,NA
201047,"AP4",6,NA,22.7142857142857,0.821428571428571,NA,22,NA,0,1,NA
201047,"AP5.1",4,NA,22.7142857142857,1.33333333333333,NA,22,NA,0,1,NA
201047,"AP5.2",10,NA,22.7142857142857,1.5,NA,22,NA,1,1,NA
201047,"AP5.3",6,NA,22.7142857142857,1.27272727272727,NA,22,NA,0,1,NA
201048,"AP1",6,NA,24.2857142857143,1.5,NA,22,NA,1,1,NA
201048,"AP2.1",24,NA,24.2857142857143,1.36111111111111,NA,22,NA,1,1,NA
201048,"AP2.2",3,NA,24.2857142857143,0.866666666666667,NA,22,NA,0,1,NA
201048,"AP3.1",7,NA,24.2857142857143,1.4,NA,22,NA,0,1,NA
201048,"AP3.2",8,NA,24.2857142857143,1.53846153846154,NA,22,NA,1,1,NA
201048,"AP3.3",23,NA,24.2857142857143,1.3125,NA,22,NA,1,1,NA
201048,"AP4",14,NA,24.2857142857143,1.21739130434783,NA,22,NA,0,1,NA
201048,"AP5.1",7,NA,24.2857142857143,1.5,NA,22,NA,1,1,NA
201048,"AP5.2",3,NA,24.2857142857143,1.11111111111111,NA,22,NA,0,1,NA
201048,"AP5.3",7,NA,24.2857142857143,1.28571428571429,NA,22,NA,0,1,NA
201049,"AP1",6,NA,23.8571428571429,1.13333333333333,NA,22,NA,0,1,NA
201049,"AP2.1",23,NA,23.8571428571429,1.24489795918367,NA,22,NA,1,1,NA
201049,"AP2.2",4,NA,23.8571428571429,1.07692307692308,NA,22,NA,0,1,NA
201049,"AP3.1",11,NA,23.8571428571429,1.57142857142857,NA,22,NA,1,1,NA
201049,"AP3.2",10,NA,23.8571428571429,1.2,NA,22,NA,0,1,NA
201049,"AP3.3",21,NA,23.8571428571429,1.35714285714286,NA,22,NA,1,1,NA
201049,"AP4",6,NA,23.8571428571429,0.928571428571429,NA,22,NA,0,1,NA
201049,"AP5.1",7,NA,23.8571428571429,1.5,NA,22,NA,1,1,NA
201049,"AP5.2",14,NA,23.8571428571429,1.35,NA,22,NA,1,1,NA
201049,"AP5.3",10,NA,23.8571428571429,1.27777777777778,NA,22,NA,0,1,NA
201050,"AP1",10,NA,23.7142857142857,1.29411764705882,NA,22,NA,0,1,NA
201050,"AP2.1",25,NA,23.7142857142857,1.18032786885246,NA,22,NA,1,1,NA
201050,"AP2.2",7,NA,23.7142857142857,1,NA,22,NA,0,1,NA
201050,"AP3.1",13,NA,23.7142857142857,1.40909090909091,NA,22,NA,1,1,NA
201050,"AP3.2",19,NA,23.7142857142857,1.54166666666667,NA,22,NA,1,1,NA
201050,"AP3.3",27,NA,23.7142857142857,1.24561403508772,NA,22,NA,1,1,NA
201050,"AP4",12,NA,23.7142857142857,1.23076923076923,NA,22,NA,0,1,NA
201050,"AP5.1",7,NA,23.7142857142857,1.16666666666667,NA,22,NA,0,1,NA
201050,"AP5.2",10,NA,23.7142857142857,1,NA,22,NA,0,1,NA
201050,"AP5.3",13,NA,23.7142857142857,1.30434782608696,NA,22,NA,1,1,NA
201051,"AP1",4,NA,24,0.909090909090909,NA,22,NA,0,1,NA
201051,"AP2.1",20,NA,24,0.944444444444444,NA,22,NA,0,1,NA
201051,"AP2.2",8,NA,24,1.35714285714286,NA,22,NA,1,1,NA
201051,"AP3.1",6,NA,24,0.967741935483871,NA,22,NA,0,1,NA
201051,"AP3.2",6,NA,24,0.945945945945946,NA,22,NA,0,1,NA
201051,"AP3.3",28,NA,24,1.07042253521127,NA,22,NA,0,1,NA
201051,"AP4",20,NA,24,1.1875,NA,22,NA,0,1,NA
201051,"AP5.1",6,NA,24,0.952380952380952,NA,22,NA,0,1,NA
201051,"AP5.2",12,NA,24,1.33333333333333,NA,22,NA,1,1,NA
201051,"AP5.3",10,NA,24,1.1,NA,22,NA,0,1,NA
201052,"AP1",8,NA,22.8571428571429,1.1,NA,22,NA,0,1,NA
201052,"AP2.1",28,NA,22.8571428571429,1.07352941176471,NA,22,NA,0,1,NA
201052,"AP2.2",6,NA,22.8571428571429,1.10526315789474,NA,22,NA,0,1,NA
201052,"AP3.1",6,NA,22.8571428571429,0.833333333333333,NA,22,NA,0,1,NA
201052,"AP3.2",6,NA,22.8571428571429,0.885714285714286,NA,22,NA,0,1,NA
201052,"AP3.3",29,NA,22.8571428571429,1.10526315789474,NA,22,NA,0,1,NA
201052,"AP4",15,NA,22.8571428571429,1.23684210526316,NA,22,NA,1,1,NA
201052,"AP5.1",12,NA,22.8571428571429,1.25,NA,22,NA,0,1,NA
201052,"AP5.2",19,NA,22.8571428571429,1.13888888888889,NA,22,NA,0,1,NA
201052,"AP5.3",10,NA,22.8571428571429,1,NA,22,NA,0,1,NA
201101,"AP1",17,NA,23.5714285714286,1.31818181818182,NA,22,NA,1,1,NA
201101,"AP2.1",17,NA,23.5714285714286,0.89041095890411,NA,22,NA,0,1,NA
201101,"AP2.2",14,NA,23.5714285714286,1.33333333333333,NA,22,NA,1,1,NA
201101,"AP3.1",13,NA,23.5714285714286,1,NA,22,NA,0,1,NA
201101,"AP3.2",12,NA,23.5714285714286,0.774193548387097,NA,22,NA,0,1,NA
201101,"AP3.3",42,NA,23.5714285714286,1.17857142857143,NA,22,NA,1,1,NA
201101,"AP4",19,NA,23.5714285714286,1.14893617021277,NA,22,NA,0,1,NA
201101,"AP5.1",17,NA,23.5714285714286,1.4,NA,22,NA,1,1,NA
201101,"AP5.2",36,NA,23.5714285714286,1.63414634146341,NA,22,NA,1,1,NA
201101,"AP5.3",18,NA,23.5714285714286,1.15151515151515,NA,22,NA,0,1,NA
201102,"AP1",31,NA,24.1428571428571,1.93103448275862,NA,22,NA,1,1,NA
201102,"AP2.1",33,NA,24.1428571428571,1.2,NA,22,NA,1,1,NA
201102,"AP2.2",15,NA,24.1428571428571,1.25,NA,22,NA,1,1,NA
201102,"AP3.1",15,NA,24.1428571428571,1.36,NA,22,NA,1,1,NA
201102,"AP3.2",17,NA,24.1428571428571,1.45833333333333,NA,22,NA,1,1,NA
201102,"AP3.3",36,NA,24.1428571428571,1.08080808080808,NA,22,NA,0,1,NA
201102,"AP4",23,NA,24.1428571428571,1.05555555555556,NA,22,NA,0,1,NA
201102,"AP5.1",14,NA,24.1428571428571,1.22857142857143,NA,22,NA,1,1,NA
201102,"AP5.2",48,NA,24.1428571428571,1.53731343283582,NA,22,NA,1,1,NA
201102,"AP5.3",37,NA,24.1428571428571,1.71052631578947,NA,22,NA,1,1,NA
201103,"AP1",22,60,24.8571428571429,1.25,NA,22,NA,1,1,NA
201103,"AP2.1",28,60,24.8571428571429,1,NA,22,NA,0,1,NA
201103,"AP2.2",12,60,24.8571428571429,1.17142857142857,NA,22,NA,0,1,NA
201103,"AP3.1",16,60,24.8571428571429,1.29411764705882,NA,22,NA,1,1,NA
201103,"AP3.2",11,60,24.8571428571429,1.14285714285714,NA,22,NA,0,1,NA
201103,"AP3.3",46,60,24.8571428571429,1.1588785046729,NA,22,NA,1,1,NA
201103,"AP4",33,60,24.8571428571429,1.31578947368421,NA,22,NA,1,1,NA
201103,"AP5.1",28,60,24.8571428571429,1.37209302325581,NA,22,NA,1,1,NA
201103,"AP5.2",36,60,24.8571428571429,1.16504854368932,NA,22,NA,1,1,NA
201103,"AP5.3",37,60,24.8571428571429,1.41538461538462,NA,22,NA,1,1,NA
201104,"AP1",47,73,24.4285714285714,1.42857142857143,NA,22,NA,1,1,NA
201104,"AP2.1",49,73,24.4285714285714,1.41025641025641,NA,22,NA,1,1,NA
201104,"AP2.2",26,73,24.4285714285714,1.29268292682927,NA,22,NA,1,1,NA
201104,"AP3.1",20,73,24.4285714285714,1.15909090909091,NA,22,NA,0,1,NA
201104,"AP3.2",35,73,24.4285714285714,1.575,NA,22,NA,1,1,NA
201104,"AP3.3",78,73,24.4285714285714,1.29032258064516,NA,22,NA,1,1,NA
201104,"AP4",59,73,24.4285714285714,1.53333333333333,NA,22,NA,1,1,NA
201104,"AP5.1",40,73,24.4285714285714,1.38983050847458,NA,22,NA,1,1,NA
201104,"AP5.2",65,73,24.4285714285714,1.24166666666667,NA,22,NA,1,1,NA
201104,"AP5.3",42,73,24.4285714285714,1.26086956521739,NA,22,NA,1,1,NA
201105,"AP1",74,108,24.8571428571429,1.43,NA,22,NA,1,1,NA
201105,"AP2.1",84,108,24.8571428571429,1.46363636363636,NA,22,NA,1,1,NA
201105,"AP2.2",36,108,24.8571428571429,1.39622641509434,NA,22,NA,1,1,NA
201105,"AP3.1",38,108,24.8571428571429,1.45098039215686,NA,22,NA,1,1,NA
201105,"AP3.2",46,108,24.8571428571429,1.46031746031746,NA,22,NA,1,1,NA
201105,"AP3.3",134,108,24.8571428571429,1.6125,NA,22,NA,1,1,NA
201105,"AP4",80,108,24.8571428571429,1.49565217391304,NA,22,NA,1,1,NA
201105,"AP5.1",72,108,24.8571428571429,1.70731707317073,NA,22,NA,1,1,NA
201105,"AP5.2",106,108,24.8571428571429,1.38926174496644,NA,22,NA,1,1,NA
201105,"AP5.3",70,108,24.8571428571429,1.28448275862069,NA,22,NA,1,1,NA
201106,"AP1",87,203,24.7142857142857,1.45454545454545,NA,22,NA,1,1,NA
201106,"AP2.1",98,203,24.7142857142857,1.43478260869565,NA,22,NA,1,1,NA
201106,"AP2.2",55,203,24.7142857142857,1.58108108108108,NA,22,NA,1,1,NA
201106,"AP3.1",39,203,24.7142857142857,1.31081081081081,NA,22,NA,1,1,NA
201106,"AP3.2",55,203,24.7142857142857,1.47826086956522,NA,22,NA,1,1,NA
201106,"AP3.3",212,203,24.7142857142857,1.64341085271318,NA,22,NA,1,1,NA
201106,"AP4",132,203,24.7142857142857,1.57558139534884,NA,22,NA,1,1,NA
201106,"AP5.1",151,203,24.7142857142857,1.87857142857143,NA,22,NA,1,1,NA
201106,"AP5.2",171,203,24.7142857142857,1.65217391304348,NA,22,NA,1,1,NA
201106,"AP5.3",112,203,24.7142857142857,1.50335570469799,NA,22,NA,1,1,NA
201107,"AP1",123,218,24.2857142857143,1.36538461538462,NA,22,NA,1,1,NA
201107,"AP2.1",189,218,24.2857142857143,1.60606060606061,NA,22,NA,1,1,NA
201107,"AP2.2",62,218,24.2857142857143,1.30769230769231,NA,22,NA,1,1,NA
201107,"AP3.1",73,218,24.2857142857143,1.54639175257732,NA,22,NA,1,1,NA
201107,"AP3.2",79,218,24.2857142857143,1.32352941176471,NA,22,NA,1,1,NA
201107,"AP3.3",258,218,24.2857142857143,1.42452830188679,NA,22,NA,1,1,NA
201107,"AP4",189,218,24.2857142857143,1.47970479704797,NA,22,NA,1,1,NA
201107,"AP5.1",193,218,24.2857142857143,1.58174904942966,NA,22,NA,1,1,NA
201107,"AP5.2",130,218,24.2857142857143,1.19005847953216,NA,22,NA,1,1,NA
201107,"AP5.3",136,218,24.2857142857143,1.41964285714286,NA,22,NA,1,1,NA
201108,"AP1",137,248,24.4285714285714,1.22183098591549,NA,22,NA,1,1,NA
201108,"AP2.1",180,248,24.4285714285714,1.25876010781671,NA,22,NA,1,1,NA
201108,"AP2.2",69,248,24.4285714285714,1.2156862745098,NA,22,NA,1,1,NA
201108,"AP3.1",122,248,24.4285714285714,1.56,NA,22,NA,1,1,NA
201108,"AP3.2",83,248,24.4285714285714,1.20555555555556,NA,22,NA,1,1,NA
201108,"AP3.3",220,248,24.4285714285714,1.14238410596026,NA,22,NA,1,1,NA
201108,"AP4",174,248,24.4285714285714,1.23441396508728,NA,22,NA,1,1,NA
201108,"AP5.1",288,248,24.4285714285714,1.51923076923077,NA,22,NA,1,1,NA
201108,"AP5.2",151,248,24.4285714285714,1.11056511056511,NA,22,NA,1,1,NA
201108,"AP5.3",97,248,24.4285714285714,1.08490566037736,NA,22,NA,1,1,NA
201109,"AP1",126,251,23,1.11239193083573,NA,22,NA,1,1,NA
201109,"AP2.1",232,251,23,1.28693790149893,NA,22,NA,1,1,NA
201109,"AP2.2",58,251,23,1.01612903225806,NA,22,NA,0,1,NA
201109,"AP3.1",79,251,23,1.17094017094017,NA,22,NA,1,1,NA
201109,"AP3.2",57,251,23,1.00921658986175,NA,22,NA,0,1,NA
201109,"AP3.3",190,251,23,0.968115942028986,NA,22,NA,0,1,NA
201109,"AP4",207,251,23,1.15151515151515,NA,22,NA,1,1,NA
201109,"AP5.1",231,251,23,1.12658227848101,NA,22,NA,1,1,NA
201109,"AP5.2",130,251,23,0.90929203539823,NA,22,NA,0,1,NA
201109,"AP5.3",83,251,23,0.915942028985507,NA,22,NA,0,1,NA
201110,"AP1",120,196,22.7142857142857,0.992227979274611,NA,22,NA,0,1,NA
201110,"AP2.1",288,196,22.7142857142857,1.16472545757072,NA,22,NA,1,1,NA
201110,"AP2.2",51,196,22.7142857142857,0.941798941798942,NA,22,NA,0,1,NA
201110,"AP3.1",75,196,22.7142857142857,1.00729927007299,NA,22,NA,0,1,NA
201110,"AP3.2",56,196,22.7142857142857,0.894977168949772,NA,22,NA,0,1,NA
201110,"AP3.3",247,196,22.7142857142857,0.983532934131736,NA,22,NA,0,1,NA
201110,"AP4",232,196,22.7142857142857,1.07543859649123,NA,22,NA,1,1,NA
201110,"AP5.1",226,196,22.7142857142857,1.04634831460674,NA,22,NA,1,1,NA
201110,"AP5.2",141,196,22.7142857142857,1.02676399026764,NA,22,NA,0,1,NA
201110,"AP5.3",73,196,22.7142857142857,0.800632911392405,NA,22,NA,0,1,NA
201111,"AP1",168,324,23.1428571428571,1.08093994778068,NA,22,NA,1,1,NA
201111,"AP2.1",440,324,23.1428571428571,1.37142857142857,NA,22,NA,1,1,NA
201111,"AP2.2",90,324,23.1428571428571,1.11797752808989,NA,22,NA,1,1,NA
201111,"AP3.1",143,324,23.1428571428571,1.07608695652174,NA,22,NA,1,1,NA
201111,"AP3.2",90,324,23.1428571428571,1.03571428571429,NA,22,NA,0,1,NA
201111,"AP3.3",313,324,23.1428571428571,1.14155251141553,NA,22,NA,1,1,NA
201111,"AP4",338,324,23.1428571428571,1.26753670473083,NA,22,NA,1,1,NA
201111,"AP5.1",396,324,23.1428571428571,1.14496644295302,NA,22,NA,1,1,NA
201111,"AP5.2",355,324,23.1428571428571,1.48341232227488,NA,22,NA,1,1,NA
201111,"AP5.3",187,324,23.1428571428571,1.35573122529644,NA,22,NA,1,1,NA
201112,"AP1",264,695,22.7142857142857,1.33333333333333,NA,22,NA,1,1,NA
201112,"AP2.1",519,695,22.7142857142857,1.29895833333333,NA,22,NA,1,1,NA
201112,"AP2.2",179,695,22.7142857142857,1.60804020100503,NA,22,NA,1,1,NA
201112,"AP3.1",175,695,22.7142857142857,1.32323232323232,NA,22,NA,1,1,NA
201112,"AP3.2",202,695,22.7142857142857,1.71428571428571,NA,22,NA,1,1,NA
201112,"AP3.3",454,695,22.7142857142857,1.352,NA,22,NA,1,1,NA
201112,"AP4",505,695,22.7142857142857,1.38352638352638,NA,22,NA,1,1,NA
201112,"AP5.1",603,695,22.7142857142857,1.43610785463072,NA,22,NA,1,1,NA
201112,"AP5.2",704,695,22.7142857142857,1.91693290734824,NA,22,NA,1,1,NA
201112,"AP5.3",307,695,22.7142857142857,1.6530612244898,NA,22,NA,1,1,NA
201113,"AP1",264,800,23.4285714285714,1.26086956521739,NA,22,NA,1,1,NA
201113,"AP2.1",535,800,23.4285714285714,1.19807538091419,NA,22,NA,1,1,NA
201113,"AP2.2",191,800,23.4285714285714,1.4375,NA,22,NA,1,1,NA
201113,"AP3.1",310,800,23.4285714285714,1.59796437659033,NA,22,NA,1,1,NA
201113,"AP3.2",193,800,23.4285714285714,1.39367816091954,NA,22,NA,1,1,NA
201113,"AP3.3",436,800,23.4285714285714,1.18639053254438,NA,22,NA,1,1,NA
201113,"AP4",521,800,23.4285714285714,1.26883720930233,NA,22,NA,1,1,NA
201113,"AP5.1",607,800,23.4285714285714,1.31102040816327,NA,22,NA,1,1,NA
201113,"AP5.2",851,800,23.4285714285714,1.59166666666667,NA,22,NA,1,1,NA
201113,"AP5.3",391,800,23.4285714285714,1.56084656084656,NA,22,NA,1,1,NA
201114,"AP1",298,789,22.1428571428571,1.1867816091954,NA,22,NA,1,1,NA
201114,"AP2.1",637,789,22.1428571428571,1.13186077643909,NA,22,NA,1,1,NA
201114,"AP2.2",300,789,22.1428571428571,1.45652173913043,NA,22,NA,1,1,NA
201114,"AP3.1",410,789,22.1428571428571,1.42515923566879,NA,22,NA,1,1,NA
201114,"AP3.2",236,789,22.1428571428571,1.30103092783505,NA,22,NA,1,1,NA
201114,"AP3.3",569,789,22.1428571428571,1.21280133000831,NA,22,NA,1,1,NA
201114,"AP4",631,789,22.1428571428571,1.21480938416422,NA,22,NA,1,1,NA
201114,"AP5.1",672,789,22.1428571428571,1.17185554171856,NA,22,NA,1,1,NA
201114,"AP5.2",918,789,22.1428571428571,1.29476439790576,NA,22,NA,1,1,NA
201114,"AP5.3",501,789,22.1428571428571,1.35480225988701,NA,22,NA,1,1,NA
201115,"AP1",282,808,23.1428571428571,1.02179176755448,NA,22,NA,0,1,NA
201115,"AP2.1",424,808,23.1428571428571,0.943820224719101,NA,22,NA,0,1,NA
201115,"AP2.2",285,808,23.1428571428571,1.15820895522388,NA,22,NA,1,1,NA
201115,"AP3.1",256,808,23.1428571428571,1.09050279329609,NA,22,NA,1,1,NA
201115,"AP3.2",171,808,23.1428571428571,0.950871632329635,NA,22,NA,0,1,NA
201115,"AP3.3",461,808,23.1428571428571,1.00479780671693,NA,22,NA,0,1,NA
201115,"AP4",459,808,23.1428571428571,0.972238986119493,NA,22,NA,0,1,NA
201115,"AP5.1",542,808,23.1428571428571,0.967587672688629,NA,22,NA,0,1,NA
201115,"AP5.2",1013,808,23.1428571428571,1.12494945410433,NA,22,NA,1,1,NA
201115,"AP5.3",512,808,23.1428571428571,1.17097581317765,NA,22,NA,1,1,NA
201116,"AP1",162,639,22.4285714285714,0.87914691943128,NA,22,NA,0,1,NA
