"SE","APS","casos","tweets","temp","Rt","casos_est","Rt_est","temp_crit","casos_crit","alertaRt1","alertaTemp","alertaCasos"
201249,"AP2.2",6,86,24.4285714285714,0.952380952380952,4.80418288432149,1.20104572108037,22,226.553855958667,1,1,0
201250,"AP2.2",9,86,24.2857142857143,0.95,6.85673959742316,1.14278993290386,22,226.553855958667,1,1,0
201251,"AP2.2",6,71,25.1428571428571,1.10526315789474,9.48697854750183,1.0541087275002,22,226.553855958667,1,1,0
201252,"AP2.2",7,72,25.7142857142857,1.04761904761905,6.38120836957279,1.06353472826213,22,226.553855958667,1,1,0
201301,"AP2.2",39,96,24.2857142857143,2.36363636363636,8.4511757997097,1.20731082852996,22,226.553855958667,1,1,0
201302,"AP2.2",82,135,22.8571428571429,2.46153846153846,50.350944443812,1.29104985753364,22,226.553855958667,1,1,0
201303,"AP2.2",70,212,22.2857142857143,1.4921875,110.517893190621,1.34777918525147,22,226.553855958667,1,1,0
201304,"AP2.2",82,195,22.7142857142857,1.22513089005236,81.5405118123213,1.16486445446173,22,226.553855958667,1,1,0
201305,"AP2.2",109,185,23,1.11538461538462,84.1676961986628,1.02643531949589,22,226.553855958667,1,1,0
201306,"AP2.2",128,184,23,1.22222222222222,114.367271812414,1.04924102580196,22,226.553855958667,1,1,0
201307,"AP2.2",171,224,25.7142857142857,1.27899686520376,153.263218104411,1.19736889144071,22,226.553855958667,1,1,0
201308,"AP2.2",290,440,25.1428571428571,1.44362745098039,262.207287943998,1.53337595288888,22,226.553855958667,1,1,1
201309,"AP2.2",300,473,22.8571428571429,1.29202037351443,374.404458684756,1.29104985753364,22,226.553855958667,1,1,1
201310,"AP2.2",232,474,24.4285714285714,1.08015768725361,336.474379320416,1.12158126440139,22,226.553855958667,1,1,1
201311,"AP2.2",302,659,24.4285714285714,1.01459854014599,284.223926551644,1.22510313168812,22,226.553855958667,1,1,1
201312,"AP2.2",386,869,22.8571428571429,1.1031175059952,385.072451561686,1.27507434291949,22,226.553855958667,1,1,1
201313,"AP2.2",339,852,22.7142857142857,1.11630434782609,438.811988353622,1.13681862267778,22,226.553855958667,1,1,1
201314,"AP2.2",384,932,22.7142857142857,1.07984420642648,367.080752169421,1.08283407719593,22,226.553855958667,1,1,1
201315,"AP2.2",460,1369,23.1428571428571,1.06672678088368,479.181173357327,1.24786763895137,22,226.553855958667,1,1,1
201316,"AP2.2",419,783,20.2857142857143,1.0676246830093,448.269370180313,0.974498630826767,22,226.553855958667,0,0,1
201317,"AP2.2",306,601,19.1428571428571,0.938242280285036,337.703890260049,0.805975871742361,22,226.553855958667,0,0,1
201318,"AP2.2",195,443,20.2857142857143,0.776371308016878,268.689600385945,0.878070589496554,22,226.553855958667,0,0,1
201319,"AP2.2",202,368,17.8571428571429,0.764130434782609,166.456108319143,0.853621068303297,22,226.553855958667,0,0,0
201320,"AP2.2",111,304,19.4285714285714,0.722617354196302,182.515428260296,0.903541724060873,22,226.553855958667,0,0,0
201321,"AP2.2",82,206,19.7142857142857,0.77755905511811,96.8181723550843,0.872235786982741,22,226.553855958667,0,0,0
201322,"AP2.2",22,193,19.1428571428571,0.544303797468354,71.8057437006318,0.875679801227217,22,226.553855958667,0,0,0
201323,"AP2.2",24,164,18.8571428571429,0.595348837209302,20.3874565584078,0.926702570836718,22,226.553855958667,0,0,0
201324,"AP2.2",16,146,19.4285714285714,0.484375,22.1702181856422,0.923759091068426,22,226.553855958667,0,0,0
201325,"AP2.2",19,150,19.6,0.951612903225806,15.5391432652448,0.971196454077801,22,226.553855958667,0,0,0
201326,"AP2.2",7,123,19.4285714285714,0.711864406779661,18.072898351791,0.951205176410052,22,226.553855958667,0,0,0
201327,"AP2.2",7,88,17.7142857142857,0.785714285714286,5.94769841402289,0.84967120200327,22,226.553855958667,0,0,0
201328,"AP2.2",2,90,15.4285714285714,0.484848484848485,5.90515149147454,0.843593070210648,22,226.553855958667,0,0,0
201329,"AP2.2",1,84,19.4285714285714,0.625,1.95860572693908,0.979302863469541,22,226.553855958667,0,0,0
201330,"AP2.2",5,57,17.4285714285714,0.8,0.862347130920417,0.862347130920417,22,226.553855958667,0,0,0
201331,"AP2.2",4,148,15.1428571428571,1.25,5.37571901137047,1.07514380227409,22,226.553855958667,1,0,0
201332,"AP2.2",4,155,18.4285714285714,1.3,4.79626087093312,1.19906521773328,22,226.553855958667,1,0,0
201333,"AP2.2",1,71,17.4285714285714,0.692307692307692,3.33280809139602,0.833202022849004,22,226.553855958667,0,0,0
201334,"AP2.2",0,97,18.1428571428571,0.555555555555556,0.842105426713308,0.842105426713308,22,226.553855958667,0,0,0
201335,"AP2.2",0,63,17,0.2,0,0.91799631920906,22,226.553855958667,0,0,0
201336,"AP2.2",1,55,18.1428571428571,1,0,0.839336370224699,22,226.553855958667,0,0,0
201337,"AP2.2",2,46,18.4285714285714,3,0.900199479857341,0.900199479857341,22,226.553855958667,0,0,0
201338,"AP2.2",2,115,21.1428571428571,1.66666666666667,2.71672283227469,1.35836141613734,22,226.553855958667,1,0,0
201339,"AP2.2",4,45,19.2857142857143,1.6,1.96910781021033,0.984553905105164,22,226.553855958667,0,0,0
201340,"AP2.2",1,56,20.5714285714286,0.875,3.26228904114513,0.815572260286282,22,226.553855958667,0,0,0
201341,"AP2.2",2,53,17.1428571428571,1,0.977158205041289,0.977158205041289,22,226.553855958667,0,0,0
201342,"AP2.2",3,57,20.4285714285714,0.857142857142857,2.0339748348394,1.0169874174197,22,226.553855958667,1,0,0
201343,"AP2.2",0,69,22.7142857142857,0.833333333333333,3.44502251383949,1.1483408379465,22,226.553855958667,1,1,0
201344,"AP2.2",0,66,19.8571428571429,0.6,0,1.03707970280874,22,226.553855958667,1,0,0
201345,"AP2.2",3,54,19.5714285714286,1,0,0.936806000554396,22,226.553855958667,0,0,0
201346,"AP2.2",2,63,22,1.66666666666667,3.09309499569837,1.03103166523279,22,226.553855958667,1,0,0
201347,"AP2.2",3,86,21.1428571428571,1.6,2.35943251157521,1.17971625578761,22,226.553855958667,1,0,0
201348,"AP2.2",0,74,22.4285714285714,0.625,3.2956278592088,1.09854261973627,22,226.553855958667,1,1,0
201349,"AP2.2",0,60,23.2857142857143,0.6,0,0.972563007224512,22,226.553855958667,0,1,0
201403,"AP2.2",9,82,23.5714285714286,1.47368421052632,17.4899511444081,1.45749592870068,22,226.553855958667,1,1,0
201404,"AP2.2",11,76,24.4285714285714,1.14285714285714,10.3573562994488,1.15081736660542,22,226.553855958667,1,1,0
201405,"AP2.2",4,91,24.7142857142857,0.75,12.5505849888613,1.14096227171467,22,226.553855958667,1,1,0
201406,"AP2.2",2,65,25,0.708333333333333,4.2625625515809,1.06564063789522,22,226.553855958667,1,1,0
201407,"AP2.2",10,77,24.5714285714286,0.941176470588235,2.08335243715858,1.04167621857929,22,226.553855958667,1,1,0
201408,"AP2.2",9,68,22.4285714285714,1.3125,10.6725407889586,1.06725407889586,22,226.553855958667,1,1,0
201409,"AP2.2",8,77,24.4285714285714,1.28571428571429,9.87624871905381,1.09736096878376,22,226.553855958667,1,1,0
201410,"AP2.2",6,75,23.4285714285714,0.851851851851852,8.84852836302172,1.10606604537772,22,226.553855958667,1,1,0
201411,"AP2.2",5,66,23.8571428571429,0.826086956521739,6.23567581526475,1.03927930254413,22,226.553855958667,1,1,0
201412,"AP2.2",4,92,23.7142857142857,0.789473684210526,5.79052107416071,1.15810421483214,22,226.553855958667,1,1,0
201413,"AP2.2",3,63,21.8571428571429,0.8,4.12623566370438,1.0315589159261,22,226.553855958667,1,0,0
201414,"AP2.2",2,65,22.7142857142857,0.75,2.86791150596968,0.955970501989894,22,226.553855958667,0,1,0
201415,"AP2.2",1,76,21.5714285714286,0.666666666666667,2.18853146590152,1.09426573295076,22,226.553855958667,1,0,0
201416,"AP2.2",7,62,22.1428571428571,1.66666666666667,1.03615747635231,1.03615747635231,22,226.553855958667,1,1,0
201417,"AP2.2",3,64,21.5714285714286,1.1,6.90840678784689,0.986915255406699,22,226.553855958667,0,0,0
201418,"AP2.2",0,107,17.2857142857143,0.909090909090909,3.31513982638438,1.10504660879479,22,226.553855958667,1,0,0
201419,"AP2.2",4,159,20.1428571428571,0.7,0,1.2998387408279,22,226.553855958667,1,0,0
201420,"AP2.2",8,114,17,1.71428571428571,3.80208958103484,0.95052239525871,22,226.553855958667,0,0,0
201421,"AP2.2",3,92,20,1.25,6.99275224401364,0.874094030501705,22,226.553855958667,0,0,0
201422,"AP2.2",3,80,18.4285714285714,0.933333333333333,2.67036089236062,0.89012029745354,22,226.553855958667,0,0,0
201423,"AP2.2",2,55,18.7142857142857,0.571428571428571,2.61125799413925,0.870419331379749,22,226.553855958667,0,0,0
201424,"AP2.2",1,58,19.4285714285714,0.75,1.81566105957088,0.907830529785439,22,226.553855958667,0,0,0
201425,"AP2.2",3,55,19,1,0.981595685038393,0.981595685038393,22,226.553855958667,0,0,0
201428,"AP2.2",3,61,19,1,3.64261672982799,0.910654182456997,22,226.553855958667,0,0,0
201429,"AP2.2",3,56,18,1.42857142857143,2.9978764384313,0.999292146143767,22,226.553855958667,0,0,0
201105,"AP3.1",38,108,24.8571428571429,1.45098039215686,26.7614774007308,1.33807387003654,22,337.642378933708,1,1,0
201106,"AP3.1",39,203,24.7142857142857,1.31081081081081,58.493671327167,1.53930714018861,22,337.642378933708,1,1,0
201107,"AP3.1",73,218,24.2857142857143,1.54639175257732,51.0646889737098,1.30935099932589,22,337.642378933708,1,1,0
201108,"AP3.1",122,248,24.4285714285714,1.56,85.7787459019477,1.17505131372531,22,337.642378933708,1,1,0
201109,"AP3.1",79,251,23,1.17094017094017,135.356450674282,1.10947910388755,22,337.642378933708,1,1,0
201110,"AP3.1",75,196,22.7142857142857,1.00729927007299,80.0204504318184,1.01291709407365,22,337.642378933708,1,1,0
201111,"AP3.1",143,324,23.1428571428571,1.07608695652174,87.1381747569706,1.16184233009294,22,337.642378933708,1,1,0
201112,"AP3.1",175,695,22.7142857142857,1.32323232323232,220.945698603161,1.54507481540672,22,337.642378933708,1,1,0
201113,"AP3.1",310,800,23.4285714285714,1.59796437659033,233.203050263957,1.33258885865118,22,337.642378933708,1,1,0
201114,"AP3.1",410,789,22.1428571428571,1.42515923566879,334.384803649771,1.07866065693474,22,337.642378933708,1,1,0
201115,"AP3.1",256,808,23.1428571428571,1.09050279329609,442.778695810163,1.07994803856137,22,337.642378933708,1,1,1
201116,"AP3.1",184,639,22.4285714285714,0.870901639344262,258.800147696858,1.01093807694085,22,337.642378933708,1,1,0
201117,"AP3.1",197,621,20.7142857142857,0.749411764705882,175.420500425625,0.953372284921874,22,337.642378933708,0,0,0
201118,"AP3.1",159,526,20.7142857142857,0.847723704866562,191.087104668224,0.969985302884388,22,337.642378933708,0,0,0
201119,"AP3.1",137,671,20.1428571428571,0.912962962962963,160.362838597565,1.00857131193437,22,337.642378933708,1,0,0
201120,"AP3.1",80,450,17.7142857142857,0.762677484787018,123.647888442699,0.90253933169853,22,337.642378933708,0,0,0
201121,"AP3.1",64,289,17,0.747340425531915,64.6946080414503,0.808682600518129,22,337.642378933708,0,0,0
201122,"AP3.1",51,244,18,0.693950177935943,53.9529585604214,0.843014977506585,22,337.642378933708,0,0,0
201123,"AP3.1",34,159,15.7142857142857,0.764102564102564,41.3418902605087,0.810625299225661,22,337.642378933708,0,0,0
201124,"AP3.1",22,152,16,0.718120805369127,27.8676759165187,0.819637526956434,22,337.642378933708,0,0,0
201125,"AP3.1",21,130,17.5714285714286,0.719626168224299,19.5811949160126,0.89005431436421,22,337.642378933708,0,0,0
201126,"AP3.1",13,174,17,0.727272727272727,19.3668014119002,0.922228638661915,22,337.642378933708,0,0,0
201127,"AP3.1",12,109,15.5714285714286,0.821428571428571,10.9890403865165,0.845310798962811,22,337.642378933708,0,0,0
201128,"AP3.1",12,89,15.5714285714286,0.804347826086957,9.55020474931621,0.795850395776351,22,337.642378933708,0,0,0
201129,"AP3.1",4,95,18.8571428571429,0.756756756756757,11.1591665067436,0.929930542228631,22,337.642378933708,0,0,0
201130,"AP3.1",6,76,16.5714285714286,0.785714285714286,3.48334542118868,0.870836355297171,22,337.642378933708,0,0,0
201131,"AP3.1",4,56,17.8571428571429,0.636363636363636,5.13597887183142,0.85599647863857,22,337.642378933708,0,0,0
201132,"AP3.1",10,57,18.4285714285714,1.42857142857143,3.57919057987549,0.894797644968872,22,337.642378933708,0,0,0
201133,"AP3.1",3,75,19.1428571428571,0.85,10.2259893738028,1.02259893738028,22,337.642378933708,1,0,0
201134,"AP3.1",1,43,18.4285714285714,0.823529411764706,2.72171209166247,0.907237363887488,22,337.642378933708,0,0,0
201135,"AP3.1",2,91,17.8571428571429,0.428571428571429,0.967095250996968,0.967095250996968,22,337.642378933708,0,0,0
201136,"AP3.1",3,58,17,1,1.86285435153189,0.931427175765946,22,337.642378933708,0,0,0
201137,"AP3.1",5,59,18.7142857142857,1.66666666666667,2.63182869175618,0.877276230585393,22,337.642378933708,0,0,0
201138,"AP3.1",13,42,18,2.1,4.43605015333036,0.887210030666072,22,337.642378933708,0,0,0
201139,"AP3.1",10,54,18.2857142857143,1.33333333333333,11.9859354551838,0.921995035014141,22,337.642378933708,0,0,0
201140,"AP3.1",5,68,20.2857142857143,1,11.0446779483021,1.10446779483021,22,337.642378933708,1,0,0
201141,"AP3.1",3,61,21.8571428571429,0.642857142857143,5.33590035233832,1.06718007046766,22,337.642378933708,1,0,0
201142,"AP3.1",7,88,18,0.833333333333333,2.93406912159271,0.978023040530902,22,337.642378933708,0,0,0
201143,"AP3.1",24,101,20.7142857142857,2.26666666666667,7.84294396747416,1.12042056678202,22,337.642378933708,1,0,0
201144,"AP3.1",14,81,17.7142857142857,1.32352941176471,21.8512750701286,0.91046979458869,22,337.642378933708,0,0,0
201145,"AP3.1",31,82,20.1428571428571,1.53333333333333,13.2971983430572,0.949799881646946,22,337.642378933708,0,0,0
201146,"AP3.1",16,85,20.7142857142857,0.884057971014493,31.5568875392742,1.01796411417013,22,337.642378933708,1,0,0
201147,"AP3.1",51,71,20.7142857142857,1.60655737704918,15.679814783014,0.979988423938376,22,337.642378933708,0,0,0
201148,"AP3.1",35,97,21.2857142857143,1.04081632653061,53.9644628264127,1.05812672208652,22,337.642378933708,1,0,0
201149,"AP3.1",54,78,22.4285714285714,1.37254901960784,37.7024411811564,1.0772126051759,22,337.642378933708,1,1,0
201150,"AP3.1",64,98,22.4285714285714,1.09285714285714,57.2205565225331,1.05963993560247,22,337.642378933708,1,1,0
201151,"AP3.1",60,107,23,1.16339869281046,74.0835659560183,1.15755571806279,22,337.642378933708,1,1,0
201152,"AP3.1",49,61,22.1428571428571,0.971910112359551,57.7498669124208,0.96249778187368,22,337.642378933708,0,1,0
201201,"AP3.1",80,140,21.8571428571429,1.09248554913295,55.4660168107911,1.13195952675084,22,337.642378933708,1,0,0
201202,"AP3.1",80,102,22.8571428571429,1.10582010582011,93.7880057604915,1.17235007200614,22,337.642378933708,1,1,0
201203,"AP3.1",90,125,23.5714285714286,1.19617224880383,84.5203723317035,1.05650465414629,22,337.642378933708,1,1,0
201204,"AP3.1",88,77,22.7142857142857,1.032,90.8958468942444,1.00995385438049,22,337.642378933708,1,1,0
201205,"AP3.1",127,86,21.4285714285714,1.18217054263566,82.8542148721509,0.941525169001714,22,337.642378933708,0,0,0
201206,"AP3.1",137,87,23.8571428571429,1.15409836065574,143.680081164124,1.13133922176476,22,337.642378933708,1,1,0
201207,"AP3.1",147,120,23,1.16761363636364,160.811474581966,1.17380638380997,22,337.642378933708,1,1,0
201208,"AP3.1",190,102,23.5714285714286,1.15328467153285,165.871794260593,1.12837955279315,22,337.642378933708,1,1,0
201209,"AP3.1",257,222,24.1428571428571,1.25316455696203,258.815854050968,1.36218870553141,22,337.642378933708,1,1,0
201210,"AP3.1",318,242,22.7142857142857,1.28787878787879,329.267015063046,1.28119461114026,22,337.642378933708,1,1,0
201211,"AP3.1",375,206,23.2857142857143,1.24183006535948,338.162139301877,1.06340295377949,22,337.642378933708,1,1,1
201212,"AP3.1",475,252,22.8571428571429,1.22947368421053,405.164371997854,1.08043832532761,22,337.642378933708,1,1,1
201213,"AP3.1",480,267,22.7142857142857,1.13869863013699,537.543271244519,1.1316700447253,22,337.642378933708,1,1,1
201214,"AP3.1",375,262,22.8571428571429,1,517.868797215738,1.07889332753279,22,337.642378933708,1,1,1
201215,"AP3.1",514,300,22.8571428571429,1.02932330827068,412.765213844263,1.10070723691803,22,337.642378933708,1,1,1
201216,"AP3.1",569,442,21.4285714285714,1.06501095690285,602.335558802863,1.1718590638188,22,337.642378933708,1,0,1
201217,"AP3.1",615,556,21.4285714285714,1.16460905349794,673.101098884137,1.18295447958548,22,337.642378933708,1,0,1
201218,"AP3.1",550,429,19.4285714285714,1.02120141342756,594.067280751144,0.965963058131941,22,337.642378933708,0,0,1
201219,"AP3.1",602,561,19.5714285714286,1.01903114186851,537.219114126757,0.976762025685012,22,337.642378933708,0,0,1
201220,"AP3.1",558,437,17.8571428571429,0.967741935483871,558.740489237302,0.928140347570269,22,337.642378933708,0,0,1
201221,"AP3.1",435,323,17.8571428571429,0.932748538011696,475.872008269643,0.852817219121224,22,337.642378933708,0,0,1
201222,"AP3.1",338,377,20.8571428571429,0.83448275862069,425.491615296455,0.978141644359666,22,337.642378933708,0,0,1
201223,"AP3.1",314,271,20.8571428571429,0.816679188580015,331.282742993027,0.980126458559251,22,337.642378933708,0,0,0
201224,"AP3.1",244,215,19.1428571428571,0.824287028518859,274.217234840564,0.873303295670585,22,337.642378933708,0,0,0
201225,"AP3.1",152,162,20.5714285714286,0.792410714285714,222.19454890347,0.910633397145369,22,337.642378933708,0,0,0
201226,"AP3.1",158,169,17.7142857142857,0.780281690140845,134.519323458867,0.884995549071494,22,337.642378933708,0,0,0
201227,"AP3.1",110,148,17.7142857142857,0.75812274368231,143.605139132955,0.908893285651613,22,337.642378933708,0,0,0
201228,"AP3.1",90,147,17.1428571428571,0.852380952380952,97.4557264421223,0.885961149473839,22,337.642378933708,0,0,0
201229,"AP3.1",52,94,17.2857142857143,0.70391061452514,77.179190470635,0.857546560784834,22,337.642378933708,0,0,0
201230,"AP3.1",47,66,18,0.75,42.9087285072086,0.825167855907858,22,337.642378933708,0,0,0
201231,"AP3.1",63,90,18.8571428571429,0.857142857142857,44.4491448737297,0.945726486675099,22,337.642378933708,0,0,0
201232,"AP3.1",71,84,16.5714285714286,1.11728395061728,57.8390904531324,0.918080800843371,22,337.642378933708,0,0,0
201233,"AP3.1",61,63,17.2857142857143,1.07734806629834,61.4451541535086,0.865424706387445,22,337.642378933708,0,0,0
201234,"AP3.1",52,56,17.1428571428571,0.943589743589744,51.9988368466402,0.852439948305578,22,337.642378933708,0,0,0
201235,"AP3.1",23,63,17.5714285714286,0.739130434782609,47.7086072210786,0.917473215789973,22,337.642378933708,0,0,0
201236,"AP3.1",25,53,17.7142857142857,0.735294117647059,21.0223490939634,0.914015177998408,22,337.642378933708,0,0,0
201237,"AP3.1",23,84,20.7142857142857,0.71,27.0924810414823,1.08369924165929,22,337.642378933708,1,0,0
201238,"AP3.1",33,69,21,1.14084507042254,24.523728449761,1.06624906303309,22,337.642378933708,1,0,0
201239,"AP3.1",17,49,16.8571428571429,0.901234567901235,27.5966810551345,0.836263062276803,22,337.642378933708,0,0,0
201240,"AP3.1",17,52,18.7142857142857,0.917808219178082,15.3221621789669,0.901303657586288,22,337.642378933708,0,0,0
201241,"AP3.1",14,48,20.7142857142857,0.716417910447761,17.059454487422,1.00349732278953,22,337.642378933708,1,0,0
201242,"AP3.1",10,63,19.7142857142857,0.854166666666667,14.2905938627203,1.02075670448002,22,337.642378933708,1,0,0
201243,"AP3.1",22,87,22.8571428571429,1.1219512195122,12.4691380793027,1.24691380793027,22,337.642378933708,1,1,0
201244,"AP3.1",12,60,23.2857142857143,0.956521739130435,23.5615484460156,1.07097947481889,22,337.642378933708,1,1,0
201245,"AP3.1",28,53,22.7142857142857,1.40909090909091,11.3921481398936,0.949345678324463,22,337.642378933708,0,1,0
201246,"AP3.1",17,70,20.7142857142857,0.919354838709677,29.2551988042725,1.04482852872402,22,337.642378933708,1,0,0
201247,"AP3.1",13,64,21,1.01754385964912,17.9255527016269,1.05444427656629,22,337.642378933708,1,0,0
201248,"AP3.1",19,74,21.7142857142857,0.844827586206897,13.6511217899506,1.05008629153466,22,337.642378933708,1,0,0
201249,"AP3.1",32,86,24.4285714285714,1.30612244897959,22.8938577887073,1.20493988361617,22,337.642378933708,1,1,0
201250,"AP3.1",21,86,24.2857142857143,1.125,36.876138448517,1.15237932651616,22,337.642378933708,1,1,0
201251,"AP3.1",21,71,25.1428571428571,1.02777777777778,22.7349403650567,1.08261620785984,22,337.642378933708,1,1,0
201252,"AP3.1",13,72,25.7142857142857,0.743243243243243,23.0117438836427,1.09579732779251,22,337.642378933708,1,1,0
201301,"AP3.1",21,96,24.2857142857143,1,15.7118536200732,1.20860412462102,22,337.642378933708,1,1,0
201302,"AP3.1",56,135,22.8571428571429,1.63636363636364,26.4364598918721,1.2588790424701,22,337.642378933708,1,1,0
201303,"AP3.1",54,212,22.2857142857143,1.45555555555556,72.5377897200191,1.29531767357177,22,337.642378933708,1,1,0
201304,"AP3.1",65,195,22.7142857142857,1.33587786259542,62.1831961016374,1.15154066854884,22,337.642378933708,1,1,0
201305,"AP3.1",85,185,23,1.16571428571429,67.5544395931876,1.03929907066442,22,337.642378933708,1,1,0
201306,"AP3.1",100,184,23,1.22549019607843,89.9667094152721,1.05843187547379,22,337.642378933708,1,1,0
201307,"AP3.1",127,224,25.7142857142857,1.248,121.671116735846,1.21671116735846,22,337.642378933708,1,1,0
201308,"AP3.1",219,440,25.1428571428571,1.42948717948718,191.731285012232,1.50969515757663,22,337.642378933708,1,1,0
201309,"AP3.1",293,473,22.8571428571429,1.43273542600897,275.694510300952,1.2588790424701,22,337.642378933708,1,1,0
201310,"AP3.1",336,474,24.4285714285714,1.32707355242567,332.679262053382,1.13542410257127,22,337.642378933708,1,1,0
201311,"AP3.1",429,659,24.4285714285714,1.24764150943396,411.931090862372,1.22598538947135,22,337.642378933708,1,1,1
201312,"AP3.1",413,869,22.8571428571429,1.11342155009452,534.33576082523,1.24553790402152,22,337.642378933708,1,1,1
201313,"AP3.1",473,852,22.7142857142857,1.11629881154499,465.958584848971,1.12822901900477,22,337.642378933708,1,1,1
201314,"AP3.1",517,932,22.7142857142857,1.06692015209125,512.427933381373,1.08335715302616,22,337.642378933708,1,1,1
201315,"AP3.1",459,1369,23.1428571428571,1.0327868852459,634.508162441606,1.22728851536094,22,337.642378933708,1,1,1
201316,"AP3.1",355,783,20.2857142857143,0.918564527260179,444.895491329031,0.969271222939066,22,337.642378933708,0,0,1
201317,"AP3.1",222,601,19.1428571428571,0.778362133734035,296.475839910026,0.835143211014157,22,337.642378933708,0,0,0
201318,"AP3.1",183,443,20.2857142857143,0.733590733590734,198.998314063012,0.896388802085638,22,337.642378933708,0,0,0
201319,"AP3.1",106,368,17.8571428571429,0.672368421052632,156.920742927866,0.85749039851293,22,337.642378933708,0,0,0
201320,"AP3.1",80,304,19.4285714285714,0.722113502935421,96.2060911670539,0.907604633651452,22,337.642378933708,0,0,0
201321,"AP3.1",68,206,19.7142857142857,0.688346883468835,70.9892195912137,0.887365244890172,22,337.642378933708,0,0,0
201322,"AP3.1",57,193,19.1428571428571,0.807086614173228,60.1701245612406,0.884854772959421,22,337.642378933708,0,0,0
201323,"AP3.1",41,164,18.8571428571429,0.809756097560976,52.3253316988417,0.917988275418275,22,337.642378933708,0,0,0
201324,"AP3.1",31,146,19.4285714285714,0.77710843373494,37.8122128566624,0.922249094064936,22,337.642378933708,0,0,0
201325,"AP3.1",18,150,19.6,0.697674418604651,29.7206265946607,0.958729890150346,22,337.642378933708,0,0,0
201326,"AP3.1",15,123,19.4285714285714,0.711111111111111,16.958334247226,0.942129680401444,22,337.642378933708,0,0,0
201327,"AP3.1",15,88,17.7142857142857,0.75,12.802387033514,0.85349246890093,22,337.642378933708,0,0,0
201328,"AP3.1",7,90,15.4285714285714,0.770833333333333,12.3514984861811,0.823433232412074,22,337.642378933708,0,0,0
201329,"AP3.1",11,84,19.4285714285714,0.891891891891892,6.73737578349232,0.962482254784617,22,337.642378933708,0,0,0
201330,"AP3.1",6,57,17.4285714285714,0.727272727272727,9.44562566480288,0.858693242254807,22,337.642378933708,0,0,0
201331,"AP3.1",5,148,15.1428571428571,0.916666666666667,5.62235186226644,0.937058643711073,22,337.642378933708,0,0,0
201332,"AP3.1",4,155,18.4285714285714,0.681818181818182,5.49531948884061,1.09906389776812,22,337.642378933708,1,0,0
201333,"AP3.1",3,71,17.4285714285714,0.8,3.36042159068137,0.840105397670341,22,337.642378933708,0,0,0
201334,"AP3.1",2,97,18.1428571428571,0.75,2.55758403365435,0.852528011218117,22,337.642378933708,0,0,0
201335,"AP3.1",1,63,17,0.666666666666667,1.77633029157808,0.888165145789041,22,337.642378933708,0,0,0
201336,"AP3.1",1,55,18.1428571428571,0.666666666666667,0.850669764695085,0.850669764695085,22,337.642378933708,0,0,0
201337,"AP3.1",0,46,18.4285714285714,0.5,0.894755476430165,0.894755476430165,22,337.642378933708,0,0,0
201338,"AP3.1",1,115,21.1428571428571,1,0,1.27969417908651,22,337.642378933708,1,0,0
201339,"AP3.1",4,45,19.2857142857143,2.5,0.964410688996987,0.964410688996987,22,337.642378933708,0,0,0
201340,"AP3.1",3,56,20.5714285714286,1.6,3.40310617469369,0.850776543673421,22,337.642378933708,0,0,0
201341,"AP3.1",1,53,17.1428571428571,1,2.78131555582135,0.927105185273784,22,337.642378933708,0,0,0
201342,"AP3.1",2,57,20.4285714285714,0.75,1.00320630690549,1.00320630690549,22,337.642378933708,1,0,0
201343,"AP3.1",3,69,22.7142857142857,1,2.2756125310112,1.1378062655056,22,337.642378933708,1,1,0
201344,"AP3.1",1,66,19.8571428571429,1,3.03182883818243,1.01060961272748,22,337.642378933708,1,0,0
201345,"AP3.1",1,54,19.5714285714286,0.833333333333333,0.933281512621695,0.933281512621695,22,337.642378933708,0,0,0
201346,"AP3.1",4,63,22,1.2,1.03275939822141,1.03275939822141,22,337.642378933708,1,0,0
201347,"AP3.1",3,86,21.1428571428571,1.33333333333333,4.55815208571844,1.13953802142961,22,337.642378933708,1,0,0
201348,"AP3.1",5,74,22.4285714285714,1.5,3.27879324134643,1.09293108044881,22,337.642378933708,1,1,0
201349,"AP3.1",2,60,23.2857142857143,0.833333333333333,4.98215959795955,0.99643191959191,22,337.642378933708,0,1,0
201403,"AP3.1",18,82,23.5714285714286,1.58064516129032,28.2549591342084,1.41274795671042,22,337.642378933708,1,1,0
201404,"AP3.1",28,76,24.4285714285714,1.3469387755102,20.8979990228471,1.16099994571373,22,337.642378933708,1,1,0
201405,"AP3.1",18,91,24.7142857142857,0.96969696969697,32.3538926599482,1.15549616642672,22,337.642378933708,1,1,0
201406,"AP3.1",10,65,25,0.875,19.6496564405855,1.09164758003253,22,337.642378933708,1,1,0
201407,"AP3.1",8,77,24.5714285714286,0.642857142857143,10.6676081318169,1.06676081318169,22,337.642378933708,1,1,0
201408,"AP3.1",6,68,22.4285714285714,0.666666666666667,8.53738549684061,1.06717318710508,22,337.642378933708,1,1,0
201409,"AP3.1",2,77,24.4285714285714,0.666666666666667,6.68541662608267,1.11423610434711,22,337.642378933708,1,1,0
201410,"AP3.1",1,75,23.4285714285714,0.5625,2.22214616505995,1.11107308252997,22,337.642378933708,1,1,0
201411,"AP3.1",4,66,23.8571428571429,0.777777777777778,1.05832239140041,1.05832239140041,22,337.642378933708,1,1,0
201412,"AP3.1",7,92,23.7142857142857,1.71428571428571,4.63554117954977,1.15888529488744,22,337.642378933708,1,1,0
