"SE","APS","casos","tweets","temp","Rt","casos_est","Rt_est","temp_crit","casos_crit","alertaRt1","alertaTemp","alertaCasos"
201125,"AP1",10,130,17.5714285714286,0.620689655172414,6.27122571527862,0.895889387896945,22,201.413965863569,0,0,0
201126,"AP1",9,174,17,0.722222222222222,9.29047749868416,0.929047749868416,22,201.413965863569,0,0,0
201127,"AP1",5,109,15.5714285714286,0.923076923076923,7.67770702569105,0.853078558410116,22,201.413965863569,0,0,0
201128,"AP1",12,89,15.5714285714286,1.08333333333333,4.01481164900019,0.802962329800039,22,201.413965863569,0,0,0
201129,"AP1",11,95,18.8571428571429,1.07692307692308,11.2154494936723,0.934620791139355,22,201.413965863569,0,0,0
201130,"AP1",5,76,16.5714285714286,1,9.65430859092245,0.877664417356586,22,201.413965863569,0,0,0
201131,"AP1",1,56,17.8571428571429,0.607142857142857,4.30613018019781,0.861226036039563,22,201.413965863569,0,0,0
201132,"AP1",6,57,18.4285714285714,0.705882352941177,0.899710309942439,0.899710309942439,22,201.413965863569,0,0,0
201133,"AP1",3,75,19.1428571428571,0.833333333333333,6.16547973250478,1.02757995541746,22,201.413965863569,1,0,0
201134,"AP1",3,43,18.4285714285714,1.2,2.73672690820158,0.91224230273386,22,201.413965863569,0,0,0
201135,"AP1",2,91,17.8571428571429,0.666666666666667,2.91971931798853,0.973239772662842,22,201.413965863569,0,0,0
201136,"AP1",2,58,17,0.875,1.87667142335181,0.938335711675903,22,201.413965863569,0,0,0
201137,"AP1",0,59,18.7142857142857,0.571428571428571,1.76350982290157,0.881754911450784,22,201.413965863569,0,0,0
201138,"AP1",9,42,18,2.75,0,0.892537056775235,22,201.413965863569,0,0,0
201139,"AP1",6,54,18.2857142857143,1.36363636363636,8.34544595623601,0.927271772915113,22,201.413965863569,0,0,0
201140,"AP1",5,68,20.2857142857143,1.33333333333333,6.65139166813674,1.10856527802279,22,201.413965863569,1,0,0
201141,"AP1",9,61,21.8571428571429,1,5.34657610322294,1.06931522064459,22,201.413965863569,1,0,0
201142,"AP1",8,88,18,1.1,8.85670534077803,0.984078371197558,22,201.413965863569,0,0,0
201143,"AP1",10,101,20.7142857142857,1.22727272727273,8.99273385429066,1.12409173178633,22,201.413965863569,1,0,0
201144,"AP1",10,81,17.7142857142857,1.03703703703704,9.1631426154285,0.91631426154285,22,201.413965863569,0,0,0
201145,"AP1",10,82,20.1428571428571,1.07142857142857,9.53213706243601,0.953213706243601,22,201.413965863569,0,0,0
201146,"AP1",11,85,20.7142857142857,1.03333333333333,10.2111908053564,1.02111908053564,22,201.413965863569,1,0,0
201147,"AP1",16,71,20.7142857142857,1.19354838709677,10.8124726626419,0.982952060240169,22,201.413965863569,0,0,0
201148,"AP1",16,97,21.2857142857143,1.16216216216216,16.9735412735405,1.06084632959628,22,201.413965863569,1,0,0
201149,"AP1",23,78,22.4285714285714,1.27906976744186,17.2603779258947,1.07877362036842,22,201.413965863569,1,1,0
201150,"AP1",25,98,22.4285714285714,1.16363636363636,24.4060701905398,1.06113348654521,22,201.413965863569,1,1,0
201151,"AP1",19,107,23,1.046875,28.969862529846,1.15879450119384,22,201.413965863569,1,1,0
201152,"AP1",26,61,22.1428571428571,1.04477611940298,18.3141901957048,0.963904747142355,22,201.413965863569,0,1,0
201201,"AP1",36,140,21.8571428571429,1.15714285714286,29.493534735507,1.13436672059642,22,201.413965863569,1,0,0
201202,"AP1",36,102,22.8571428571429,1.20987654320988,42.2567419189381,1.17379838663717,22,201.413965863569,1,1,0
201203,"AP1",45,125,23.5714285714286,1.19387755102041,38.0448339759993,1.05680094377776,22,201.413965863569,1,1,0
201204,"AP1",52,77,22.7142857142857,1.13675213675214,45.4933974736753,1.0109643883039,22,201.413965863569,1,1,0
201205,"AP1",72,86,21.4285714285714,1.27067669172932,49.0653184598216,0.943563816535031,22,201.413965863569,0,0,0
201206,"AP1",73,87,23.8571428571429,1.16568047337278,81.4733813883724,1.13157474150517,22,201.413965863569,1,1,0
201207,"AP1",56,120,23,1.02030456852792,85.7824623399624,1.1751022238351,22,201.413965863569,1,1,0
201208,"AP1",113,102,23.5714285714286,1.20398009950249,63.218771686884,1.12890663726579,22,201.413965863569,1,1,0
201209,"AP1",144,222,24.1428571428571,1.29338842975207,153.996775131553,1.36280331974825,22,201.413965863569,1,1,0
201210,"AP1",150,242,22.7142857142857,1.30031948881789,184.780938815693,1.28320096399787,22,201.413965863569,1,1,0
201211,"AP1",147,206,23.2857142857143,1.08353808353808,159.60226614274,1.06401510761827,22,201.413965863569,1,1,0
201212,"AP1",149,252,22.8571428571429,1.01133786848073,158.988827555693,1.08155665003873,22,201.413965863569,1,1,0
201213,"AP1",161,267,22.7142857142857,1.02466367713004,168.835988711534,1.13312744101701,22,201.413965863569,1,1,0
201214,"AP1",183,262,22.8571428571429,1.07877461706783,173.8809829456,1.08000610525217,22,201.413965863569,1,1,0
201215,"AP1",252,300,22.8571428571429,1.20892494929006,201.647394924484,1.10189833292068,22,201.413965863569,1,1,1
201216,"AP1",244,442,21.4285714285714,1.13926174496644,296.083071951542,1.17493282520453,22,201.413965863569,1,0,1
201217,"AP1",283,556,21.4285714285714,1.14727540500736,289.403057241391,1.18607810344832,22,201.413965863569,1,0,1
201218,"AP1",253,429,19.4285714285714,1.0012836970475,274.581127729409,0.970251334732893,22,201.413965863569,0,0,1
201219,"AP1",250,561,19.5714285714286,1.00769230769231,248.182057510427,0.980956749053073,22,201.413965863569,0,0,1
201220,"AP1",264,437,17.8571428571429,0.975826972010178,233.491013127161,0.933964052508642,22,201.413965863569,0,0,1
201221,"AP1",243,323,17.8571428571429,0.986962190352021,226.517436666838,0.858020593434993,22,201.413965863569,0,0,1
201222,"AP1",138,377,20.8571428571429,0.852047556142668,238.369431377983,0.980944162049311,22,201.413965863569,0,0,1
201223,"AP1",116,271,20.8571428571429,0.770542635658915,135.645547295146,0.982938748515549,22,201.413965863569,0,0,0
201224,"AP1",93,215,19.1428571428571,0.698189134808853,101.767668612834,0.877307488041674,22,201.413965863569,0,0,0
201225,"AP1",54,162,20.5714285714286,0.757925072046109,84.9454860734685,0.913392323370629,22,201.413965863569,0,0,0
201226,"AP1",37,169,17.7142857142857,0.699619771863118,48.0937237551076,0.890624513983474,22,201.413965863569,0,0,0
201227,"AP1",58,148,17.7142857142857,0.809782608695652,33.8448033906556,0.914724415963664,22,201.413965863569,0,0,0
201228,"AP1",37,147,17.1428571428571,0.885906040268456,51.7509677552461,0.892258064745623,22,201.413965863569,0,0,0
201229,"AP1",21,94,17.2857142857143,0.878787878787879,31.9463483909297,0.86341482137648,22,201.413965863569,0,0,0
201230,"AP1",20,66,18,0.672413793103448,17.4299436057021,0.829997314557243,22,201.413965863569,0,0,0
201231,"AP1",28,90,18.8571428571429,0.884615384615385,19.0105067843009,0.950525339215047,22,201.413965863569,0,0,0
201232,"AP1",16,84,16.5714285714286,0.927536231884058,25.9114907543028,0.925410384082243,22,201.413965863569,0,0,0
201233,"AP1",27,63,17.2857142857143,1.109375,13.9418453853012,0.871365336581324,22,201.413965863569,0,0,0
201234,"AP1",18,56,17.1428571428571,0.859154929577465,23.1773438909193,0.858420144108121,22,201.413965863569,0,0,0
201235,"AP1",12,63,17.5714285714286,0.934426229508197,16.6238392285918,0.923546623810657,22,201.413965863569,0,0,0
201236,"AP1",10,53,17.7142857142857,0.701754385964912,11.0386756499285,0.919889637494038,22,201.413965863569,0,0,0
201237,"AP1",10,84,20.7142857142857,0.8,10.8718539637327,1.08718539637327,22,201.413965863569,1,0,0
201238,"AP1",14,69,21,1.0625,10.6932455226632,1.06932455226632,22,201.413965863569,1,0,0
201239,"AP1",12,49,16.8571428571429,1.05882352941176,11.7936561146551,0.84240400818965,22,201.413965863569,0,0,0
201240,"AP1",11,52,18.7142857142857,1.02777777777778,10.8714208037666,0.905951733647216,22,201.413965863569,0,0,0
201241,"AP1",4,48,20.7142857142857,0.72972972972973,11.0723734242897,1.00657940220815,22,201.413965863569,1,0,0
201242,"AP1",12,63,19.7142857142857,1,4.10021214489564,1.02505303622391,22,201.413965863569,1,0,0
201243,"AP1",4,87,22.8571428571429,0.740740740740741,14.9835579368851,1.24862982807376,22,201.413965863569,1,1,0
201244,"AP1",10,60,23.2857142857143,1.3,4.28646827555513,1.07161706888878,22,201.413965863569,1,1,0
201245,"AP1",12,53,22.7142857142857,1,9.50133698603509,0.950133698603509,22,201.413965863569,0,1,0
201246,"AP1",5,70,20.7142857142857,1.03846153846154,12.5774261285847,1.04811884404873,22,201.413965863569,1,0,0
201247,"AP1",5,64,21,0.814814814814815,5.28731481442355,1.05746296288471,22,201.413965863569,1,0,0
201248,"AP1",7,74,21.7142857142857,0.772727272727273,5.26151601092995,1.05230320218599,22,201.413965863569,1,0,0
201249,"AP1",10,86,24.4285714285714,1.29411764705882,8.43350915621139,1.20478702231591,22,201.413965863569,1,1,0
201250,"AP1",9,86,24.2857142857143,1.18181818181818,11.5222818560517,1.15222818560517,22,201.413965863569,1,1,0
201251,"AP1",11,71,25.1428571428571,1.15384615384615,9.73262859337634,1.08140317704182,22,201.413965863569,1,1,0
201252,"AP1",8,72,25.7142857142857,0.933333333333333,12.0345326083255,1.09404841893868,22,201.413965863569,1,1,0
201301,"AP1",14,96,24.2857142857143,1.17857142857143,9.6689149702323,1.20861437127904,22,201.413965863569,1,1,0
201302,"AP1",48,135,22.8571428571429,2.12121212121212,17.6489322980301,1.26063802128786,22,201.413965863569,1,1,0
201303,"AP1",58,212,22.2857142857143,1.71428571428571,62.2986172816406,1.29788786003418,22,201.413965863569,1,1,0
201304,"AP1",44,195,22.7142857142857,1.25,66.8781189741322,1.15307101679538,22,201.413965863569,1,1,0
201305,"AP1",53,185,23,1.03333333333333,45.7653965488077,1.04012264883654,22,201.413965863569,1,1,0
201306,"AP1",50,184,23,0.948387096774194,56.1440993832842,1.05932262987329,22,201.413965863569,1,1,0
201307,"AP1",85,224,25.7142857142857,1.27891156462585,60.7619176650205,1.21523835330041,22,201.413965863569,1,1,0
201308,"AP1",185,440,25.1428571428571,1.70212765957447,128.311905597955,1.50955183056418,22,201.413965863569,1,1,0
201309,"AP1",174,473,22.8571428571429,1.3875,233.218033938255,1.26063802128786,22,201.413965863569,1,1,1
201310,"AP1",170,474,24.4285714285714,1.19144144144144,197.503250715014,1.13507615353457,22,201.413965863569,1,1,0
201311,"AP1",249,659,24.4285714285714,1.12098298676749,208.401570277826,1.22589158986956,22,201.413965863569,1,1,1
201312,"AP1",248,869,22.8571428571429,1.1247892074199,310.564997083115,1.24724898426954,22,201.413965863569,1,1,1
201313,"AP1",242,852,22.7142857142857,1.10794602698651,280.159097960075,1.12967378209708,22,201.413965863569,1,1,1
201314,"AP1",348,932,22.7142857142857,1.1339648173207,262.482196574732,1.08463717592864,22,201.413965863569,1,1,1
201315,"AP1",350,1369,23.1428571428571,1.12171837708831,427.556664652283,1.22861110532265,22,201.413965863569,1,1,1
201316,"AP1",345,783,20.2857142857143,1.10957446808511,340.423434913606,0.972638385467445,22,201.413965863569,0,0,1
201317,"AP1",218,601,19.1428571428571,0.87535953978907,289.419715459226,0.838897725968772,22,201.413965863569,0,0,1
201318,"AP1",231,443,20.2857142857143,0.869660460021906,196.060972641537,0.899362259823565,22,201.413965863569,0,0,0
201319,"AP1",150,368,17.8571428571429,0.7544080604534,199.291151882104,0.862732259229888,22,201.413965863569,0,0,0
201320,"AP1",128,304,19.4285714285714,0.84974958263773,136.729391400116,0.911529276000776,22,201.413965863569,0,0,0
201321,"AP1",77,206,19.7142857142857,0.697445972495088,114.031295628582,0.8908694970983,22,201.413965863569,0,0,0
201322,"AP1",50,193,19.1428571428571,0.71830985915493,68.4479599981322,0.888934545430289,22,201.413965863569,0,0,0
201323,"AP1",27,164,18.8571428571429,0.603921568627451,46.1298208161012,0.922596416322024,22,201.413965863569,0,0,0
201324,"AP1",20,146,19.4285714285714,0.62987012987013,25.0091546429791,0.926264986777003,22,201.413965863569,0,0,0
201325,"AP1",19,150,19.6,0.680412371134021,19.2556688420647,0.962783442103233,22,201.413965863569,0,0,0
201326,"AP1",3,123,19.4285714285714,0.636363636363636,17.9791195507193,0.946269450037859,22,201.413965863569,0,0,0
201327,"AP1",7,88,17.7142857142857,0.69047619047619,2.57656479064179,0.858854930213929,22,201.413965863569,0,0,0
201328,"AP1",4,90,15.4285714285714,0.482758620689655,5.81759690653964,0.831085272362805,22,201.413965863569,0,0,0
201329,"AP1",7,84,19.4285714285714,1.28571428571429,3.86699536930569,0.966748842326423,22,201.413965863569,0,0,0
201330,"AP1",2,57,17.4285714285714,0.722222222222222,6.05089192137841,0.864413131625487,22,201.413965863569,0,0,0
201331,"AP1",8,148,15.1428571428571,1.30769230769231,1.8934833615549,0.946741680777452,22,201.413965863569,0,0,0
201332,"AP1",2,155,18.4285714285714,0.705882352941177,8.84393395795827,1.10549174474478,22,201.413965863569,1,0,0
201333,"AP1",0,71,17.4285714285714,0.833333333333333,1.69131843429575,0.845659217147875,22,201.413965863569,0,0,0
201334,"AP1",3,97,18.1428571428571,0.5,0,0.857425918039763,22,201.413965863569,0,0,0
201335,"AP1",0,63,17,0.6,2.68395931375065,0.894653104583551,22,201.413965863569,0,0,0
201336,"AP1",4,55,18.1428571428571,2.33333333333333,0,0.855553155159888,22,201.413965863569,0,0,0
201337,"AP1",4,46,18.4285714285714,1.14285714285714,3.59867131444377,0.899667828610943,22,201.413965863569,0,0,0
201338,"AP1",1,115,21.1428571428571,1.125,5.13445499916819,1.28361374979205,22,201.413965863569,1,0,0
201339,"AP1",6,45,19.2857142857143,1.22222222222222,0.968849506465064,0.968849506465064,22,201.413965863569,0,0,0
201340,"AP1",0,56,20.5714285714286,0.636363636363636,5.11936105048438,0.853226841747396,22,201.413965863569,0,0,0
201341,"AP1",2,53,17.1428571428571,1.14285714285714,0,0.933790843094367,22,201.413965863569,0,0,0
201342,"AP1",2,57,20.4285714285714,0.5,2.0131983120466,1.0065991560233,22,201.413965863569,1,0,0
201343,"AP1",1,69,22.7142857142857,1.25,2.27857237998591,1.13928618999296,22,201.413965863569,1,1,0
201344,"AP1",2,66,19.8571428571429,1,1.0146824760175,1.0146824760175,22,201.413965863569,1,0,0
201345,"AP1",2,54,19.5714285714286,1,1.87442355011266,0.937211775056329,22,201.413965863569,0,0,0
201346,"AP1",2,63,22,1.2,2.06919773307408,1.03459886653704,22,201.413965863569,1,0,0
201347,"AP1",4,86,21.1428571428571,1.33333333333333,2.28559684257059,1.14279842128529,22,201.413965863569,1,0,0
201348,"AP1",3,74,22.4285714285714,1.125,4.3782097653871,1.09455244134678,22,201.413965863569,1,1,0
201349,"AP1",6,60,23.2857142857143,1.44444444444444,2.99045759987779,0.996819199959264,22,201.413965863569,0,1,0
201403,"AP1",5,82,23.5714285714286,1.5,9.89931716267657,1.41418816609665,22,201.413965863569,1,1,0
201404,"AP1",8,76,24.4285714285714,1.33333333333333,5.80361886112994,1.16072377222599,22,201.413965863569,1,1,0
201405,"AP1",4,91,24.7142857142857,0.85,9.23925917918245,1.15490739739781,22,201.413965863569,1,1,0
201406,"AP1",13,65,25,1.47058823529412,4.36240077303764,1.09060019325941,22,201.413965863569,1,1,0
201407,"AP1",3,77,24.5714285714286,0.8,13.8589994875372,1.06607688365671,22,201.413965863569,1,1,0
201408,"AP1",2,68,22.4285714285714,0.9,3.20608697816509,1.06869565938836,22,201.413965863569,1,1,0
201409,"AP1",5,77,24.4285714285714,0.555555555555556,2.22765738744823,1.11382869372411,22,201.413965863569,1,1,0
201410,"AP1",4,75,23.4285714285714,1.1,5.55847313668359,1.11169462733672,22,201.413965863569,1,1,0
201411,"AP1",2,66,23.8571428571429,1,4.23333484908934,1.05833371227234,22,201.413965863569,1,1,0
201412,"AP1",8,92,23.7142857142857,1.27272727272727,2.31871505711203,1.15935752855601,22,201.413965863569,1,1,0
201413,"AP1",6,63,21.8571428571429,1.14285714285714,8.26872161890597,1.03359020236325,22,201.413965863569,1,0,0
201414,"AP1",5,65,22.7142857142857,1.1875,5.87280744256514,0.978801240427523,22,201.413965863569,0,1,0
201415,"AP1",2,76,21.5714285714286,0.684210526315789,5.40449224411151,1.0808984488223,22,201.413965863569,1,0,0
201416,"AP1",4,62,22.1428571428571,0.846153846153846,2.08040957361076,1.04020478680538,22,201.413965863569,1,1,0
201417,"AP1",3,64,21.5714285714286,0.818181818181818,3.97942733713562,0.994856834283905,22,201.413965863569,0,0,0
201418,"AP1",3,107,17.2857142857143,1.11111111111111,3.05241012741625,1.01747004247208,22,201.413965863569,1,0,0
201419,"AP1",8,159,20.1428571428571,1.4,3.65026353945281,1.21675451315094,22,201.413965863569,1,0,0
201420,"AP1",0,114,17,0.785714285714286,7.31915412592975,0.914894265741219,22,201.413965863569,0,0,0
201421,"AP1",4,92,20,1.09090909090909,0,0.89433391608752,22,201.413965863569,0,0,0
201422,"AP1",4,80,18.4285714285714,0.666666666666667,3.57090584612985,0.892726461532463,22,201.413965863569,0,0,0
201423,"AP1",4,55,18.7142857142857,1.5,3.52653886926527,0.881634717316316,22,201.413965863569,0,0,0
201424,"AP1",4,58,19.4285714285714,1,3.65862092820712,0.91465523205178,22,201.413965863569,0,0,0
201425,"AP1",5,55,19,1.08333333333333,3.85275488683717,0.963188721709294,22,201.413965863569,0,0,0
201428,"AP1",0,61,19,0.5,3.65065526340709,0.912663815851772,22,201.413965863569,0,0,0
201429,"AP1",1,56,18,1,0,0.961582779114552,22,201.413965863569,0,0,0
201105,"AP2.1",84,108,24.8571428571429,1.46363636363636,63.0162097131258,1.28604509618624,22,464.99924753163,1,1,0
201106,"AP2.1",98,203,24.7142857142857,1.43478260869565,121.0626768286,1.44122234319762,22,464.99924753163,1,1,0
201107,"AP2.1",189,218,24.2857142857143,1.60606060606061,123.411126058318,1.25929720467671,22,464.99924753163,1,1,0
201108,"AP2.1",180,248,24.4285714285714,1.25876010781671,218.53762735027,1.15628374259402,22,464.99924753163,1,1,0
201109,"AP2.1",232,251,23,1.28693790149893,197.159878531726,1.09533265850959,22,464.99924753163,1,1,0
201110,"AP2.1",288,196,22.7142857142857,1.16472545757072,236.461452318621,1.01923039792509,22,464.99924753163,1,1,0
201111,"AP2.1",440,324,23.1428571428571,1.37142857142857,327.349687427697,1.13663085912395,22,464.99924753163,1,1,0
201112,"AP2.1",519,695,22.7142857142857,1.29895833333333,627.899062067182,1.42704332287996,22,464.99924753163,1,1,1
201113,"AP2.1",535,800,23.4285714285714,1.19807538091419,659.292216558922,1.27031255599022,22,464.99924753163,1,1,1
201114,"AP2.1",637,789,22.1428571428571,1.13186077643909,569.999509991166,1.0654196448433,22,464.99924753163,1,1,1
201115,"AP2.1",424,808,23.1428571428571,0.943820224719101,683.927143610782,1.07366898526026,22,464.99924753163,1,1,1
201116,"AP2.1",265,639,22.4285714285714,0.830827067669173,430.678709204584,1.01575167265232,22,464.99924753163,1,1,0
201117,"AP2.1",333,621,20.7142857142857,0.770739064856712,254.420001980209,0.9600754791706,22,464.99924753163,0,0,0
201118,"AP2.1",276,526,20.7142857142857,0.855185909980431,323.865743999993,0.972569801801782,22,464.99924753163,0,0,0
201119,"AP2.1",257,671,20.1428571428571,0.990846681922197,275.222224432273,0.997181972580699,22,464.99924753163,0,0,0
201120,"AP2.1",190,450,17.7142857142857,0.834872979214781,231.261641531032,0.899850745256935,22,464.99924753163,0,0,0
201121,"AP2.1",80,289,17,0.728907330567082,157.262804959562,0.827698973471377,22,464.99924753163,0,0,0
201122,"AP2.1",114,244,18,0.72865275142315,68.7409619922076,0.859262024902595,22,464.99924753163,0,0,0
201123,"AP2.1",100,159,15.7142857142857,0.765625,93.3976993518129,0.819278064489587,22,464.99924753163,0,0,0
201124,"AP2.1",85,152,16,1.01700680272109,82.7704339130497,0.827704339130497,22,464.99924753163,0,0,0
201125,"AP2.1",47,130,17.5714285714286,0.775919732441472,75.6285090692407,0.889747165520479,22,464.99924753163,0,0,0
201126,"AP2.1",52,174,17,0.793103448275862,42.6547361200591,0.907547577022535,22,464.99924753163,0,0,0
201127,"AP2.1",36,109,15.5714285714286,0.733695652173913,43.7425334625869,0.84120256658821,22,464.99924753163,0,0,0
201128,"AP2.1",33,89,15.5714285714286,0.896296296296296,29.0968578658598,0.808246051829438,22,464.99924753163,0,0,0
201129,"AP2.1",11,95,18.8571428571429,0.661157024793388,30.652963743793,0.928877689205848,22,464.99924753163,0,0,0
201130,"AP2.1",26,76,16.5714285714286,0.875,9.54508034952907,0.867734577229915,22,464.99924753163,0,0,0
201131,"AP2.1",10,56,17.8571428571429,0.671428571428571,22.5568470602743,0.867571040779781,22,464.99924753163,0,0,0
201132,"AP2.1",9,57,18.4285714285714,0.957446808510638,8.9992085881857,0.89992085881857,22,464.99924753163,0,0,0
201133,"AP2.1",25,75,19.1428571428571,0.977777777777778,8.99388526913077,0.999320585458974,22,464.99924753163,0,0,0
201134,"AP2.1",13,43,18.4285714285714,1.06818181818182,22.7241940961379,0.908967763845518,22,464.99924753163,0,0,0
201135,"AP2.1",9,91,17.8571428571429,1,12.3164705995742,0.947420815351858,22,464.99924753163,0,0,0
201136,"AP2.1",16,58,17,0.808510638297872,8.22614610366714,0.914016233740793,22,464.99924753163,0,0,0
201137,"AP2.1",15,59,18.7142857142857,1.05263157894737,14.2281796829064,0.889261230181649,22,464.99924753163,0,0,0
201138,"AP2.1",15,42,18,1.15,13.3668856177521,0.891125707850143,22,464.99924753163,0,0,0
201139,"AP2.1",21,54,18.2857142857143,1.10869565217391,13.7782686261447,0.91855124174298,22,464.99924753163,0,0,0
201140,"AP2.1",25,68,20.2857142857143,1.19607843137255,22.4712267146426,1.07005841498298,22,464.99924753163,1,0,0
201141,"AP2.1",19,61,21.8571428571429,1.0655737704918,26.363486461757,1.05453945847028,22,464.99924753163,1,0,0
201142,"AP2.1",32,88,18,1.16923076923077,18.1753987668835,0.956599935099132,22,464.99924753163,0,0,0
201143,"AP2.1",33,101,20.7142857142857,1.10526315789474,34.7426941451811,1.08570919203691,22,464.99924753163,1,0,0
201144,"AP2.1",21,81,17.7142857142857,1.02380952380952,29.8825579158107,0.905532058054869,22,464.99924753163,0,0,0
201145,"AP2.1",32,82,20.1428571428571,1,20.0189369962297,0.953282714106175,22,464.99924753163,0,0,0
201146,"AP2.1",43,85,20.7142857142857,1.11627906976744,32.2769189754334,1.00865371798229,22,464.99924753163,1,0,0
201147,"AP2.1",43,71,20.7142857142857,1.22916666666667,42.1439969163018,0.980092951541902,22,464.99924753163,0,0,0
201148,"AP2.1",61,97,21.2857142857143,1.24576271186441,44.8633942262834,1.04333474944845,22,464.99924753163,1,0,0
201149,"AP2.1",62,78,22.4285714285714,1.12925170068027,65.0518872076456,1.06642438045321,22,464.99924753163,1,1,0
201150,"AP2.1",82,98,22.4285714285714,1.23493975903614,65.2852887661194,1.0529885284858,22,464.99924753163,1,1,0
201151,"AP2.1",69,107,23,1.0390243902439,92.8449924449891,1.1322560054267,22,464.99924753163,1,1,0
201152,"AP2.1",80,61,22.1428571428571,1.08450704225352,67.4003044090259,0.976816005927911,22,464.99924753163,0,1,0
201201,"AP2.1",92,140,21.8571428571429,1.04329004329004,88.3060427254628,1.10382553406828,22,464.99924753163,1,0,0
201202,"AP2.1",114,102,22.8571428571429,1.18672199170124,105.111704425452,1.14251852636361,22,464.99924753163,1,1,0
201203,"AP2.1",129,125,23.5714285714286,1.17132867132867,120.680581898583,1.0586015956016,22,464.99924753163,1,1,0
201204,"AP2.1",161,77,22.7142857142857,1.20597014925373,131.187782388931,1.01695955340256,22,464.99924753163,1,1,0
201205,"AP2.1",130,86,21.4285714285714,1.03960396039604,153.927617603695,0.95607215902916,22,464.99924753163,0,0,0
201206,"AP2.1",136,87,23.8571428571429,1.01666666666667,145.387027542119,1.11836175032399,22,464.99924753163,1,1,0
201207,"AP2.1",142,120,23,0.955503512880562,155.684189591471,1.14473668817258,22,464.99924753163,1,1,0
201208,"AP2.1",185,102,23.5714285714286,1.13480392156863,158.191860816489,1.11402718884851,22,464.99924753163,1,1,0
201209,"AP2.1",225,222,24.1428571428571,1.19222462203024,240.327701766025,1.29906865819473,22,464.99924753163,1,1,0
201210,"AP2.1",264,242,22.7142857142857,1.22101449275362,275.584899453071,1.22482177534698,22,464.99924753163,1,1,0
201211,"AP2.1",279,206,23.2857142857143,1.13946587537092,280.353645887423,1.06194562836145,22,464.99924753163,1,1,0
201212,"AP2.1",259,252,22.8571428571429,1.04427083333333,299.089480944524,1.07200530804489,22,464.99924753163,1,1,0
201213,"AP2.1",280,267,22.7142857142857,1.01995012468828,287.550955760024,1.1102353504248,22,464.99924753163,1,1,0
201214,"AP2.1",326,262,22.8571428571429,1.05745721271394,299.829602942669,1.07082001050953,22,464.99924753163,1,1,0
201215,"AP2.1",371,300,22.8571428571429,1.12947976878613,354.543025198813,1.0875552920209,22,464.99924753163,1,1,0
201216,"AP2.1",486,442,21.4285714285714,1.21084953940635,419.456083786298,1.13060939025956,22,464.99924753163,1,0,0
201217,"AP2.1",573,556,21.4285714285714,1.20879120879121,553.56227392065,1.13901702452809,22,464.99924753163,1,0,1
201218,"AP2.1",509,429,19.4285714285714,1.0965034965035,550.015389202167,0.959887241190519,22,464.99924753163,0,0,1
201219,"AP2.1",504,561,19.5714285714286,1.01147959183673,493.225178729254,0.969008209684193,22,464.99924753163,0,0,1
