Curitiba,PR,2012-01-15,9
Curitiba,PR,2012-01-22,6
Curitiba,PR,2012-01-29,13
Curitiba,PR,2012-02-05,9
Curitiba,PR,2012-02-12,11
Curitiba,PR,2012-02-19,7
Curitiba,PR,2012-02-26,8
Curitiba,PR,2012-03-04,20
Curitiba,PR,2012-03-11,9
Curitiba,PR,2012-03-18,13
Curitiba,PR,2012-03-25,4
Curitiba,PR,2012-04-01,5
Curitiba,PR,2012-04-08,12
Curitiba,PR,2012-04-15,11
Curitiba,PR,2012-04-22,13
Curitiba,PR,2012-04-29,5
Curitiba,PR,2012-05-06,7
Curitiba,PR,2012-05-13,11
Curitiba,PR,2012-05-20,5
Curitiba,PR,2012-05-27,15
Curitiba,PR,2012-06-03,8
Curitiba,PR,2012-06-10,9
Curitiba,PR,2012-06-17,9
Curitiba,PR,2012-06-24,7
Curitiba,PR,2012-07-01,8
Curitiba,PR,2012-07-08,5
Curitiba,PR,2012-07-15,2
Curitiba,PR,2012-07-22,5
Curitiba,PR,2012-07-29,5
Curitiba,PR,2012-08-05,16
Curitiba,PR,2012-08-12,10
Curitiba,PR,2012-08-19,13
Curitiba,PR,2012-08-26,2
Curitiba,PR,2012-09-02,9
Curitiba,PR,2012-09-09,8
Curitiba,PR,2012-09-16,10
Curitiba,PR,2012-09-23,7
Curitiba,PR,2012-09-30,7
Curitiba,PR,2012-10-07,6
Curitiba,PR,2012-10-14,5
Curitiba,PR,2012-10-21,4
Curitiba,PR,2012-10-28,8
Curitiba,PR,2012-11-04,1
Curitiba,PR,2012-11-11,12
Curitiba,PR,2012-11-18,4
Curitiba,PR,2012-11-25,9
Curitiba,PR,2012-12-02,11
Curitiba,PR,2012-12-09,4
Curitiba,PR,2012-12-16,9
Curitiba,PR,2012-12-23,2
Curitiba,PR,2012-12-30,9
Curitiba,PR,2013-01-06,9
Curitiba,PR,2013-01-13,28
Curitiba,PR,2013-01-20,22
Curitiba,PR,2013-01-27,13
Curitiba,PR,2013-02-03,18
Curitiba,PR,2013-02-10,15
Curitiba,PR,2013-02-17,17
Curitiba,PR,2013-02-24,32
Curitiba,PR,2013-03-03,30
Curitiba,PR,2013-03-10,30
Curitiba,PR,2013-03-17,54
Curitiba,PR,2013-03-24,44
Curitiba,PR,2013-03-31,62
Curitiba,PR,2013-04-07,55
Curitiba,PR,2013-04-14,28
Curitiba,PR,2013-04-21,38
Curitiba,PR,2013-04-28,21
Curitiba,PR,2013-05-05,11
Curitiba,PR,2013-05-12,29
Curitiba,PR,2013-05-19,14
Curitiba,PR,2013-05-26,8
Curitiba,PR,2013-06-02,13
Curitiba,PR,2013-06-09,17
Curitiba,PR,2013-06-16,7
Curitiba,PR,2013-06-23,8
Curitiba,PR,2013-06-30,11
Curitiba,PR,2013-07-07,6
Curitiba,PR,2013-07-14,13
Curitiba,PR,2013-07-21,3
Curitiba,PR,2013-07-28,22
Curitiba,PR,2013-08-04,44
Curitiba,PR,2013-08-11,10
Curitiba,PR,2013-08-18,20
Curitiba,PR,2013-08-25,7
Curitiba,PR,2013-09-01,5
Curitiba,PR,2013-09-08,11
Curitiba,PR,2013-09-15,7
Curitiba,PR,2013-09-22,7
Curitiba,PR,2013-09-29,11
Curitiba,PR,2013-10-06,5
Curitiba,PR,2013-10-13,8
Curitiba,PR,2013-10-20,3
Curitiba,PR,2013-10-27,4
Curitiba,PR,2013-11-03,8
Curitiba,PR,2013-11-10,9
Curitiba,PR,2013-11-17,13
Curitiba,PR,2013-11-24,6
Curitiba,PR,2013-12-01,7
